n_obs,mean_error_raw,mae_raw,rmse_raw,corr_raw,months_before_quarter_end
44.0,0.09648676196523084,0.8534114595791393,1.8760306166276584,0.8809540358343851,0
44.0,0.058028103420715356,1.181409080806478,2.6302384422067697,0.5100120717102814,1
44.0,0.1931313591184902,1.5757344928054373,3.137446378715398,0.29135571364806956,2
