target_clean,month,window_n,rolling_ic,rolling_ic_p_value,rolling_ic_sig_5pct,rolling_rank_ic,rolling_rank_ic_p_value,rolling_rank_ic_sig_5pct,signal_type
中债-新综合全价(3-5年)指数,2021-07,28,-0.3245421689916235,0.04599638619124743,True,-0.1718664477285167,0.19092248975837633,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2021-08,29,-0.3196546723001363,0.04548043301337195,True,-0.14137931034482754,0.23222227459801922,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2021-09,29,-0.31274563923623966,0.04928375322836907,True,-0.11477832512315268,0.27663190517137465,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2021-10,29,-0.31842682590331556,0.0461395440560722,True,-0.12019704433497534,0.2672777808394804,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2021-11,29,-0.321188558124687,0.04466709913126378,True,-0.12364532019704431,0.2614046704800773,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2021-12,30,-0.31337035799995266,0.04587456414770042,True,-0.13815350389321468,0.233292417131411,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2022-03,28,-0.33481308251699426,0.040793092670626946,True,-0.2818828680897646,0.0730787738731427,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2022-04,28,-0.33937974097703466,0.03862939733150619,True,-0.31198686371100165,0.05302036751551343,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2022-05,28,-0.3283466904388562,0.04401356646436251,True,-0.27257799671592775,0.08025994859247819,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2022-06,28,-0.33097994943301795,0.0426796237141568,True,-0.2857142857142857,0.07026056865486252,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2022-07,29,-0.2957199349958043,0.05967360872377361,False,-0.23399014778325114,0.11091131386576547,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2022-08,30,-0.31346968437961165,0.045820375431489244,True,-0.28097886540600664,0.06628044631991095,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2022-09,30,-0.31105398031463605,0.04715214157922059,True,-0.2854282536151279,0.06314057547994793,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2022-10,31,-0.3062161587314298,0.04692821887267755,True,-0.2955645161290323,0.05323030142152599,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2022-12,30,-0.30748607287522534,0.049172478973276125,True,-0.26896551724137935,0.07532666237338076,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-01,31,-0.30746103076506187,0.04623038454695972,True,-0.24435483870967747,0.09262069898444884,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-02,32,-0.30725541776258963,0.04357702374712172,True,-0.219941348973607,0.11322493344863353,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-03,32,-0.2546929671391415,0.07974889797823306,False,-0.14956011730205276,0.2069672279931434,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-04,33,-0.22380311426288202,0.1052789681693746,False,-0.09759358288770054,0.29449231336651877,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-05,33,-0.1817151667556629,0.1557494352883005,False,-0.052807486631016046,0.38519581901681615,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-06,33,-0.1286655858167067,0.23773650180840203,False,0.03308823529411765,0.5725218224687336,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-07,33,-0.10791961354149575,0.27498774233576545,False,0.080548128342246,0.6720560115388179,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-08,33,-0.03425494809989479,0.42494941136964276,False,0.1524064171122995,0.801422304434678,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-09,33,-0.0235853758101696,0.44817189315993167,False,0.16945187165775402,0.82709175884022,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-10,33,-0.015262862082565084,0.46640796477276464,False,0.18315508021390375,0.8461926526420865,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-11,33,-0.04503966003615435,0.4017256456768885,False,0.1661096256684492,0.8222241827793705,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2023-12,33,-0.026678199054874854,0.4414194544125107,False,0.17947860962566847,0.841203666666408,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2024-01,33,-0.033924586924352344,0.4256651520498382,False,0.14171122994652408,0.7842601433808982,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2024-03,32,-0.028444821992921032,0.43859302337025907,False,0.16862170087976538,0.8218785003422862,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2024-05,31,-0.0784225745148998,0.3374831140105957,False,0.16572580645161292,0.8135319868718007,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2024-06,31,0.22142501010209376,0.8843679988520938,False,0.2584677419354839,0.9198312884553573,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2024-07,31,0.2244900237016915,0.887647876124398,False,0.2737903225806452,0.93194084235024,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2024-08,31,0.21566817552150988,0.8780349251212111,False,0.24475806451612908,0.9077528422824178,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2024-09,31,0.18133092773513132,0.835528123671329,False,0.20725806451612905,0.8683753376865936,False,ic_signal_vs_lag1_actual
中债-新综合全价(3-5年)指数,2024-11,30,0.16501688190847272,0.8082390788402875,False,0.21245828698553948,0.8701631861934921,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2015-02,1,,,False,,,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2015-03,2,,,False,,,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2015-04,3,-0.5322049547325629,0.32136357697539447,False,-0.5,0.3333333333333333,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2015-05,4,-0.4379109873417244,0.2810445063291378,False,-0.6000000000000001,0.2,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2015-07,5,0.3854944804677062,0.7391918406534523,False,0.19999999999999998,0.6264699609476689,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2015-08,6,0.5233269504714089,0.8566641813380032,False,0.48571428571428577,0.8356384839650146,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2016-03,7,0.5137894831081813,0.8809120727867856,False,0.42857142857142866,0.8313158444570878,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2016-04,8,0.4234337991742896,0.8520714302441972,False,0.3333333333333334,0.7901234567901234,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2016-05,9,0.4010380432157953,0.8576303795920923,False,0.4666666666666666,0.897306824447094,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2016-06,10,0.3187150493181578,0.8152905538942932,False,0.19999999999999998,0.710208,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2016-11,11,-0.0054928427744542485,0.4936059808352117,False,-0.02727272727272728,0.46827922409630607,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2018-02,11,0.0634247856187797,0.5734876265778153,False,0.17272727272727276,0.6942288075743815,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2018-03,11,0.25006946869377683,0.7708426868305247,False,0.33636363636363636,0.8440878430498069,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2018-04,11,0.1629576485171629,0.6839386121706322,False,0.29090909090909095,0.8072715151543173,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2018-09,9,0.08960112413019608,0.5906585560285,False,0.25,0.741755223849387,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2018-10,10,0.19306597527289304,0.7034692852027922,False,0.4424242424242424,0.899788656644029,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2018-11,11,0.21758175874041963,0.7397866831093483,False,0.43636363636363645,0.9101675617099945,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2019-01,12,0.26881110214790777,0.8008981034224134,False,0.44055944055944063,0.9241324821416348,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2019-02,13,0.3087857146487433,0.8476789287299783,False,0.4340659340659341,0.9308288110558937,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2019-03,13,0.3386813696830784,0.8711731556368314,False,0.5054945054945055,0.9609833363449081,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2019-04,13,0.2986633145034434,0.8392090156590595,False,0.521978021978022,0.9663541440032449,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2019-05,13,0.30751334341014364,0.846628475683865,False,0.521978021978022,0.9663541440032449,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2019-06,13,0.3494306852071044,0.8790600786930917,False,0.5989010989010989,0.984722942913531,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2019-09,14,0.3733800276525791,0.9057416750946595,False,0.5604395604395604,0.9814477614979628,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2019-11,14,0.5888942895968967,0.9866459315411477,False,0.6879120879120879,0.9967299787540791,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2019-12,15,0.5676389384196011,0.9863495994698404,False,0.7107142857142856,0.9985105025565987,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2020-03,16,-0.35856038915104943,0.08632079613012159,False,0.4088235294117647,0.9420560809256082,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2020-05,17,-0.572268712357938,0.008185067706293514,True,0.17401960784313728,0.7479252269723512,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2020-06,18,-0.5112615450006963,0.015059515128647564,True,0.11455108359133126,0.674582888064734,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2020-07,19,-0.5221787733826874,0.010911650541395894,True,0.05263157894736842,0.5847219938431937,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2020-08,20,-0.5469489888516835,0.006285742024517781,True,-0.0631578947368421,0.39568669891003094,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2020-09,21,-0.5440396135176234,0.005393707149280839,True,-0.09480519480519481,0.3413535056212266,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2020-10,22,-0.48397769541609165,0.011236340466292166,True,-0.10897797854319595,0.3146340861953428,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2020-11,23,-0.42232272566259116,0.022348988009505567,True,-0.05335968379446641,0.4044655987579178,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2020-12,24,-0.41720012551482827,0.021264346087188413,True,-0.07304347826086956,0.36723356708841454,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-01,25,-0.3722947838421983,0.03342419238343338,True,-0.013846153846153848,0.47381258228830314,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-02,25,-0.36995616537316756,0.034357987891922126,True,-0.021538461538461538,0.4593027781036079,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-03,25,-0.30613176332324804,0.06833651782386839,False,-0.03230769230769231,0.43907773417494445,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-04,25,-0.27146304177404956,0.09465276487224686,False,-0.013076923076923076,0.47526564673341615,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-05,26,-0.17900310801107985,0.19080100799838196,False,0.011965811965811965,0.5231316866932278,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-06,27,-0.2772586189312909,0.08073667205004235,False,-0.0757020757020757,0.3537240602935369,False,ic_signal_vs_lag1_actual
中债-新综合全价(5-7年)指数,2021-07,28,-0.27645485458510655,0.07720936037727782,False,-0.07060755336617405,0.36053392528160094,False,ic_signal_vs_lag1_actual
