month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分_去季节性,逆回购7天(19日),银行间7天回购(20-19均值)_去季节性
2005-09,,2.396976730704479,,0.7296470721003617,,1.494271014852902,0.8219450354656245,-0.11861670925024388,0.9569001557681677,,1.206474452931484,-2.051427395085462
2005-10,4.656941401161857,4.8056543973638615,,0.7296470721003617,,1.5403364780772828,0.6849350254550354,-0.46375304999840783,0.7748483816646904,,1.206474452931484,-2.3835197415618246
2005-11,,4.304630478118697,,0.7296470721003617,,1.5633692096894736,1.8339818768600662,-0.20490079443728493,0.6610660228500171,,1.206474452931484,-2.541082255810821
2005-12,,3.822432923949395,,0.7296470721003617,,1.4712382832407114,1.7416948193841955,-0.11861670925024388,0.47901424874654,,1.206474452931484,-2.5600180502101786
2006-01,5.979101420419167,4.270987555811779,,0.7296470721003617,,1.494271014852902,1.108244315650628,0.1402355463108791,0.47901424874654,,4.664206344449894,-1.8213319153088192
2006-02,,1.892977687449514,,1.4737561531338652,,2.185252963218618,,0.3990878018720019,0.44487954110213795,,4.664206344449894,-1.9832383386980805
2006-03,,1.796329893831423,,3.106170956132413,,0.7802563348749953,0.6505800560918689,-0.46375304999840783,0.43577695239696407,,1.206474452931484,-0.9413887225671886
2006-04,5.979101420419167,4.632371786248818,,0.7296470721003617,,1.7245983309748072,0.8798047710630977,-0.5500371351854487,0.31744329922970393,,1.206474452931484,-2.010020734198171
2006-05,,8.68425398817799,,0.7296470721003617,,1.737210133496378,1.499551353222756,-0.20490079443728493,0.17635317429950906,,1.206474452931484,-1.5883705776043482
2006-06,,4.888996925932748,,0.7296470721003617,,1.8858274522601408,0.81913483715729,-0.03233262406320302,0.30378941617194316,,1.206474452931484,-1.1300164804693196
2006-07,7.036829435825014,3.997330436301112,,0.7296470721003617,,1.8167292574235694,0.6755681978258746,0.053951461123838036,0.551834958387931,,1.206474452931484,-1.081852964669638
2006-08,,2.364609445382158,,0.7296470721003617,,1.770663794199188,2.6338173943164676,-0.3774689648113669,0.5654888414456916,,1.206474452931484,-0.6790373622614598
2006-09,,2.9180090965614176,,0.7296470721003617,,1.7936965258113788,0.48146986745757525,-0.11861670925024388,0.5245271922724093,,1.206474452931484,0.5996926550853993
2006-10,5.802813417851525,6.7855773876202345,,0.7296470721003617,,1.8167292574235694,0.37684174913766455,0.053951461123838036,0.5472836640353439,,1.206474452931484,-0.4833864997719035
2006-11,,4.929869317147025,,0.7296470721003617,,1.920140924834034,1.37149975680028,-0.03233262406320302,0.410744833457736,,1.206474452931484,-0.31860717101057306
2006-12,,5.072910602006043,,0.7296470721003617,,1.8627947206479503,1.4634727060084811,0.3990878018720019,0.38343706734221433,,1.206474452931484,0.7633857750179539
2007-01,6.067245421702988,4.792019921668717,,0.7296470721003617,,1.9451943179905657,0.8229945826671666,1.1756445685553707,0.45625777698360537,,4.664206344449894,0.4943339641908997
2007-02,,5.019171882591145,,4.1095619217088535,,1.5514679669381384,,0.657940057433125,0.5017707205094745,,4.664206344449894,-1.6185630471571595
2007-03,,2.8383946255453,,1.4737561531338652,,2.4980363068755844,0.5709156081885375,1.08936048336833,0.342475418168932,,1.206474452931484,0.4670638268971933
2007-04,7.036829435825014,5.466023571619924,,0.7296470721003617,,1.9451943179905657,0.7047219316054854,1.6070649944905755,0.3652318899318667,,1.206474452931484,-1.4530951053810568
2007-05,,9.205286354034927,,0.7296470721003617,,1.9451943179905657,1.4017851378966586,1.3482127389294527,0.410744833457736,,1.206474452931484,-0.31142886953154714
2007-06,,5.826855184475243,,0.7296470721003617,,1.9451943179905657,0.6747805188501566,1.6933490796776165,0.3879883616948013,,1.206474452931484,0.8933507776233239
2007-07,8.182701452514683,4.414156328986668,,0.7296470721003617,,1.9451943179905657,0.5126100948631985,2.5561899315480265,0.31744329922970393,,1.206474452931484,0.880377002007613
2007-08,,3.3024677039246533,,0.7296470721003617,,1.9451943179905657,2.650674163371156,2.6424740167350675,0.2969624746430627,,1.206474452931484,0.5344083856761368
2007-09,,3.8558673551039053,,0.7296470721003617,,1.9451943179905657,0.7758264489234276,2.6424740167350675,0.342475418168932,,1.206474452931484,-0.2856738166163844
2007-10,7.5656934435279375,5.847719129077739,,0.7296470721003617,,1.9451943179905657,0.4759929368923054,2.6424740167350675,0.3652318899318667,,1.206474452931484,1.67530089814042
2007-11,,3.3667722195762093,,0.7296470721003617,,1.9451943179905657,1.9630258865366346,2.6424740167350675,0.47901424874654,,1.206474452931484,1.4982150185609346
2007-12,,5.177117075177432,,0.7296470721003617,,1.9451943179905657,1.5578040356603209,2.6424740167350675,0.7862266175461577,,1.206474452931484,2.8795653202471523
2008-01,7.301261439676477,5.313052287525656,,0.7296470721003617,,1.9451943179905657,0.7854722449504262,2.6424740167350675,0.9864835690599827,,4.664206344449894,1.610174891559009
2008-02,,2.8308359459920016,,2.0831910129199893,,3.498118665113478,,4.885860231598133,1.1389519298716448,,4.664206344449894,-0.06123506894081965
2008-03,,3.1510140450594677,,2.0831910129199893,,3.0144313012574773,0.6048129166172581,6.266405594590788,1.2572855830389051,,1.206474452931484,1.551636490933672
2008-04,5.273949410148601,7.8627724545618385,,0.7296470721003617,,1.9451943179905657,0.7240677532176814,2.6424740167350675,1.5599466574859362,,1.206474452931484,0.9198299482093512
2008-05,,9.830525193063254,,0.7296470721003617,,1.9451943179905657,1.3822943433313473,2.6424740167350675,1.5986326594829248,,1.206474452931484,0.8724783335533483
2008-06,,3.325899828361932,,0.7296470721003617,,1.9451943179905657,0.6088256969468651,2.6424740167350675,1.6213891312458597,,1.206474452931484,1.4078525060667597
2008-07,4.745085402445678,1.808994499701976,,0.7296470721003617,,1.9451943179905657,0.5549792627803978,2.6424740167350675,1.7624792561760545,,1.206474452931484,2.1409335663302507
2008-08,,-1.8036494814733504,,0.7296470721003617,,1.9451943179905657,2.7660941457530432,2.6424740167350675,2.0332812701549767,,1.206474452931484,1.2546977462488098
2008-09,,-1.9796951424938076,,0.7296470721003617,,1.9451943179905657,0.8065485425960106,2.6424740167350675,2.0401082116838576,,1.206474452931484,1.9065611046933983
2008-10,3.422925383188368,0.7416019436797429,,0.7296470721003617,,1.9451943179905657,0.648412955911519,2.6424740167350675,1.8284730242885652,,1.206474452931484,1.2118850527082388
2008-11,,-5.594984473163135,,0.5160728020413841,,1.9451943179905657,1.7059350751641293,2.2110535907998625,1.2504586415100247,,1.206474452931484,1.7208947881542653
2008-12,,-12.121157471272928,,-0.09336205774474002,,1.9451943179905657,1.4656306103751342,0.8305082278072068,0.2036609404150306,,1.206474452931484,0.8144242655964569
2009-01,1.3074693523766723,-9.380060429640006,,-0.028065465624798162,,1.9451943179905657,0.9303429047827106,-0.20490079443728493,-0.5086166257648241,,4.664206344449894,-0.9295093304679918
2009-02,,-5.193062488204855,,-1.90643076560846,,2.876234911584334,,-0.3774689648113669,-1.01153465172568,,4.664206344449894,-2.829667187650732
2009-03,,-1.4340707744815973,,1.1255076618275086,,1.286976430343187,0.6964763241020355,-2.6208551796744324,-1.2664071354705482,,1.206474452931484,-2.459715888124062
2009-04,0.6904613433899283,1.610384064278576,,0.5378383327480317,,1.9451943179905657,0.8461423187977233,-1.6717302426169816,-1.2279486981911887,,1.206474452931484,-2.847920750681452
2009-05,,3.890756222294153,,0.32018302568155854,,1.9451943179905657,1.7312918863504996,-1.6717302426169816,-1.2279486981911887,,1.206474452931484,-2.8219324122313862
2009-06,,3.1174868820191612,,0.6684315169879154,,1.9451943179905657,1.1466424594313955,-1.6717302426169816,-1.2279486981911887,,1.206474452931484,-2.7537838048443226
2009-07,2.277053366498699,3.0594721777586242,,0.7296470721003617,,1.9451943179905657,0.7891096516764166,-1.6717302426169816,-1.2279486981911887,,1.206474452931484,-2.704930044590736
2009-08,,3.3024677039246533,,0.7296470721003617,-0.14698343520639576,1.9451943179905657,2.7951692062045392,-1.6717302426169816,-1.2279486981911887,,1.206474452931484,-2.2886092839124816
2009-09,,3.8558673551039053,,0.7296470721003617,0.4186953920186764,1.9451943179905657,1.0322281948899072,-1.6717302426169816,-1.2279486981911887,,1.206474452931484,-1.2343502594839497
2009-10,4.392509397310395,3.972002611992756,,0.7296470721003617,0.9334121627369851,1.9451943179905657,0.8934359386312902,-1.6717302426169816,-1.2279486981911887,,1.206474452931484,-1.8692486562911161
2009-11,,5.450901683003964,,0.7296470721003617,2.1369066081724557,1.9451943179905657,2.0006565136024306,-1.6717302426169816,-1.2279486981911887,,1.206474452931484,-1.5071097550081487
2009-12,,4.968704128834661,,0.7296470721003617,2.1369066081724557,1.9451943179905657,1.4840127958057243,-0.7226053055595308,-0.72252746033641,,1.206474452931484,-1.9408137998352675
2010-01,5.538381414000064,6.6677364387537,,0.7296470721003617,,1.9451943179905657,1.004229999447121,0.3990878018720019,0.1376671723025201,,4.664206344449894,-1.8620637102454278
2010-02,,5.748617194790855,,5.086834250437317,,1.8397619890357597,,0.053951461123838036,0.7338867324914081,,4.664206344449894,-2.0783581107270788
2010-03,,1.6921234206600337,,1.51728721454716,1.0098552474971296,3.7054132496231933,0.7012902818381127,1.08936048336833,0.9773809803548088,,1.206474452931484,-0.4609052823532155
2010-04,5.802813417851525,4.423958839906047,,0.7296470721003617,2.1369066081724557,1.9451943179905657,0.6825101687135787,0.8305082278072068,1.095714633522069,,1.206474452931484,-1.451562975733657
2010-05,,6.183298632064686,,0.7296470721003617,2.1369066081724557,1.9451943179905657,1.3822748543152805,1.1756445685553707,1.3005228793884809,,1.206474452931484,-1.5051241897275116
2010-06,,3.9511386673902598,,0.7296470721003617,2.1369066081724557,1.9451943179905657,0.6079401142054407,1.4344968241164937,1.373343589029872,,1.206474452931484,-1.319813063255857
2010-07,4.480653398594216,1.9132009728733579,,0.7296470721003617,1.9271722646188685,1.9451943179905657,0.3668563440329875,1.2619286537424117,1.2094969923367425,,1.206474452931484,0.12664775151808516
2010-08,,1.1141317673255098,,0.7296470721003617,1.8762102081121048,1.9451943179905657,2.4864010503561427,1.6070649944905755,0.8522203856586682,,1.206474452931484,0.09920894153938806
2010-09,,1.459118472161991,,0.7296470721003617,2.0673179200124667,1.9451943179905657,0.6368609256923708,1.7796331648646575,0.7338867324914081,,1.206474452931484,-1.1012975842801658
2010-10,3.775501388323651,3.4509702461358174,,0.7296470721003617,0.5104270937308502,1.9451943179905657,0.4108221214744052,1.8659172500516987,0.7361623796677015,,1.206474452931484,-0.42403221699316246
2010-11,,4.929869317147025,,0.7296470721003617,0.4569169343987485,1.9451943179905657,1.6772419494066524,2.5561899315480265,0.8977333291845376,,1.206474452931484,-0.14937890403844925
2010-12,,4.968704128834661,,0.7296470721003617,-0.675631958122241,1.9451943179905657,1.6810521360388027,2.6424740167350675,1.129849341166471,,1.206474452931484,-1.1294111181819424
2011-01,3.775501388323651,3.854161663126229,,0.7296470721003617,,1.9451943179905657,0.8558069494459347,2.6424740167350675,1.100265927874656,,4.664206344449894,0.9007508254356021
2011-02,,2.7266294728206124,,1.6261148680803965,,3.19868969924526,,2.9876103574832316,1.2527342886863182,,4.664206344449894,2.8900686502818953
2011-03,,1.9005363670028121,,1.9743633593867531,2.35525353927568,1.2946940077244837,1.001773694949949,3.0255753549655293,1.3961000607928067,,1.206474452931484,5.229579946084809
2011-04,3.9517893908912916,2.652448795992453,,0.7296470721003617,1.7411607583691824,1.9451943179905657,0.883943873477803,2.6424740167350675,1.4143052382031542,,1.206474452931484,0.8385231014794033
2011-05,,3.265517383265825,,0.7296470721003617,1.1856743424454632,1.9451943179905657,1.8621497897932546,2.6424740167350675,1.3027985265647746,,1.206474452931484,0.04932232857750165
2011-06,,1.9712156771338876,,0.7296470721003617,1.0735578181305838,1.9451943179905657,0.939822947182415,2.6424740167350675,1.2959715850358942,,1.206474452931484,1.9081784206584196
2011-07,3.775501388323651,0.6627232948167099,,0.7296470721003617,1.6366885425303177,1.9451943179905657,-0.1638302818644607,2.6424740167350675,1.3710679418535785,,1.206474452931484,4.309225830613671
2011-08,,0.5930994014685713,,0.7296470721003617,1.3334643063150766,1.9451943179905657,2.702194697625021,2.6424740167350675,1.466645123257904,,1.206474452931484,7.479042300262648
2011-09,,0.625466686790885,,0.7296470721003617,0.6403803378230963,1.9451943179905657,1.0218909421353053,2.6424740167350675,1.4006513551453934,,1.206474452931484,3.68545186552136
2011-10,3.2466373806207276,0.7416019436797429,,0.7296470721003617,1.4251960080272503,1.9451943179905657,0.579085982250788,2.6424740167350675,1.2345291112759704,,1.206474452931484,3.3105736307563918
2011-11,,0.4489909707773493,,0.7296470721003617,1.216251576349521,1.9451943179905657,2.102142292485561,2.6424740167350675,0.8886307404793637,,1.206474452931484,3.542320362693761
2011-12,,-1.4920972077913797,,0.7296470721003617,0.8493247695008257,1.9451943179905657,1.366582806437775,2.4051927824707042,0.36978318428445367,,1.206474452931484,2.685919840022039
2012-01,2.717773372917802,0.10272862895627034,,0.7296470721003617,,1.9451943179905657,0.2585301995219282,2.2714524504307914,0.13539152512622663,,4.664206344449894,2.4430219118170453
2012-02,,0.2256741167073091,,-0.6592658561175698,,1.632467404526045,,2.6424740167350675,-0.08307060379794606,,4.664206344449894,4.666387581759172
2012-03,,0.6500586889461568,1.8882277207916525,3.3673573246121804,4.159310339615098,2.3925475477283324,0.49073576129729557,1.520780909303535,-0.24236590613848866,,1.206474452931484,3.7094897820295567
2012-04,2.1889093652148786,2.339829376478293,1.7518619662010557,0.7296470721003617,0.11037495015275857,1.9451943179905657,0.4734833726267726,1.8659172500516987,-0.32201355730875997,,1.206474452931484,2.244611865812679
2012-05,,3.6823432759513746,1.4147355173520635,0.7296470721003617,-0.7228546737328204,1.857929286422191,1.133480132752743,1.6933490796776165,-0.4084881500079116,,1.206474452931484,2.332967774179549
2012-06,,0.30391210639169025,1.0832909749443498,0.7296470721003617,-0.3482835584081106,1.7922215096789342,0.4302264280519047,1.3482127389294527,-0.5677834523484542,,1.206474452931484,2.295803023835224
2012-07,1.8363333600795966,-0.06672201738300702,1.7518619662010557,0.7296470721003617,-0.591890852060045,1.770663794199188,0.24158453688227702,0.657940057433125,-0.72252746033641,,1.206474452931484,0.41191228273957525
2012-08,,-0.03213943755975634,1.1306401952883094,0.7296470721003617,-0.5254801577438216,1.632467404526045,2.4169936621983172,0.312803716684961,-0.9023035872635937,,1.206474452931484,2.6639016237470914
2012-09,,-1.1460433571227016,1.462084737696023,0.6684315169879154,-0.763624318938231,1.6555001361382353,0.45181390534785343,0.48537188705904294,-1.041118065017495,,1.206474452931484,2.2109721787467387
2012-10,1.6600453575119551,-0.7172886807196909,0.27835422909705027,0.7296470721003617,-0.9317991054105498,1.8858274522601408,0.40682629882275884,0.3990878018720019,-1.0570475952515495,,1.206474452931484,1.9094195159358334
2012-11,,0.24057802443457835,1.1306401952883094,0.7296470721003617,-0.134242921079705,1.9451943179905657,1.6250953032650577,0.22651963149791995,-0.8772714683243655,,1.206474452931484,1.9200091444859393
2012-12,,0.17520636295082503,1.0359417546003935,0.7296470721003617,0.2556168111970339,1.9451943179905657,1.3094428820984134,0.48537188705904294,-0.7498352264519316,,1.206474452931484,1.598895407464518
2013-01,2.1889093652148786,0.4153480484704379,1.272687856320188,0.7296470721003617,,1.9451943179905657,0.7907039226319349,0.9167923129942478,-0.6906683998683013,,3.499970442662624,1.2664881287362393
2013-02,,0.12146764353591992,1.3673862970081039,2.5837982191728774,,,,0.5116885330410904,-0.6223989845794974,,3.499970442662624,1.8964452241922287
2013-03,,-0.2877995695963311,0.7518464325366394,-0.7898590403574536,-4.858425559256658,1.4481825188969084,,1.537865158170569,-0.620123337403204,,1.206474452931484,2.006641759300111
2013-04,2.0126213626472382,0.047286966707760406,0.8938940935685148,0.6684315169879154,-1.1815131822936895,1.5173705413867675,1.7676838642189772,0.5454256103492233,-0.6861171055157145,,1.206474452931484,1.7746053438604725
2013-05,,0.8687685003239108,0.2310050087530907,0.7296470721003617,0.05176858516998096,1.5633692096894736,1.3492363191415764,0.818514739966208,-0.8454124078562572,,1.206474452931484,1.4603151124373965
2013-06,,0.7207379990772396,0.13630656806517155,0.7296470721003617,-0.39615170846434833,1.5846044669266486,1.358269544036161,0.5700165746275302,-0.9023035872635937,,1.206474452931484,1.817253405510568
2013-07,1.7481893587957755,-0.1709284905543962,0.27835422909705027,0.6684315169879154,-0.07160698628893744,1.6814050493824662,1.4015728948895922,1.0620947124492248,-0.8636175852666048,,1.206474452931484,5.959089113526257
2013-08,,0.17627350878302203,0.46775111047288526,0.7296470721003617,0.574802108699911,1.6583430662011285,1.4438897379605453,1.0670129053048862,-0.7657647566859856,,1.206474452931484,5.8042002564272135
2013-09,,0.7296731599622742,0.2310050087530907,0.7296470721003617,1.8074114318279746,1.6946841101388423,0.5421852032618976,0.9742575137288173,-0.6178476902269106,,1.206474452931484,3.598028624571305
2013-10,2.0126213626472382,0.6373954705083537,0.8938940935685148,0.7296470721003617,0.9741818079423957,1.6785328677504263,1.0370705520990182,1.3929941791415268,-0.5541295692906935,,1.206474452931484,2.7172014157268993
2013-11,,1.4910557024912263,1.3200370766641443,0.7296470721003617,0.7524968621379753,1.6831760361161276,1.0781126815770723,1.525785386244383,-0.5928155712876824,,1.206474452931484,3.153520427184708
2013-12,,1.0088581483219237,0.9885925342564339,0.7296470721003617,0.4773017570014538,1.7755584799940949,0.9551121550131939,1.3637438742631198,-0.5723347467010412,,1.206474452931484,4.078720248696159
2014-01,1.8363333600795966,0.8321739411559872,0.2310050087530907,0.7296470721003617,,1.7476310625869975,1.4184196170148244,0.9156706198868162,-0.5586808636432804,,5.650122933035567,4.6099821327905754
2014-02,,0.2256741167073091,-0.24248719468649838,0.5813693941613262,,,,0.904798825153249,-0.6223989845794974,,5.650122933035567,5.3284788242792285
2014-03,,-0.1835930964249419,0.8465448732245552,0.6466659862812681,1.824305608370249,1.338707945544167,-1.2572481131285882,0.44317896940257995,-0.7043222829260622,,1.206474452931484,5.40430636715528
2014-04,1.7481893587957755,-0.5779518723205673,0.3730526697849661,0.6466659862812681,0.15878890383418376,1.434478043587655,1.5710358900127845,0.8173930468587765,-0.7730240711783619,,1.206474452931484,1.1000065613023873
2014-05,,0.6603555539811324,0.6571479918487202,0.6249004555746206,-0.5011697279284002,1.3644884820376917,1.1461426842149107,0.31401169387757943,-0.7052780547401055,,1.206474452931484,2.382066334510732
2014-06,,0.7207379990772396,1.1306401952883094,0.6466659862812681,-0.32535063298006717,1.4975688413651351,1.2155279595469854,0.8972058256567895,-0.5783424552464559,,1.206474452931484,1.9753943708151143
2014-07,1.8363333600795966,0.7669297679880991,0.7044972121926798,0.7296470721003617,-0.18265687476112996,1.477671325179996,1.3086056241379982,0.7753726973726878,-0.5016076324618401,,1.206474452931484,1.6906106703197206
2014-08,,1.6351641331824485,0.5624495511608044,0.6901970476945626,-0.9165104884585208,1.4301801358688206,1.3037186708904265,0.731454098012484,-0.4469010743437454,,1.206474452931484,2.485714712553579
2014-09,,0.8338796331336634,0.7518464325366394,0.23312090285496945,-2.055512451384679,1.3563864883657875,0.25714672128974453,0.4775200353070221,-0.5231352547495765,,1.206474452931484,2.8088687913563013
2014-10,1.4837573549443137,0.6373954705083537,0.2310050087530907,0.4725417406280896,-0.9802130590919748,1.2795145162827857,0.5774731043596627,0.16396366973731524,-0.6587183135131411,,1.206474452931484,1.8541030684275726
2014-11,,0.8658168634628987,0.27835422909705027,0.4072451485081478,-0.8980008147249818,1.2687273667595322,0.8665197430664346,0.14118467124793643,-0.7595749963664675,,1.206474452931484,1.2215221986765445
2014-12,,-0.13741305656334252,0.27835422909705027,0.2984174949749113,-0.8394155989956544,1.3148002004580293,0.7321593135102744,0.0015770214153041813,-0.8619791192996735,,1.206474452931484,1.4018629480453864
2015-01,1.5719013562281348,-0.10568431738650062,0.6097987715047606,0.4507762099214424,-0.6175550889065684,1.35356820332572,1.1869563853669929,0.05878336989431237,-1.0036153995521788,,5.650122933035567,2.5242896129682233
2015-02,,-0.5037711954924078,0.42040189012892565,0.8207902319344463,,,,-0.5812719740231577,-1.232317940769672,,4.933405436244587,3.998874644932281
2015-03,,-0.49621251593910204,0.5624495511608044,-0.4851416104643914,-3.2811499103723354,1.0829524937224033,-1.3488672240158215,-0.005498273570033166,-1.3409573369659222,,1.206474452931484,4.302546047507372
2015-04,1.3074693523766723,-0.7863648186633383,0.13630656806517155,-0.049830996331445575,-2.230665472254469,0.9747751238140601,1.3254128741424542,-0.05321337267846694,-1.2279486981911887,,1.206474452931484,4.624009690709874
2015-05,,0.3477361344669723,0.18365578840913113,0.01546559578849647,-1.3478569020757203,0.9190158748360565,0.8244723176592214,0.06180331287585886,-1.2279486981911887,,1.206474452931484,2.225260572011591
2015-06,,0.09549916004891926,-0.005741092966703833,0.05899665720179091,-1.2736217484137309,0.9484434140530558,0.8870167576662573,-0.17832529619967638,-1.2279486981911887,,1.206474452931484,-0.03713371132453428
2015-07,1.3074693523766723,-0.06672201738300702,0.13630656806517155,0.21135537214832203,-1.2273479462953074,1.0640085326260087,1.0336126831382366,-0.04018447581522365,-1.2279486981911887,,1.063130953573288,-0.4152057296143497
2015-08,,-0.13634591073114552,0.3730526697849661,0.037231126495143686,-2.0114343494708495,1.0364547061256615,1.047125441872675,0.18104791860434938,-1.2279486981911887,,1.063130953573288,0.6681938532067846
2015-09,,-0.625010991265763,0.27835422909705027,0.05899665720179091,-1.1908140124164563,1.1009449726758982,-0.0058336478699582105,0.4468891850656227,-1.2279486981911887,,0.6331004554986996,0.3571634602242425
2015-10,1.219325351092852,-0.7172886807196909,0.46775111047288526,-0.028065465624798162,-1.714777593477635,1.1257473090578534,0.28179465307693136,0.13643904656264913,-1.2279486981911887,,0.6331004554986996,0.03338690594811562
2015-11,,-0.1762478682509784,0.13630656806517155,-0.049830996331445575,-1.7376320373386578,1.1541699301946124,0.7843279800386619,-0.1467453210212192,-1.2279486981911887,,0.34641345678230695,-0.06036053911847562
2015-12,,-0.866858368763052,0.3730526697849661,0.08076218790843832,-1.5275840223272747,1.1884488536710873,0.6143801677029841,0.04152655285690416,-1.2279486981911887,,0.34641345678230695,-0.08736526380168942
2016-01,1.1311813498090315,-0.52251021007205,0.7991956528805989,0.01546559578849647,-2.2244682313729642,1.1718127722822342,0.8850135311999273,0.1402355463108791,-1.2279486981911887,,0.34641345678230695,-0.016165104698812754
2016-02,,-0.9205970881779572,0.3257034494410099,0.008005242483486,,,,0.312803716684961,-1.4552858511029059,,0.34641345678230695,-0.10230851065931253
2016-03,,-1.4340707744815973,0.08895734772121533,-0.20067983641285644,-0.6514099474748589,0.9645181877725194,-1.4132625674507113,0.7442241426201657,-1.3642599640511675,,0.34641345678230695,0.4682265212473803
2016-04,1.0430373485252105,-0.6821583454919491,0.5151003308168448,0.21135537214832203,-0.23859614051662628,1.0336163826090912,1.188765172144073,0.7454243542451178,-1.2277211334735594,,0.34641345678230695,-0.02579246092279383
2016-05,,0.3477361344669723,0.2310050087530907,0.037231126495143686,-1.1955081274412944,0.941485456160329,0.7021900076260751,0.7682672029575349,-1.0229128876071474,,0.34641345678230695,0.16746218494195622
2016-06,,-0.008707313122469926,-0.005741092966703833,0.037231126495143686,-1.1526969422522229,0.9184527245481384,0.7820371081440494,0.5190218174411371,-0.8863740570295394,,0.34641345678230695,0.28777385267847083
2016-07,0.9548933472413901,-0.275134963725778,0.08895734772121533,0.08076218790843832,-1.0029222610919537,1.0566491142212815,0.8960104641940208,0.3814021529312141,-0.8408611135036701,,0.34641345678230695,0.1319241090311543
2016-08,,-0.24055238390253472,0.27835422909705027,0.037231126495143686,0.4054819500076026,0.9645181877725194,0.8039804147364696,0.28270178788575795,-0.6360528676372582,,0.34641345678230695,0.08486988708591024
2016-09,,0.10443432093394649,0.3257034494410099,0.10252771861508554,0.4339796771959021,1.0566491142212815,-0.07329067052023673,-0.08429894004880202,-0.4312446217708463,,0.34641345678230695,0.39740911411733376
2016-10,0.9548933472413901,-0.09204984169136322,0.13630656806517155,0.05899665720179091,0.0750602834758319,1.079681845833472,0.2781822682673289,0.41653962094193286,-0.22643637590443438,,0.34641345678230695,0.09573639047678956
2016-11,,1.2826427561484555,0.27835422909705027,0.05899665720179091,0.10434486481659597,0.9184527245481384,0.8585612942654861,0.5681588782734529,0.023884813487846816,,0.34641345678230695,0.1730669916908963
2016-12,,1.3214775678360913,0.7991956528805989,0.08076218790843832,0.09938396342594488,1.1027145774456628,0.592248207178428,0.7030303946701687,0.5017707205094745,,0.34641345678230695,0.5748207635838649
2017-01,1.0430373485252105,1.2489998338415367,0.5624495511608044,0.037231126495143686,0.07700652441382519,1.1257473090578534,0.6945757734424003,0.5514180400654634,1.002413099294037,,0.34641345678230695,0.9839055879424504
2017-02,,1.0593259020784078,0.7044972121926798,-0.6293926652226964,,,,0.9591189709827508,1.3210037039751223,,0.6331004554986996,0.5340012484435921
2017-03,,1.2752975279744845,0.5624495511608044,0.9780638213698454,2.7100490833832227,0.8032890664871858,-1.3549648977454323,-0.5500371351854487,1.5258119498415341,,0.9197874542150923,1.1174649360050577
2017-04,1.219325351092852,0.9851452252502483,1.0359417546003935,0.38547961780150036,0.33523406764670255,1.1257473090578534,1.1530480489821113,-0.46375304999840783,1.4802990063156647,,0.9197874542150923,1.4727548152452539
2017-05,,1.4940073393522386,0.27835422909705027,0.1460587800283802,-0.1410137399071935,1.079681845833472,0.5819691642738455,-0.20490079443728493,1.207221345160449,,0.9197874542150923,1.7572381821159038
2017-06,,1.1375638917627964,0.7044972121926798,0.1460587800283802,-0.3879593030706034,1.079681845833472,0.6741453517378954,0.053951461123838036,1.002413099294037,,0.9197874542150923,2.25234557424287
2017-07,1.219325351092852,1.4963750801878086,0.8465448732245552,0.38547961780150036,-0.016107013460529486,1.148780040670044,0.9654621329299042,0.053951461123838036,1.002413099294037,,0.9197874542150923,1.7935280772841975
2017-08,,1.3225447136682809,0.5151003308168448,0.12429324932173295,0.8560989008619869,1.0105836509969006,0.7799889703046006,-0.03233262406320302,1.002413099294037,,0.9197874542150923,1.7162050457558056
2017-09,,1.459118472161991,0.27835422909705027,0.037231126495143686,-0.037339080252659806,0.941485456160329,-0.07562889252695079,0.312803716684961,1.1844648733975143,,0.9197874542150923,2.2444438742517954
2017-10,1.1311813498090315,1.6825863964173724,1.1306401952883094,0.1678243107350274,0.15868825377258286,0.9875509193847102,0.18902133905885124,0.1402355463108791,1.3210037039751223,,0.9197874542150923,2.1029638923044107
2017-11,,1.6994686488340047,0.7044972121926798,0.08076218790843832,-0.4112777564561205,0.9184527245481384,0.6321638351520669,0.3990878018720019,1.3210037039751223,,0.9197874542150923,1.7869745837231155
2017-12,,1.4256840410074731,0.7518464325366394,0.05899665720179091,-0.4930277749705973,0.9645181877725194,0.47808730189366644,0.22651963149791995,1.070682514582841,,1.063130953573288,1.751075668527054
2018-01,1.0430373485252105,1.4574127801843149,0.6571479918487202,0.08076218790843832,0.20210665186493249,0.7802563348749953,0.21352155109068346,0.312803716684961,0.8658742687164291,,1.063130953573288,2.0024747055685475
2018-02,,1.0593259020784078,1.1306401952883094,2.0907003386690897,,,,0.053951461123838036,0.7293354381388211,,1.063130953573288,2.3609795310373607
2018-03,,-0.07938662325356012,0.8465448732245552,-1.7301045012136902,-1.158580256865646,0.8493545297115667,-1.3162420356508757,1.2619286537424117,0.5927966075612132,-0.6674548545154863,1.063130953573288,1.729926822947106
2018-04,1.1311813498090315,0.6725258057360955,0.7518464325366394,0.037231126495143686,-0.748335701986202,0.941485456160329,1.0638348640911142,0.571655972246084,0.45625777698360537,1.30967261149508,1.206474452931484,1.3984360333076578
