,macro_alpha_t,macro_alpha_lag1,macro_alpha_lag2,macro_alpha_lag3,macro_alpha_lag4,macro_alpha_lag5,macro_S_t,macro_S_lag1,real_alpha_t,real_alpha_lag1,real_alpha_lag2,real_alpha_lag3,real_alpha_lag4,real_alpha_lag5,real_S_t,real_S_lag1,nominal_alpha_t,nominal_alpha_lag1,nominal_alpha_lag2,nominal_alpha_lag3,nominal_alpha_lag4,nominal_alpha_lag5,nominal_S_t,nominal_S_lag1
2010-01,64.06441163240669,42.05634766797044,12.46504619579698,-7.221639170504797,0.45167407339839655,33.84044131354848,29.407444779285445,60.54145273700047,-44.10772472120758,-59.61744476625267,-60.18455226823358,-49.40089750745419,-67.29380502961544,-59.711601304521125,-164.7846329184848,-274.18730596363145,-96.18011271069598,-99.75736654477835,-99.0988711835669,-81.79670611279693,-62.73472898962365,-49.1031422737541,-0.2800631999283496,-0.28006320072644003
2010-02,74.62951528091801,64.06441163240669,42.05634766797044,12.465046195796981,-7.221639170504789,0.45167407339840093,104.03696006020446,29.407444779284944,-63.77860513763887,-44.10772472120758,-59.61744476625267,-60.18455226823358,-49.40089750745419,-67.29380502961544,-228.56323805612362,-164.7846329184848,-96.03291149183768,-96.18011271069598,-99.75736654477835,-99.0988711835669,-81.79670611279693,-62.73472898962365,-96.31297469176606,-0.2800631999283333
2010-03,79.45570514092273,74.62951528092219,64.06441163240677,42.05634766797015,12.465046195796306,-7.221639170504586,183.49266520118425,104.03696006018033,-46.19424941516191,-63.77860513763888,-44.10772472120758,-59.61744476625267,-60.18455226823358,-49.40089750745419,-274.7574874712846,-228.5632380561241,-83.64687718028004,-96.03291149183735,-96.18011271069597,-99.75736654477828,-99.09887118356684,-81.796706112797,-179.95985187207816,-96.3129746917495
2010-04,81.3833098614527,79.45570514100798,74.62951528095658,64.0644116324073,42.05634766797046,12.465046195797145,81.3833098614527,183.49266520122447,-50.16493080929359,-46.19424941516059,-63.77860513763574,-44.107724721207404,-59.61744476625241,-60.18455226823359,-50.16493080929359,-274.7574874712824,-60.32569404275456,-83.64687718047463,-96.03291149197814,-96.18011271069814,-99.75736654477447,-99.0988711835697,-60.32569404275456,-179.9598518723646
2010-05,76.29869441704321,81.3833098614835,79.45570514101794,74.62951528096096,64.06441163240775,42.05634766797011,157.68200427852793,81.3833098614835,-57.06309822303466,-50.1649308092916,-46.194249415158545,-63.77860513763491,-44.107724721207234,-59.61744476625229,-107.22802903232636,-50.1649308092916,-42.60562817182486,-60.32569404279383,-83.64687718050205,-96.03291149199657,-96.18011271069848,-99.75736654477329,-102.93132221461985,-60.32569404279383
2010-06,60.81357555848638,76.29869441707788,81.38330986149884,79.45570514102803,74.62951528096524,64.06441163240792,218.49557983706472,157.68200427857766,-43.047472389224765,-57.06309822303176,-50.16493080928978,-46.194249415156875,-63.778605137634166,-44.10772472120701,-150.2755014215472,-107.22802903232196,-23.414709342768425,-42.60562817192893,-60.32569404285205,-83.64687718053109,-96.03291149200754,-96.18011271069838,-126.34603155756085,-102.93132221479429
2010-07,39.773597128659155,60.81357555848861,76.29869441708067,81.3833098614985,79.45570514103002,74.62951528096586,39.773597128659155,218.49557983707336,-52.45435427362947,-43.047472389224836,-57.06309822303269,-50.16493080929027,-46.19424941515694,-63.77860513763408,-52.45435427362947,-150.27550142154445,7.448925963395027,-23.414709342773428,-42.60562817195569,-60.3256940428676,-83.6468771805346,-96.0329114920088,7.448925963395027,-126.34603155757567
2010-08,23.122304763408017,39.77359712866221,60.813575558498385,76.29869441708293,81.38330986149987,79.45570514102958,62.89590189206771,39.77359712866221,-52.99957808610256,-52.454354273628404,-43.04747238922476,-57.06309822303121,-50.164930809289615,-46.19424941515656,-105.45393235973042,-52.454354273628404,35.612506355331256,7.448925963410997,-23.41470934276167,-42.605628171972846,-60.32569404287789,-83.64687718054205,43.06143231873946,7.448925963410997
2010-09,16.235409539292938,23.12230476341328,39.773597128666665,60.813575558503004,76.29869441708519,81.383309861501,79.13131143137147,62.89590189208076,-41.14778027105082,-52.99957808610178,-52.454354273627416,-43.04747238922427,-57.06309822303078,-50.16493080928934,-146.6017126307809,-105.45393235972928,56.01163042567855,35.61250635530782,7.448925963396523,-23.414709342771367,-42.60562817197702,-60.32569404288147,99.07306274437394,43.061432318708505
2010-10,15.810839295757134,16.23540953929741,23.122304763415222,39.77359712866972,60.81357555850339,76.29869441708642,15.810839295757134,79.13131143138638,-57.95818934746209,-41.147780271050706,-52.99957808610204,-52.45435427362731,-43.047472389224126,-57.06309822303069,-57.95818934746209,-146.60171263077908,83.51319017729513,56.01163042566296,35.6125063553016,7.448925963394892,-23.414709342776142,-42.605628171980385,83.51319017729513,99.07306274434431
2010-11,15.325831085074745,15.810839295759672,16.23540953930032,23.122304763413705,39.77359712866891,60.81357555850248,31.13667038083967,15.810839295759672,-44.83136492886984,-57.958189347461776,-41.14778027105144,-52.99957808610216,-52.45435427362748,-43.04747238922416,-102.78955427633257,-57.958189347461776,114.51252463000566,83.51319017729186,56.011630425660734,35.61250635529447,7.448925963400244,-23.414709342775385,198.0257148073181,83.51319017729186
2010-12,12.132405357113281,15.325831085069401,15.81083929575783,16.23540953929999,23.122304763412306,39.773597128667944,43.2690757379438,31.136670380829685,-48.184682156858,-44.831364928871025,-57.95818934746235,-41.14778027105215,-52.999578086102396,-52.45435427362791,-150.97423643319095,-102.78955427633335,135.33405029018337,114.51252463000569,83.51319017728844,56.01163042567022,35.612506355294855,7.44892596340533,333.35976509753675,198.0257148073318
2011-01,7.882210267068016,12.132405357110732,15.325831085070789,15.810839295756457,16.235409539302097,23.122304763413037,7.882210267068016,43.26907573793534,-54.91905590976762,-48.1846821568582,-44.83136492887131,-57.95818934746172,-41.147780271052106,-52.99957808610224,-54.91905590976762,-150.97423643319098,155.58007055237744,135.33405029019124,114.5125246300112,83.51319017728305,56.011630425671946,35.61250635529173,155.58007055237744,333.3597650975268
2011-02,3.8896710386810414,7.882210267070376,12.132405357113784,15.325831085069426,15.810839295757226,16.23540953930238,11.771881305747542,7.882210267070376,-43.19566141337194,-54.919055909767565,-48.18468215685814,-44.83136492887087,-57.95818934746167,-41.1477802710521,-98.11471732313902,-54.919055909767565,183.26430495367708,155.58007055236752,135.33405029018073,114.51252463001003,83.51319017728481,56.01163042567265,338.84437550605423,155.58007055236752
2011-03,-0.9515608201110659,3.889671038683927,7.882210267071431,12.132405357116816,15.325831085071512,15.810839295757841,10.820320485635804,11.77188130574871,-50.9069562785316,-43.195661413371575,-54.919055909767216,-48.18468215685783,-44.83136492887042,-57.95818934746125,-149.0216736016685,-98.11471732313944,204.11565060544766,183.26430495368217,155.5800705523451,135.33405029017814,114.51252463000206,83.51319017728171,542.960026111413,338.84437550607885
2011-04,-7.302415214683924,-0.9515608201140928,3.8896710386730424,7.88221026706701,12.132405357119147,15.325831085070579,-7.302415214683924,10.820320485641204,-50.88103132319748,-50.90695627853074,-43.19566141337184,-54.919055909767174,-48.18468215685818,-44.83136492887054,-50.88103132319748,-149.02167360166874,215.96997159211298,204.11565060543154,183.26430495369922,155.58007055233924,135.3340502901748,114.51252463000232,215.96997159211298,542.9600261114509
2011-05,-12.799397456614507,-7.302415214681174,-0.9515608201198802,3.8896710386777844,7.882210267066885,12.13240535711742,-20.101812671287615,-7.302415214681174,-39.91018168783071,-50.88103132319673,-50.906956278531126,-43.195661413371504,-54.919055909767835,-48.184682156858266,-90.79121301102829,-50.88103132319673,232.16542190015508,215.96997159213072,204.1156506054678,183.26430495370187,155.58007055234015,135.33405029017848,448.1353934923748,215.96997159213072
2011-06,-14.35293612057531,-12.79939745662503,-7.302415214684561,-0.9515608201205197,3.8896710386788067,7.88221026707032,-34.45474879190963,-20.10181267129108,-52.42987629007721,-39.910181687831624,-50.88103132319688,-50.90695627853086,-43.19566141337116,-54.91905590976733,-143.22108930110247,-90.79121301102828,246.26325737544522,232.16542190016634,215.96997159215482,204.11565060547989,183.26430495370974,155.58007055233136,694.3986508677799,448.1353934923128
2011-07,-12.651448697229032,-14.352936120590307,-12.799397456634594,-7.302415214687959,-0.9515608201252403,3.8896710386748126,-12.651448697229032,-34.454748791922746,-39.70529954284116,-52.42987629007778,-39.91018168783356,-50.88103132319731,-50.90695627853205,-43.19566141337208,-39.70529954284116,-143.22108930110912,246.20869420816177,246.26325737548902,232.16542190019632,215.9699715921915,204.1156506054943,183.2643049537222,246.20869420816177,694.3986508678742
2011-08,-12.717412737216904,-12.65144869722064,-14.35293612059195,-12.799397456634708,-7.302415214686635,-0.9515608201233423,-25.368861434461593,-12.65144869722064,-40.27585306617596,-39.705299542839875,-52.429876290076784,-39.91018168783341,-50.881031323197156,-50.90695627853172,-79.9811526090165,-39.705299542839875,242.2509692033927,246.208694208155,246.2632573754916,232.1654219001907,215.9699715921841,204.11565060548938,488.4596634115887,246.208694208155
2011-09,-19.175589802619974,-12.717412737205557,-12.651448697203925,-14.352936120579113,-12.79939745662978,-7.302415214682039,-44.544451237010705,-25.368861434412377,-43.24065137581678,-40.27585306617289,-39.70529954283866,-52.42987629007533,-39.91018168783201,-50.88103132319601,-123.22180398482726,-79.98115260901182,239.76181045304702,242.25096920334641,246.20869420810214,246.26325737545778,232.16542190017,215.96997159217398,728.2214738644749,488.459663411494
2011-10,-31.44253692635474,-19.175589802595972,-12.717412737194726,-12.651448697191597,-14.35293612057505,-12.799397456627934,-31.44253692635474,-44.54445123701786,-31.31590932746105,-43.24065137581528,-40.27585306617188,-39.70529954283774,-52.42987629007464,-39.91018168783184,-31.31590932746105,-123.22180398482548,225.55638902405724,239.76181045300063,242.25096920333291,246.20869420806827,246.26325737546455,232.16542190016713,225.55638902405724,728.2214738644673
2011-11,-44.06694464020759,-31.442536926354585,-19.175589802610872,-12.717412737190685,-12.651448697194928,-14.352936120576492,-75.50948156655332,-31.442536926354585,-34.44824854180641,-31.315909327463064,-43.24065137581594,-40.27585306617338,-39.70529954283848,-52.429876290075626,-65.76415786926877,-31.315909327463064,201.39635207743893,225.55638902418104,239.76181045302698,242.25096920335028,246.20869420807122,246.26325737546645,426.95274110161074,225.55638902418104
2011-12,-51.50815224328653,-44.066944640183216,-31.442536926362074,-19.175589802620394,-12.717412737190708,-12.651448697196436,-127.01763380983694,-75.50948156654474,-32.5311730741147,-34.44824854180689,-31.31590932746323,-43.24065137581565,-40.275853066173575,-39.70529954283836,-98.29533094338508,-65.76415786926985,180.9271627856699,201.3963520773963,225.55638902422493,239.76181045305114,242.2509692033532,246.2086942080703,607.8799038872976,426.9527411015957
2012-01,-52.176963590168135,-51.508152243281344,-44.066944640178555,-31.44253692635952,-19.175589802619683,-12.717412737190216,-52.176963590168135,-127.01763380982025,-20.472647743103245,-32.53117307411402,-34.4482485418066,-31.31590932746268,-43.24065137581559,-40.2758530661733,-20.472647743103245,-98.29533094338358,158.22243913406976,180.92716278564538,201.39635207737305,225.55638902421498,239.76181045304816,242.25096920335366,158.22243913406976,607.8799038872313
2012-02,-48.341189110779226,-52.17696359016389,-51.50815224327918,-44.066944640176764,-31.442536926357164,-19.175589802618795,-100.51815270093405,-52.17696359016389,-29.325926177330356,-20.47264774310312,-32.53117307411342,-34.448248541806365,-31.315909327462414,-43.240651375815396,-49.798573920432304,-20.47264774310312,125.97810725946199,158.22243913405586,180.92716278562824,201.39635207736407,225.55638902420978,239.76181045304418,284.2005463935287,158.22243913405586
2012-03,-43.42925492128838,-48.341189110771936,-52.17696359015669,-51.50815224327603,-44.06694464017472,-31.442536926356155,-143.94740762222926,-100.51815270092894,-16.98083241811333,-29.325926177329983,-20.472647743102662,-32.531173074113276,-34.44824854180609,-31.3159093274622,-66.77940633854503,-49.79857392043377,97.07041624351957,125.97810725944248,158.22243913404296,180.92716278562247,201.39635207736345,225.55638902420986,381.2709626370153,284.200546393483
2012-04,-39.99568752776727,-43.42925492129379,-48.341189110764454,-52.17696359015529,-51.508152243277564,-44.06694464017348,-39.99568752776727,-143.94740762221826,-16.70484604881131,-16.98083241811402,-29.325926177330448,-20.472647743102627,-32.53117307411347,-34.44824854180609,-16.70484604881131,-66.77940633854608,75.89683133551027,97.07041624352891,125.97810725943867,158.22243913404102,180.92716278561292,201.39635207736129,75.89683133551027,381.27096263700815
2012-05,-39.304230114910006,-39.995687527766314,-43.42925492129173,-48.341189110764184,-52.176963590153704,-51.508152243276584,-79.29991764267393,-39.995687527766314,-18.70180498830689,-16.704846048810843,-16.980832418113607,-29.325926177330302,-20.472647743102474,-32.5311730741132,-35.40665103711798,-16.704846048810843,51.09369798279467,75.89683133550565,97.07041624352358,125.97810725943047,158.22243913403565,180.92716278561028,126.99052931831326,75.89683133550565
2012-06,-41.286941165229585,-39.30423011491016,-39.99568752776512,-43.42925492129159,-48.34118911076325,-52.17696359015356,-120.58685880791143,-79.29991764267496,-9.38418854356797,-18.70180498830672,-16.70484604881072,-16.98083241811345,-29.32592617733014,-20.472647743102392,-44.79083958068538,-35.40665103711779,26.906022899085503,51.09369798279208,75.89683133550258,97.07041624352445,125.97810725942843,158.22243913403418,153.89655221738403,126.99052931829802
2012-07,-44.28874567833432,-41.286941165227574,-39.304230114908115,-39.9956875277624,-43.429254921290394,-48.341189110762066,-44.28874567833432,-120.58685880789464,-13.012485328250285,-9.38418854356759,-18.701804988306623,-16.70484604881054,-16.980832418113287,-29.325926177330036,-13.012485328250285,-44.79083958068489,14.76582710191652,26.906022899063878,51.093697982780114,75.89683133549474,97.07041624351947,125.97810725942611,14.76582710191652,153.8965522173583
2012-08,-45.625993042134176,-44.28874567833802,-41.28694116522503,-39.304230114906076,-39.995687527762726,-43.429254921289576,-89.9147387204529,-44.28874567833802,-12.943429845711355,-13.01248532824998,-9.384188543567385,-18.70180498830654,-16.704846048810417,-16.98083241811317,-25.95591517396115,-13.01248532824998,6.639038343779752,14.765827101913091,26.906022899063053,51.09369798277818,75.89683133549121,97.07041624351795,21.40486544566142,14.765827101913091
2012-09,-43.451060125957945,-45.62599304212646,-44.288745678332596,-41.286941165220554,-39.304230114906375,-39.99568752776341,-133.3657988464152,-89.91473872046133,-5.465243262384653,-12.943429845711288,-13.01248532824982,-9.384188543567477,-18.70180498830638,-16.704846048810865,-31.42115843634518,-25.955915173961333,-3.7561924754875538,6.6390383437857405,14.765827101912077,26.906022899065782,51.093697982779865,75.89683133549073,17.64867297018712,21.40486544568758
2012-10,-38.31729698822947,-43.45106012595873,-45.62599304212907,-44.288745678332695,-41.28694116522161,-39.30423011490583,-38.31729698822947,-133.3657988464205,-14.72792942462943,-5.4652432623843055,-12.94342984571121,-13.012485328249923,-9.384188543567593,-18.70180498830639,-14.72792942462943,-31.421158436345586,-5.333778425535657,-3.7561924754707805,6.639038343785621,14.76582710190853,26.906022899064954,51.09369798277775,-5.333778425535657,17.64867297022923
2012-11,-32.721687615610946,-38.31729698822802,-43.45106012595973,-45.625993042129544,-44.288745678333136,-41.28694116522186,-71.03898460383827,-38.31729698822802,-7.471151673143897,-14.727929424629421,-5.465243262384439,-12.94342984571124,-13.012485328249976,-9.38418854356755,-22.19908109777319,-14.727929424629421,1.97741945784845,-5.333778425530253,-3.756192475467531,6.63903834378659,14.76582710191084,26.906022899065967,-3.3563589676727617,-5.333778425530253
2012-12,-29.2787987823028,-32.72168761561006,-38.317296988233345,-43.45106012596165,-45.62599304213027,-44.288745678333456,-100.31778338615018,-71.0389846038423,-9.373017380417448,-7.471151673144074,-14.727929424628778,-5.465243262384464,-12.943429845711204,-13.012485328249912,-31.572098478191222,-22.199081097773664,5.9824620908959005,1.9774194578446291,-5.333778425535501,-3.756192475460496,6.639038343786754,14.765827101909288,2.6261031232678107,-3.356358967669955
2013-01,-29.527498301756783,-29.278798782302072,-32.7216876156148,-38.31729698823307,-43.45106012596167,-45.6259930421314,-29.527498301756783,-100.31778338615035,-13.37830746541057,-9.373017380417235,-7.471151673144306,-14.72792942462899,-5.465243262384808,-12.943429845711401,-13.37830746541057,-31.572098478190494,10.758659960308425,5.982462090918233,1.9774194578519027,-5.333778425529607,-3.756192475455027,6.639038343790888,10.758659960308425,2.6261031232356533
