month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零_去季节性,CPI,PPI,失业率差分,逆回购7天(19日),银行间7天回购(20-19均值)
1992-07,5.553411030125333,,,2.1068235380177223,,-2.468970301971084,1.8195415015876022,,,,
1992-08,,,,2.1068235380177223,,-2.287036362388244,2.1358361669953805,,,,
1992-09,,,,2.1068235380177223,,-2.4084371090655177,2.6102781651070477,,,,
1992-10,5.944890156116042,,,2.1068235380177223,,-2.4909850095817667,3.0498961205573187,,,,
1992-11,,,,2.1068235380177223,,-2.3769315769021673,3.0498961205573187,,,,
1992-12,,,,2.1068235380177223,,-2.475256721635217,3.0498961205573187,,,,
1993-01,5.944890156116042,,,2.1068235380177223,,-2.4137593892122107,3.0498961205573187,,,,
1993-02,,,,0.1784340527466499,,,6.168593150944552,,,,
1993-03,,,,5.991008949784238,,-2.0323836429852964,6.326740483648441,,,,
1993-04,6.492960932503035,,,2.1068235380177223,,-2.4186731512535258,3.0498961205573187,,,,
1993-05,,,,2.1068235380177223,,-2.2558670041125333,3.0498961205573187,,,,
1993-06,,,,2.1068235380177223,,-2.3788735209616183,3.0498961205573187,,,,
1993-07,5.083636078936483,,,2.1068235380177223,,-2.468970301971084,3.0498961205573187,,,,
1993-08,,,,2.1068235380177223,,-2.287036362388244,3.0498961205573187,,,,
1993-09,,,,2.1068235380177223,,-2.4084371090655177,3.0498961205573187,,,,
1993-10,4.692156952945775,,,2.1068235380177223,,-2.4909850095817667,3.0498961205573187,,,,
1993-11,,,,1.684282471668305,,-2.3769315769021673,3.0498961205573187,,,,
1993-12,,,,2.1068235380177223,,-2.475256721635217,3.0498961205573187,,,,
1994-01,5.631706855323475,,,2.1068235380177223,,-2.4137593892122107,3.0498961205573187,,,,
1994-02,,,,5.991008949784238,,,14.708549116954561,,,,
1994-03,,,,-1.327414366175005,,-2.0323836429852964,16.369096110345396,,,,
1994-04,5.631706855323475,,,2.1068235380177223,,-2.4186731512535258,3.0498961205573187,,,,
1994-05,,,,2.1068235380177223,,-2.2558670041125333,3.0498961205573187,,,,
1994-06,,,,2.1068235380177223,,-2.3788735209616183,3.0498961205573187,,,,
1994-07,5.005340253738343,,,2.1068235380177223,,-2.468970301971084,3.0498961205573187,,,,
1994-08,,,,2.1068235380177223,,-2.287036362388244,3.0498961205573187,,,,
1994-09,,,,2.1068235380177223,,-2.4084371090655177,3.0498961205573187,,,,
1994-10,4.770452778143917,,,2.1068235380177223,,-2.4909850095817667,3.0498961205573187,,,,
1994-11,,,,2.1068235380177223,,-2.3769315769021673,3.0498961205573187,,,,
1994-12,,,,2.1068235380177223,,-2.475256721635217,3.0498961205573187,,,,
1995-01,3.9874945261625,,,2.1068235380177223,,-2.4137593892122107,3.0498961205573187,,,,
1995-02,,,,1.0819431040996428,,6.075599056380909,17.080759107512897,,,,
1995-03,,,,2.3167388076154,,4.24227744960429,15.736506779529838,,,,
1995-04,3.9091987009643585,,,2.1068235380177223,,4.5211463610452025,3.0498961205573187,,,,
1995-05,,,,2.1068235380177223,,4.905671981422576,3.0498961205573187,,,,
1995-06,,,,1.5939315665330054,,4.405742360071647,3.0498961205573187,,,,
1995-07,3.126240448982942,,,1.8348673135604703,,3.7391749486475883,3.0498961205573187,,,,
1995-08,,,,1.7445164084251708,,4.298031992732275,3.0498961205573187,,,,
1995-09,,,,1.2024109776133753,,3.644504510287689,3.0498961205573187,,,,
1995-10,2.7347613229922336,,,1.0819431040996428,,3.229377399916867,3.0498961205573187,,,,
1995-11,,,,1.5336976297761393,,3.365602779920105,3.0498961205573187,,,,
1995-12,,,,1.2927618827486744,,2.9568703726561214,3.0498961205573187,,,,
1996-01,2.9696487985866593,,,2.1068235380177223,,2.840992126490023,3.0498961205573187,,,,
1996-02,,,,2.7383763649134627,,2.7054630631879166,5.140635488369273,,,,
1996-03,,,,1.3228788511271072,,4.197933554957015,5.377856487425107,,,,
1996-04,3.126240448982942,,,1.3228788511271072,,2.3039516286813924,3.0498961205573187,,,,
1996-05,,,,1.7746333768036038,,1.8681151980841564,3.0498961205573187,,,,
1996-06,,,,1.5939315665330054,,1.9003123125005383,3.0498961205573187,,,,
1996-07,1.8735072458126758,,,1.8047503451820373,,1.8545594261383485,3.0498961205573187,,,,
1996-08,,,,1.3228788511271072,,1.282647156717493,3.0498961205573187,,,,
1996-09,,,,0.8410073570721779,,1.2942780939820477,3.0498961205573187,,,,
1996-10,1.7952114206145344,,,1.7746333768036038,,1.5664813506440092,3.0498961205573187,,,,
1996-11,,,,1.6541655032898719,,1.6140189413526935,3.0498961205573187,0.05023166762742017,,,
1996-12,,,,1.684282471668305,,1.4270060073250919,3.0498961205573187,-0.026653462739464454,,,
1997-01,2.578169672595951,,,1.8649842819389033,,2.04280202283905,3.0498961205573187,0.07329720673748555,,,
1997-02,,,,0.7506564519368789,,2.860666694453383,2.6893518314589926,-0.0061507613082952255,,,
1997-03,,,,0.7807734203153118,,0.7169378251458299,2.4521308324031583,0.07586004441638171,,,
1997-04,2.4998738473978084,,,1.7143994400467377,,0.7519153160267243,1.186952170772046,0.08354855745307016,,,
1997-05,,,,1.2325279459918084,,0.7595178319022502,0.5543628399564899,-0.02152778738167215,,,
1997-06,,,,1.2325279459918084,,0.5034796311113372,0.2380681745487116,-0.018964949702775992,,,
1997-07,2.421578022199667,,,1.2927618827486744,,0.41338285010187104,0.2380681745487116,-0.1317298075742068,,,
1997-08,,,,0.1784340527466499,,0.5953167896847111,0.15899450819676733,-0.2034892625832991,,,
1997-09,,,,0.9313582622074773,,0.20785267512378008,-0.4735948226187891,-0.2649973668768068,,,
