month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零_去季节性,CPI,PPI,失业率差分,逆回购7天(19日),银行间7天回购(20-19均值)
1997-10,1.3254364694256833,,,0.9915921989643434,,-0.2959622245415928,-0.5526684889707335,-0.2803743929501837,,,
1997-11,,,,1.2024109776133753,,0.19501431263985408,-0.7898894880265672,-0.2726858799134953,,,
1997-12,,,,1.1421770408565088,,-0.08068641068230016,-1.1061841534343453,-0.1932379118677145,,,
1998-01,1.247140644227542,,,0.41936979977411437,,-0.44045607740841847,-1.6596998178979572,-0.2726858799134953,,,
1998-02,,,,-1.8092858602299349,,1.330802329122353,-1.7387734842499016,-0.3751993870693414,,,
1998-03,,,,0.5097207049094139,,-0.7020668035670095,-2.05506814965768,-0.7160567983625299,,,
1998-04,0.22929491665170046,,,0.35913586301724837,,-0.9996685225406864,-1.4224788188421233,-0.8570128707018184,,,
1998-05,,,,-0.18296956779454734,,-0.7925184807524179,-1.823382307246482,-0.98259191696773,,,
1998-06,,,,0.0579661792329174,,-0.8711811029542261,-1.823382307246482,-1.1824932559216301,,,
1998-07,-0.005592558942724385,,,0.027849210854484406,,-0.9612778839636922,-1.823382307246482,-1.2875696007563724,,,
1998-08,,,,-0.0625016942808151,,-0.4911086291735566,-1.823382307246482,-1.3080723021875416,,,
1998-09,,,,0.027849210854484406,,-0.3464460079671728,-1.823382307246482,-1.4567168875635186,,,
1998-10,0.6990698678405508,,,0.7205394835584453,,-0.9389486969270983,-1.823382307246482,-1.1107338009125378,,,
1998-11,,,,0.8410073570721779,,-0.6918635803056704,-1.823382307246482,-1.41571148470118,,,
1998-12,,,,0.9614752305859103,,-0.8345326196859961,-1.823382307246482,-1.4925966150680647,,,
1999-01,1.7169155954163917,,,1.1120600724780758,,-0.4847999720556949,-1.823382307246482,-1.41571148470118,,,1.0618385371941057
1999-02,,,,3.039546048697794,,-0.22123398353231502,-2.9248784795290694,-1.297820951471957,,,1.0427221899128363
1999-03,,,,-1.7189349550946356,,0.3178427733203437,-3.0039521458810143,-1.2901324384352684,,,1.061003384505434
1999-04,1.560323945020109,,,0.35913586301724837,,-1.1327002064825153,-1.823382307246482,-1.2209358211050725,,,1.0573323992576062
1999-05,,,,0.3892528313956814,,-0.992066006665161,-1.823382307246482,-1.0261601575089645,,,1.0212237432818745
1999-06,,,,0.3290188946388154,,-1.203760312808798,-1.823382307246482,-0.9133952996375337,,,0.4529540925851844
1999-07,0.6990698678405508,,,0.3892528313956814,,-1.2716851464946257,-1.823382307246482,-0.9595263778576646,,,-0.6381982758654217
1999-08,,,,0.4494867681525479,,-1.0454073122645093,-1.823382307246482,-0.6801770708579837,,,-0.7118527877578672
1999-09,,,,0.5097207049094139,,-1.0781202696472307,-1.823382307246482,-0.6263574796011645,,,-0.7546114710848202
1999-10,0.5424782174442674,,,0.11820011598978337,,-1.0276364862216507,-1.823382307246482,-0.5751007260232415,,,-0.7657041137232132
1999-11,,,,-0.2432035045514136,,-0.5588318963638419,-1.823382307246482,-0.22655480169336448,,-0.6066207753765328,-0.7529042998842085
1999-12,,,,-0.0625016942808151,,-0.7458448303914438,-1.823382307246482,-0.3034399320602491,,-0.6066207753765328,-0.7638990117715587
2000-01,-0.16218420933900785,,,-0.12273563103768109,,-0.6400036033211616,-1.823382307246482,-0.24962034080342987,,-0.6066207753765328,-0.7679909290989162
2000-02,,,,0.3290188946388154,,0.9760511719441433,-2.1341418160096244,-0.02921630041836061,,-0.6639984586917509,-0.8317914900148076
2000-03,,,,1.2626449143702414,,0.2956708259967057,-1.4224788188421233,0.27063570801248943,,-0.707031721178164,-0.8771677445811914
2000-04,1.403732294623826,,,1.2325279459918084,,-0.35668205015518123,-1.823382307246482,0.4423458324985318,,-0.735720562835773,-0.9371596845828037
2000-05,,,,1.0819431040996428,,-0.23821979766146498,-1.823382307246482,0.6268701453790548,,-0.735720562835773,-0.9784599937523347
2000-06,,,,1.1120600724780758,,0.1709004212567653,-1.823382307246482,0.13480531103099325,,-0.735720562835773,-1.0002972278463635
2000-07,1.7169155954163917,,,1.3228788511271072,,-0.4956669901672916,-1.5806261515460125,0.7191323018193164,,-0.735720562835773,-1.0201414388178158
2000-08,,,,1.5035806613977063,,-0.26938915593717544,-1.5806261515460125,1.1163721420482202,,-0.735720562835773,-1.0475699894409798
2000-09,,,,1.5035806613977063,,-0.3464460079671728,-1.7387734842499016,0.9677275566722433,,-0.735720562835773,-1.080363557155058
2000-10,1.4820281198219676,,,1.2626449143702414,,-0.3624780665125073,-1.823382307246482,0.911345127736528,,-0.8504759294662091,-1.0985402985817279
2000-11,,,,1.0819431040996428,,-0.07104905524380316,-1.823382307246482,0.8857167509475664,,-0.8504759294662091,-1.0929092803967644
2000-12,,,,0.8410073570721779,,-0.546297304478701,-0.9480368207304563,0.860088374158605,,-0.8504759294662091,-1.0339258537213605
2001-01,0.4641823922461253,,,0.7807734203153118,,-0.4626280247320565,-0.7898894880265672,0.6806897366358741,,-0.707031721178164,-0.8207941313504004
2001-02,,,,-1.6587010183377693,,1.2421145398278006,-1.0271104870824008,0.32958097462710095,,-0.707031721178164,-0.8749074882442129
2001-03,,,,3.370832700860558,,-0.12559617315241858,-1.9759944833057352,0.1937505776456048,,-0.707031721178164,-0.8410788416460427
2001-04,1.9518030710108172,,,1.2927618827486744,,-0.31233815550790517,-1.3434051524901789,0.014351940122874012,,-0.707031721178164,-0.903369605307437
2001-05,,,,1.1120600724780758,,-0.10518811371963638,-0.7108158216746225,-0.06253319024401062,,-0.707031721178164,-1.0102461981192004
2001-06,,,,0.7205394835584453,,0.08221263196221275,-0.6317421553226782,-0.08816156703297216,,-0.707031721178164,-1.0137878504967794
2001-07,1.247140644227542,,,0.6904225151800124,,-0.25177556960727243,-0.8689631543785118,-0.19067507418881832,,-0.707031721178164,-1.0762226744521792
2001-08,,,,0.08808314761135039,,-0.11418552467170838,-0.7898894880265672,-0.3700737117115491,,-0.707031721178164,-1.0950372891491553
2001-09,,,,0.08808314761135039,,-0.2799301659962587,-1.1852578197862897,-0.5494723492342799,,-0.707031721178164,-1.118905924633058
2001-10,0.7773656930386922,,,0.5097207049094139,,-0.2959622245415928,-1.823382307246482,-0.7801277403349337,,-0.707031721178164,-1.1932014859282747
2001-11,,,,0.2989019262603824,,-0.048877107920165114,-1.8178471506018459,-0.8313844939128568,,-0.707031721178164,-1.289813612642219
2001-12,,,,0.027849210854484406,,-0.23589004194776722,-1.823382307246482,-0.9851547546466262,,-0.707031721178164,-1.293716947104393
2002-01,0.3858865670479839,,,0.2687849578819489,,-0.2852524461429518,-1.823382307246482,-1.0620398850135109,,-1.2090864501863214,-1.2952289184971832
2002-02,,,,3.2503648273468264,,0.22220496294044728,-2.7667311468251805,-1.113296638591434,,-1.2090864501863214,-1.2988179481840498
2002-03,,,,-1.5382331448240367,,-0.014736436534228004,-1.9759944833057352,-1.113296638591434,,-1.1373643460422986,-1.5073284923443624
2002-04,1.560323945020109,,,0.9313582622074773,,-0.5784015233915624,-1.823382307246482,-1.0620398850135109,,-1.1373643460422986,-1.5246211157068392
2002-05,,,,1.2927618827486744,,-0.4377673235742081,-1.823382307246482,-0.8211331431972723,,-1.1373643460422986,-1.5260253632734817
2002-06,,,,1.5336976297761393,,-0.3168824198632731,-1.823382307246482,-0.7109311230047376,,-1.1373643460422986,-1.5256771797518693
2002-07,1.4820281198219676,,,1.3831127878839737,,-0.5621828321382061,-1.823382307246482,-0.6776142331790876,,-1.1373643460422986,-1.5272848321352048
2002-08,,,,1.5035806613977063,,-0.380248892555366,-1.823382307246482,-0.6263574796011645,,-1.1373643460422986,-1.526860289095549
2002-09,,,,1.4734636930192728,,-0.4573057445853634,-1.823382307246482,-0.47258721886739524,,-1.1373643460422986,-1.404368770368857
2002-10,2.1083947214071,,,1.8047503451820373,,-0.4733378031306979,-1.823382307246482,-0.39570208850051064,,-1.1373643460422986,-1.1415304425621597
2002-11,,,,1.9252182186957694,,-0.2927685284801843,-1.823382307246482,-0.29318858134466447,,-1.1373643460422986,-1.178299601752019
2002-12,,,,2.0155691238310687,,-0.4576095151841484,-1.823382307246482,-0.13941832061089526,,-1.1373643460422986,-1.1532554002390434
2003-01,1.7169155954163917,,,2.1068235380177223,,-0.3739402354375044,-1.823382307246482,0.0656086937007971,,-0.9939201377542541,-1.088748546865971
2003-02,,,,2.105920028966368,,0.6878158567368476,-1.6596998178979572,0.5781762294800279,,-0.9939201377542541,-1.1255559519842784
2003-03,,,,3.611768447888023,,-0.1477681204760566,-1.8178471506018459,0.9882302581034126,,-0.9939201377542541,-1.3146060205822672
2003-04,3.282832099379225,,,2.1068235380177223,,-0.35668205015518123,-1.2643314861382344,1.1420005188371816,,-0.9939201377542541,-1.4984100825290727
2003-05,,,,2.1068235380177223,,-0.5486270601923987,-1.1852578197862897,0.8857167509475664,,-0.9939201377542541,-1.4880977097665555
2003-06,,,,1.7746333768036038,,-1.425479786045179,-1.4224788188421233,0.4756627223241818,,-0.9939201377542541,-1.333846719121256
2003-07,1.7169155954163917,,,2.1068235380177223,,-0.6286986741091203,-1.7387734842499016,0.296264084801451,,-0.9939201377542541,-1.1823954892449606
2003-08,,,,2.1068235380177223,,-0.11418552467170838,-1.5806261515460125,0.3218924615904125,,-0.9939201377542541,-1.3205585749155637
2003-09,,,,2.1068235380177223,,-0.2134143240253442,-1.2643314861382344,0.3218924615904125,,-0.08491418983291317,-0.6270897525646972
2003-10,2.421578022199667,,,2.1068235380177223,,-0.38465001383614533,-1.1061841534343453,0.3218924615904125,,-0.563587512890119,-0.09715999090127993
2003-11,,,,2.1068235380177223,,-0.11539294989107962,-0.5526684889707335,0.27063570801248943,,1.0947709791279685,-0.26223153550369943
2003-12,,,,2.1068235380177223,,-0.32457783124231976,0.3962155072526008,0.4500343455352202,,1.0947709791279685,-1.2596046227225548
2004-01,2.421578022199667,,,2.1068235380177223,,0.0029828690643438315,0.5543628399564899,0.7319464902137972,,1.0947709791279685,-1.1536528138138837
2004-02,,,,-0.18296956779454734,,1.0869109085623339,0.5543628399564899,0.860088374158605,,1.0947709791279685,-0.7720007963375632
2004-03,,,,4.635745372754748,,0.007435510789410033,-0.3154474899148999,0.860088374158605,,1.0947709791279685,-1.4840130300054206
2004-04,2.8130571481903752,,,2.1068235380177223,,0.04241300167030462,0.3962155072526008,0.9882302581034126,,1.0947709791279685,-1.5791116383310206
2004-05,,,,2.1068235380177223,,0.6708300426076976,1.028804838068157,1.2445140259930279,,1.0947709791279685,-1.1126365038223769
2004-06,,,,2.1068235380177223,,1.5677331026459664,1.5032468361798246,1.4239126635157588,,1.0947709791279685,-1.0909083169430236
2004-07,3.5960154001717917,,,2.1068235380177223,,0.6129303760146141,1.9776888342914913,1.6033113010384896,,1.0947709791279685,-1.0275218442974219
2004-08,,,,2.1068235380177223,,0.6396606843319872,2.214909833347325,1.6033113010384896,,1.0947709791279685,-1.0517823351243498
2004-09,,,,2.1068235380177223,,0.4960879903310753,2.214909833347325,1.7058248081943357,,1.0947709791279685,-1.2654963484474575
2004-10,2.186690546605243,,,2.1068235380177223,,0.6130876157275696,2.1358361669953805,1.895628566693385,,1.0947709791279685,-1.2485811933041542
2004-11,,,,2.1068235380177223,,0.771484943054445,1.4241731698278794,1.895628566693385,,1.0947709791279685,-1.3392501144794722
2004-12,,,,2.105920028966368,,0.6066439563504813,0.2380681745487116,1.895628566693385,,1.0947709791279685,-1.601138116984496
2005-01,1.403732294623826,,,1.9854521554526359,,0.801172972715316,-0.07822649085906647,1.7827099385612202,,1.0947709791279685,-1.655001353446591
2005-02,,4.664807633477059,,3.9430551000507865,,1.0203950665914194,-0.4735948226187891,1.4495410403047202,,1.0947709791279685,-1.4782813430241848
2005-03,,4.474108029514611,,-0.0625016942808151,,1.4707840341495264,1.1078785044201016,1.3419018577910817,,1.0947709791279685,-1.6538802070443295
2005-04,3.282832099379225,7.175205234174378,,2.1068235380177223,,0.6632275267321718,0.15899450819676733,1.398284286726797,,1.0947709791279685,-1.8427220945273723
2005-05,,6.754354672684812,,2.1068235380177223,,0.4491105693713165,-0.5526684889707335,1.444415364946928,,1.0947709791279685,-1.8427220945273723
2005-06,,2.751649725275502,,2.1068235380177223,,0.45913573646406114,-0.5526684889707335,1.4751694170936818,,1.0947709791279685,-1.8427220945273723
2005-07,3.2045362741810837,1.2550435444629893,,2.1068235380177223,,0.391210902778233,-0.7108158216746225,1.295770779570951,,1.0947709791279685,-1.8427220945273723
2005-08,,0.4234158142026355,,2.1068235380177223,,0.5288009477137966,-0.5526684889707335,1.295770779570951,,1.0947709791279685,-1.8427220945273723
2005-09,,2.15941027366648,,2.1068235380177223,,0.36305630638924674,-0.9480368207304563,1.3213991563599126,,1.0947709791279685,-1.8427220945273723
2005-10,3.047944623784801,4.702583356474339,,2.1068235380177223,,0.32485230052027436,-1.2643314861382344,1.1163721420482202,,1.0947709791279685,-1.8427220945273723
2005-11,,3.9525477345379807,,2.1068235380177223,,0.46107768052351167,-1.0271104870824008,0.9882302581034126,,1.0947709791279685,-1.8427220945273723
2005-12,,3.7403976481716086,,2.1068235380177223,,0.2740647464959096,-0.9480368207304563,0.7832032437917203,,1.0947709791279685,-1.8427220945273723
2006-01,4.222382001756926,4.098631997061926,,2.1068235380177223,,0.35773402624255357,-0.7108158216746225,0.7832032437917203,,1.0947709791279685,-2.0894168715185657
2006-02,,1.7473431798134125,,1.4433467246408398,,1.907272959536944,-0.4735948226187891,0.7447606786082779,,1.0947709791279685,-1.8245710956543417
2006-03,,1.7810639184404797,,3.7021193530233227,,0.0517794054366865,-1.2643314861382344,0.7345093278926933,,1.0947709791279685,-1.8427220945273723
2006-04,4.222382001756926,4.257740780510732,,2.1068235380177223,,0.5745397374376193,-1.3434051524901789,0.6012417685900934,,1.0947709791279685,-1.8427220945273723
2006-05,,8.325297070811388,,2.1068235380177223,,0.7494863560551434,-1.0271104870824008,0.4423458324985318,,1.0947709791279685,-1.7368817837489299
2006-06,,4.883642979875856,,2.1068235380177223,,0.7695429989949945,-0.8689631543785118,0.5858647425167165,,1.0947709791279685,-1.7338369314246134
2006-07,5.161931904134625,3.948087655537121,,2.1068235380177223,,0.6129303760146141,-0.7898894880265672,0.8652140495163972,,1.0947709791279685,-1.3770552222087422
2006-08,,1.8821480410344467,,2.1068235380177223,,0.7505204209501778,-1.1852578197862897,0.8805910755897741,,1.0947709791279685,-0.7345621348915876
2006-09,,2.720461130140258,,2.1068235380177223,,0.6512916215965424,-0.9480368207304563,0.8344599973696434,,1.0947709791279685,-1.2371652468484664
2006-10,4.065790351360642,6.834576611074693,,2.1068235380177223,,0.5909156684039316,-0.7898894880265672,0.860088374158605,,1.0947709791279685,-1.1231430176818948
2006-11,,4.625808762306516,,2.0758030605879347,,0.8045160450187814,-0.8689631543785118,0.7063181134248356,,1.0947709791279685,-0.4647099802274304
2006-12,,5.086919703708671,,2.1068235380177223,,0.6509878509977574,-0.4735948226187891,0.6755640612780818,,1.0947709791279685,-0.6477612137047564
2007-01,4.300677826955067,4.6596828535357036,,2.0758030605879347,,0.823344920038954,0.2380681745487116,0.7575748670027588,,1.0947709791279685,-1.8602946455685412
2007-02,,5.11364831865608,,5.0905115952690885,,1.2971739148971178,-0.2363738235629553,0.8088316205806818,,1.0947709791279685,-0.939652948568814
2007-03,,2.903165631388035,,1.4433467246408398,,1.7053621282362506,0.15899450819676733,0.629432983057951,,1.0947709791279685,-1.8427220945273723
2007-04,5.161931904134625,5.15542215086878,,2.1068235380177223,,0.9820683328665976,0.6334365063084343,0.6550613598469126,,1.0947709791279685,-1.1794390392742882
2007-05,,8.886347927285167,,2.1068235380177223,,1.1807848310513744,0.3962155072526008,0.7063181134248356,,1.0947709791279685,-0.465618221773926
2007-06,,5.893534521528662,,2.1068235380177223,,1.1464661034968426,0.7125101726603789,0.6806897366358741,,1.0947709791279685,-0.5009853831576409
2007-07,6.179777631710468,4.3969283407161415,,2.1068235380177223,,1.0747055229240245,1.5032468361798246,0.6012417685900934,,1.0947709791279685,-0.6146581054140711
2007-08,,2.892039582687245,,2.1068235380177223,,1.3491629986884068,2.4521308324031583,0.5781762294800279,,1.0947709791279685,-1.2908299750314205
2007-09,,3.730352671793064,,2.1068235380177223,,1.3829658832765999,3.0498961205573187,0.629432983057951,,1.0947709791279685,0.11911874938832695
2007-10,5.631706855323475,5.824685069421895,,2.1068235380177223,,1.2805736464667488,2.926572830514826,0.6550613598469126,,1.0947709791279685,0.018350123986876923
2007-11,,2.942656192885182,,2.1068235380177223,,1.636190888676332,3.0498961205573187,0.7832032437917203,,1.0947709791279685,0.8648667121337433
2007-12,,5.199129875003427,,2.1068235380177223,,1.6930693752087491,3.0498961205573187,1.129186330442701,,1.0947709791279685,0.05331166678688011
2008-01,5.396819379729051,5.2207337100094815,,2.1068235380177223,,2.0649739701626886,3.0498961205573187,1.3547160461855625,,1.0947709791279685,-0.8818393973518143
2008-02,,2.757234721466211,,2.286621839236967,,3.1710739569843165,3.6382358276823266,1.5264261706716047,,1.0947709791279685,-0.25822563843063534
2008-03,,3.2397961452722908,,2.286621839236967,,2.2024582958295844,4.903414489313439,1.659693729974205,,1.0947709791279685,-0.3802158210758012
2008-04,3.5960154001717917,7.736256090648156,,2.1068235380177223,,2.3482955233286686,3.0498961205573187,1.895628566693385,,1.0947709791279685,-0.43560072617420714
2008-05,,9.559608955053701,,2.1068235380177223,,2.6219614070878516,3.0498961205573187,1.895628566693385,,1.0947709791279685,-0.14236138477248947
2008-06,,3.2004904104545226,,2.1068235380177223,,2.4102671009442154,3.0498961205573187,1.895628566693385,,1.0947709791279685,0.2910110384620253
2008-07,3.126240448982942,1.5916740583472526,,2.1068235380177223,,2.630577582465682,3.0498961205573187,1.895628566693385,,1.0947709791279685,-0.16210673862093095
2008-08,,-2.606258810755776,,2.0758030605879347,,2.879027364019437,3.00564649686677,1.895628566693385,,1.0947709791279685,0.08653163028455463
2008-09,,-2.5534169207132487,,1.5035806613977063,,2.7354546700185254,1.898615167939547,1.895628566693385,,1.0947709791279685,-0.17204128395881654
2008-10,1.9518030710108172,0.3263866759788735,,1.0819431040996428,,2.6529067695022763,1.661394168883713,1.895628566693385,,1.0947709791279685,0.15825783275342376
2008-11,,-6.707418538463798,,0.11820011598978337,,2.5008968342982176,1.186952170772046,1.6520052169375163,,1.0947709791279685,-0.4326429528150077
2008-12,,-13.427758559925998,,-0.7250749986063431,,2.1365083216815113,-0.07822649085906647,0.47309988464528563,,1.0947709791279685,-1.5423492284226505
2009-01,0.072703266255417,-10.600900442551046,,-0.6347240934710439,,1.798910602279031,-1.0271104870824008,-0.3290683088492106,,1.0947709791279685,-2.6212205513370725
2009-02,,-5.88294846822997,,-3.2338184645298202,,2.5724313792460873,-1.1852578197862897,-0.8954554358852608,,1.0947709791279685,-2.7785224818939147
