month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分,逆回购7天(19日),银行间7天回购(20-19均值)
2006-12,,5.515883199449879,,1.5059003112667086,,1.2457999704874378,1.1164274362947169,-0.11276080766925853,0.3989267970450999,,1.5599236078519978,-0.252105699662439
2007-01,4.887549129907958,5.232192269756818,,1.5059003112667086,,1.3212777153124673,0.3766269280646708,0.9827453872603346,0.4686354056623205,,1.5599236078519978,-1.488055004895191
2007-02,,5.659997112300255,,7.315169168459008,,0.960625745958053,,0.2524079239739395,0.5122032860480832,,1.5599236078519978,-0.5496343099489903
2007-03,,3.3535017805294727,,2.4327869170467826,,1.8276790559904346,0.9810190136297243,0.8610224767126023,0.3597157046979135,,1.5599236078519978,-1.499072514671339
2007-04,5.753783756784816,5.952704789934687,,1.5059003112667086,,1.3212777153124673,-0.03334507475097934,1.5913599399989975,0.38149964489079485,,1.5599236078519978,-0.7940510364687435
2007-05,,9.752912929894482,,1.5059003112667086,,1.3212777153124673,1.064486616248283,1.2261912083558,0.4250675252765576,,1.5599236078519978,-0.06644524823563305
2007-06,,6.10430801520223,,1.5059003112667086,,1.3212777153124673,0.21179923087561928,1.7130828505467302,0.4032835850836762,,1.5599236078519978,-0.10249540354810743
2007-07,6.777515588548375,4.75029778074608,,1.5059003112667086,,1.3212777153124673,0.15020378514306426,2.9303119560240565,0.33575337048574394,,1.5599236078519978,-0.2183633197677845
2007-08,,3.308115266954994,,1.5059003112667086,,1.3212777153124673,2.250166960761871,3.052034866571789,0.3161478243121506,,1.5599236078519978,-0.9075931014051601
2007-09,,4.0569676629102736,,1.5059003112667086,,1.3212777153124673,0.45724519073688485,3.052034866571789,0.3597157046979135,,1.5599236078519978,0.5295838873412889
2007-10,6.226275371444919,6.446277174553436,,1.5059003112667086,,1.3212777153124673,0.2198885584392699,3.052034866571789,0.38149964489079485,,1.5599236078519978,0.42686926580483886
2007-11,,3.412299469590373,,1.5059003112667086,,1.3212777153124673,1.5385144578996197,3.052034866571789,0.49041934585520186,,1.5599236078519978,1.289733382780093
2007-12,,5.6333952380399,,1.5059003112667086,,1.3212777153124673,1.2051827878607826,3.052034866571789,0.7845025384591008,,1.5599236078519978,0.46250596941894867
2008-01,5.9900295641148675,5.819752462706913,,1.5059003112667086,,1.3212777153124673,0.34132255688786756,3.052034866571789,0.9762012121564572,,1.5599236078519978,-0.49070429071656724
2008-02,,3.192244301909855,,3.561661426043828,,2.7437510208233804,,6.216830540812835,1.1221536114487625,,1.5599236078519978,0.1449524027961954
2008-03,,3.7060378962995264,,3.561661426043828,,2.3006950763578202,1.0129126330437468,8.164397109576557,1.2354301004517458,,1.5599236078519978,0.020606403318263387
2008-04,4.178811707917802,8.65548167750512,,1.5059003112667086,,1.3212777153124673,-0.015142795562695238,3.052034866571789,1.5251565050170686,,1.5599236078519978,-0.03584806892794736
2008-05,,10.457985161434598,,1.5059003112667086,,1.3212777153124673,1.0461479335398869,3.052034866571789,1.5621892033449667,,1.5599236078519978,0.26305417223770305
2008-06,,3.2840190890417684,,1.5059003112667086,,1.3212777153124673,0.14974303568459008,3.052034866571789,1.5839731435378483,,1.5599236078519978,0.7047956791753069
2008-07,3.7063200932576987,1.8124968159956054,,1.5059003112667086,,1.3212777153124673,0.19006848765422352,3.052034866571789,1.719033572733713,,1.5599236078519978,0.24292750543475616
2008-08,,-2.4499746239559346,,1.5059003112667086,,1.3212777153124673,2.3587644029039763,3.052034866571789,1.9782624610290016,,1.5599236078519978,0.4963674611731988
2008-09,,-2.523706498130799,,1.5059003112667086,,1.3212777153124673,0.4861512841293947,3.052034866571789,1.9847976430868661,,1.5599236078519978,0.23280110884601257
2008-10,2.525091056607439,0.6881872836425078,,1.5059003112667086,,1.3212777153124673,0.3821167329127926,3.052034866571789,1.7822069992930691,,1.5599236078519978,0.5694788062122537
2008-11,,-6.693735849151261,,0.6588412600514242,,1.3212777153124673,1.2966204293516317,2.443420313833126,1.2288949183938815,,1.5599236078519978,-0.03283317644558556
2008-12,,-13.873603167903251,,-0.4700332489456214,,1.3212777153124673,1.118457785717492,0.49585374506940433,0.22683366952133693,,1.5599236078519978,-1.1639695759108737
2009-01,0.6351245979670233,-10.749444978485757,,-0.349082408695938,,1.3212777153124673,0.477629830330096,-0.9648211815033865,-0.4550036585158509,,1.5599236078519978,-2.2636755526293917
2009-02,,-5.856182669521609,,-3.828434913211834,,2.1741076636533743,,-1.2082670025988516,-0.93642873677853,,1.5599236078519978,-2.4240152238289405
