,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,3.7656959975204507,-6.6658648749844644,7.499956514817721,-5.718883817005192,2.7133214900554776,-0.595837683464244
real,2.022102532777851,0.030206394478231872,-1.9860902740627373,-0.18081108901497664,2.0390735736475287,-0.9351305353064999
nominal,1.0556588441468384,0.18488175522430148,-0.000318651520010135,-0.2254392216968394,-0.12048596025989432,0.043937478495584596
