iteration,loglike,relative_loglike_change,min_h,max_h,filter_seconds,smoother_seconds,m_step_seconds,iteration_seconds
1,-639.2218936803462,,0.1548044733808847,0.9966676580009763,0.014483899984043092,0.014489599998341873,0.04022870000335388,0.06932290000258945
2,-466.0245952284158,0.2709501976766469,0.12179390945154595,0.9926512368133797,0.015599200007272884,0.0124290999956429,0.026766700000735,0.05487110000103712
3,-441.0417709305398,0.05360838151821363,0.09744416253129182,0.9909377044391126,0.013146500015864149,0.013429599988739938,0.026751299999887124,0.053406800027005374
4,-430.7804115243574,0.02326618493421223,0.07959566328692638,0.9899747154831833,0.013136800000211224,0.01198170002317056,0.026729200006229803,0.05191870001726784
5,-428.1720262550683,0.0060550229293367406,0.06645806066120566,0.9887707332007094,0.011470900004496798,0.010249899991322309,0.024007600004551932,0.04579070000909269
6,-422.1676683550607,0.01402323723136162,0.056655320639263894,0.9872056222848219,0.01143049998790957,0.010196900024311617,0.022546100022736937,0.0442343000031542
7,-413.62289021185694,0.020240247616539978,0.04917551363070115,0.9853298142961597,0.010160000005271286,0.009995800006436184,0.02235149999614805,0.04261590001988225
8,-405.4060115679564,0.01986562842228551,0.04333604684425697,0.9831610101041005,0.011054400005377829,0.010410399991087615,0.021694099996238947,0.043219200015300885
9,-397.73636560352907,0.01891843175873011,0.03867979597980357,0.9806916675381092,0.010599800007184967,0.009609299973817542,0.02393710002070293,0.04420559998834506
10,-390.7351462590629,0.017602663346718235,0.0348976747834466,0.9779603372981144,0.010486399987712502,0.00935050001135096,0.022022000019205734,0.04191929998341948
11,-385.7132261824348,0.012852491322340566,0.03177802974369899,0.9750084696730046,0.01066319999517873,0.010886700008995831,0.021542100002989173,0.04315610000048764
12,-381.55499134148727,0.010780638460608019,0.029166318816900832,0.9722795563913925,0.010336900013498962,0.009126299992203712,0.02245210000546649,0.04197670001303777
13,-376.4874452901496,0.01328129933124706,0.026947710687069328,0.979342207545026,0.010386899986770004,0.00939049999578856,0.022550299996510148,0.04239029999007471
