,macro_alpha_t,macro_alpha_lag1,macro_alpha_lag2,macro_alpha_lag3,macro_alpha_lag4,macro_alpha_lag5,macro_S_t,macro_S_lag1,real_alpha_t,real_alpha_lag1,real_alpha_lag2,real_alpha_lag3,real_alpha_lag4,real_alpha_lag5,real_S_t,real_S_lag1,nominal_alpha_t,nominal_alpha_lag1,nominal_alpha_lag2,nominal_alpha_lag3,nominal_alpha_lag4,nominal_alpha_lag5,nominal_S_t,nominal_S_lag1
2005-01,6.759367631166269,9.75615206976376,16.902317637235484,13.209451747207796,11.380721040326018,18.20288794702624,13.3439420265931,-8.747365534757295,-48.46073854483919,-16.21287137897097,-50.597362196733904,-8.781947008091327,-39.93426169812881,7.343829461901844,25.45288303338781,56.03213488382009,-22.603750774802137,-30.41420924801428,-23.973537585023525,-5.48491526182825,7.570407402578501,10.174727804800543,-1.5958346026155203,-1.5958346029539312
2005-02,10.347123005583722,6.759367631166266,9.756152069763775,16.902317637235484,13.2094517472078,11.38072104032602,23.691065032176887,13.343942026593066,-18.588878355096583,-48.4607385448392,-16.21287137897097,-50.5973621967339,-8.781947008091327,-39.93426169812881,6.864004678291215,25.45288303338781,-16.119253729720267,-22.603750774802133,-30.414209248014288,-23.97353758502353,-5.484915261828248,7.570407402578504,-17.715088332335643,-1.595834602615601
2005-03,8.932749348041003,10.347123005585054,6.759367631166448,9.756152069763626,16.90231763723565,13.209451747207597,32.62381438021279,23.691065032181594,-39.24560882657634,-18.5888783550964,-48.46073854483917,-16.212871378970966,-50.59736219673393,-8.781947008091317,-32.38160414828521,6.864004678291531,-20.108315579946087,-16.119253729722104,-22.60375077480224,-30.41420924801412,-23.9735375850236,-5.484915261828114,-37.823403912268006,-17.71508833234736
2005-04,4.985775981152839,8.93274934803669,10.347123005576504,6.759367631166057,9.756152069764331,16.90231763723424,4.985775981152839,32.62381438020719,-20.30855381780305,-39.24560882657432,-18.58887835509519,-48.460738544839046,-16.21287137897097,-50.59736219673408,-20.30855381780305,-32.38160414828164,-27.583417901689792,-20.10831557991547,-16.119253729702084,-22.60375077480196,-30.41420924801455,-23.97353758502311,-27.583417901689792,-37.823403912242846
2005-05,5.635123786119697,4.985775981150447,8.932749348036335,10.347123005576208,6.759367631165952,9.7561520697644,10.620899767270046,4.985775981150447,-29.128936547351625,-20.308553817806228,-39.24560882657546,-18.588878355096107,-48.46073854483909,-16.21287137897093,-49.43749036515796,-20.308553817806228,-31.008040842416616,-27.583417901678967,-20.10831557990817,-16.119253729699693,-22.603750774801807,-30.41420924801472,-58.59145874408852,-27.583417901678967
2005-06,6.753263389605289,5.635123786121509,4.985775981150143,8.932749348034886,10.347123005575945,6.759367631166024,17.37416315687797,10.62089976726545,-24.906960293397866,-29.12893654735412,-20.308553817804867,-39.24560882657421,-18.58887835509576,-48.46073854483907,-74.344450658563,-49.43749036516119,-32.9056477246742,-31.008040842416364,-27.583417901677617,-20.108315579909984,-16.119253729697583,-22.60375077480174,-91.49710646876466,-58.59145874409159
2005-07,4.99285235751147,6.753263389613472,5.635123786127359,4.985775981153585,8.932749348037802,10.34712300557736,4.99285235751147,17.374163156893662,-22.94864728954117,-24.90696029339524,-29.128936547355288,-20.30855381780415,-39.24560882657405,-18.588878355095133,-22.94864728954117,-74.34445065855475,-37.15090263337007,-32.90564772467882,-31.00804084242133,-27.58341790168594,-20.108315579913807,-16.1192537297014,-37.15090263337007,-91.49710646878572
2005-08,4.186310956411635,4.992852357511761,6.7532633896134096,5.635123786127672,4.985775981153451,8.932749348037841,9.179163313923304,4.992852357511761,-33.872821050492085,-22.94864728954022,-24.9069602933955,-29.12893654735493,-20.3085538178042,-39.24560882657399,-56.821468340032894,-22.94864728954022,-40.809303987754745,-37.15090263337234,-32.905647724679454,-31.008040842421675,-27.583417901687334,-20.10831557991372,-77.96020662112711,-37.15090263337234
2005-09,5.215465184057734,4.186310956411629,4.99285235751241,6.753263389613352,5.635123786127931,4.98577598115368,14.394628497981325,9.1791633139239,-22.86759894942753,-33.87282105049189,-22.94864728953986,-24.90696029339533,-29.128936547354645,-20.30855381780408,-79.68906728945879,-56.82146834003151,-40.01208618176137,-40.80930398775489,-37.15090263337239,-32.90564772468067,-31.00804084242201,-27.58341790168805,-117.97229280288644,-77.96020662112767
2005-10,5.242618447469569,5.215465184057496,4.186310956411653,4.992852357512448,6.753263389613539,5.635123786128022,5.242618447469569,14.394628497981683,-45.94301767726819,-22.867598949428054,-33.87282105049178,-22.94864728953989,-24.90696029339547,-29.128936547354822,-45.94301767726819,-79.68906728946043,-36.94967825828059,-40.01208618176082,-40.80930398775494,-37.15090263337242,-32.90564772468059,-31.008040842422,-36.94967825828059,-117.97229280288822
