,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,2.9780869503839433,-4.38429730079033,4.625053774684457,-3.5384449967016733,1.7339402306038456,-0.4229124748663703
real,5.400302886447721,-12.772700398386876,16.96188856395243,-13.3376384861351,5.8782980334416255,-1.1311504176364426
nominal,0.997509102084349,-0.027980003695721085,-0.24118634177201373,0.21244966628254863,-0.058058992292137734,-0.004254535170958118
