,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,1.7661331557406932,-0.34857645589032776,-1.0729152609437267,0.5307388921595066,0.29157766822715947,-0.18389372694094955
real,4.422163804840614,-9.13714904004358,11.15366616985382,-8.444543769792098,3.7728867530437378,-0.7870455007307959
nominal,4.024868785067062,-7.393003788878746,8.117174145765357,-5.739544147533991,2.5133163772960545,-0.5303421439946342
