,h
GDP同比,0.07674187510095612
制造业PMI_去季节性,0.7286286124378569
服务业PMI,0.5741557190984092
工业增加值,0.9439927516509737
用电量,0.861526403780145
社零,0.11008371944025175
固投当月同比_去季节性,0.9997133679454534
CPI,0.3464448684686879
PPI,0.7837673888013905
失业率差分_去季节性,0.9536618416756476
逆回购7天(19日),0.005
银行间7天回购(20-19均值)_去季节性,0.0390035792987154
