month,GDP同比,制造业PMI一阶差分_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分_去季节性,逆回购7天(19日),银行间7天回购(20-19均值)
2018-10,0.7769654719249465,-1.191796858567903,0.5579371217821131,0.004613314974135326,0.4592544503358029,0.5648142099976364,0.24788743582811734,0.8725285152435038,0.5912735694905533,-0.14662268467138087,0.6702023920524002,0.526348255921836
2018-11,,-0.402055913176733,-0.08562227781128523,0.031795045248213166,0.17442845421321998,0.42983120419387566,0.5647457872441423,0.8725285152435038,0.5270976968325632,0.138179951177267,0.6702023920524002,0.22428120733693588
2018-12,,-0.6869998296420116,0.06289142978719021,-0.1041136061221753,0.0824767546775829,0.3173453660240749,0.5715859613744805,0.5891647102568687,0.3987459515165834,-1.1588510902820945,0.6702023920524002,0.440763796671514
2019-01,0.6066716698592048,-0.4808840247147414,0.01338686058769723,-0.02256841529994227,0.634186951891405,0.3310267935489916,-2.2164635123218797,0.3058009052702331,0.01369071556864357,0.5527886379400283,0.6702023920524002,0.7656698470822219
2019-02,,-0.1951426421694159,0.656946260181099,0.2758198442356538,,,,0.11689170194580964,-0.15744494485266303,0.690980053167765,0.6702023920524002,-0.04682410377962875
2019-03,,-0.40193886383931987,0.607441690981606,-0.6584260107072951,0.27535105126452875,0.339842533658035,-0.9927019747804366,-0.07201750137861383,-0.15744494485266303,0.9398204269745197,0.6702023920524002,0.2299227641634212
2019-04,0.5215247688263345,1.4356658521270482,0.656946260181099,0.738520032374233,0.3471182313899041,0.4523283718278357,0.46123359072945164,0.6836193119190801,-0.09326907219467304,-0.39244578129864516,0.6702023920524002,0.565624326400034
2019-05,,0.44762308838409803,0.5084325525826201,-0.1041136061221753,-0.025174015510480065,0.11487085731843377,0.13069681962730337,0.8725285152435038,0.01369071556864357,-1.1603554186375318,0.6702023920524002,0.21416963145752468
2019-06,,-0.8813854309588555,0.607441690981606,-0.21284052721848618,-0.8078848237528539,0.42983120419387566,0.09321563952972817,1.0614377185679276,-0.05048515708934641,0.060728232451887666,0.6702023920524002,0.19493404996307434
2019-07,0.26608406572772175,0.044922902160538625,0.5579371217821131,0.1405219663445238,-0.09918392001477332,0.6997972158013976,0.6095404071761819,1.0614377185679276,-0.17883690240532635,0.9732384028752122,0.6702023920524002,-0.07558038678541927
2019-08,,0.8050842853729456,0.31041427578465164,-0.2672039877666416,-0.7316321948696427,0.20485952785427422,-0.08309092808455194,1.155892320230139,-0.24301277506331628,0.7465713980466882,0.6702023920524002,0.5128089733588254
2019-09,,-0.4525338837485749,0.1123959989866832,-0.3759309088629522,-0.5297870007670248,0.18236236022031416,-0.8421266896740028,1.155892320230139,-0.3499725628266329,-0.11059957035165316,0.6702023920524002,0.49846597458548586
2019-10,0.18093716469485133,0.12117161033095099,0.3599188449841446,0.004613314974135326,-0.34588360169575066,0.24985386312219454,-0.48105848040055416,1.3448015235545625,-0.43554039303728614,0.769059723492541,0.6702023920524002,0.41470377506303796
2019-11,,-0.23793485456438515,-0.4321542622077326,-0.2943857180407192,-0.2068346902028361,0.11487085731843377,-0.5084297527963516,2.1004383368522563,-0.5211082232479395,-0.7775024569866631,0.5451140680310486,0.49625615210005447
2019-12,,1.1183318150939332,0.607441690981606,0.11334023607044619,-0.2786018703282114,0.2948481983901149,-2.152171681390049,2.761620548487739,-0.47832430814261284,-0.2431686821181655,0.5451140680310486,0.14161518301144072
2020-01,0.09579026366198092,0.5038423269594049,0.3599188449841446,0.3036123479889901,1.7533064169714754,0.2948481983901149,-2.7487477929314137,2.761620548487739,-0.28579669016864295,0.5527886379400283,0.35748158199902,-0.26853243685333045
2020-02,,-0.8516268766188488,0.24853356428528628,0.0997493709334074,1.0199355450652972,-0.5769170474258406,-1.4843653146160143,2.478256743501104,-0.42484441426095454,-0.22470235499615213,0.16984909596699257,-0.6786800567181016
2020-03,,-0.8943020396763991,0.13714828358642794,-0.1041136061221753,0.28656467315911843,-1.4486822932417962,-1.7344478710797406,2.1948929385144686,-0.5638921383532661,0.024138018810593118,-0.01778339006503484,-1.0888276765828728
2020-04,-1.0536929002817734,-2.1749974373448127,0.025763002887573112,-0.307976583177758,-0.44680619874705985,-2.3204475390577515,-1.5824502425776097,1.9115291335278335,-0.7029398624455778,1.4389190350292012,-0.20541587609706338,-1.4989752964476435
2020-05,,-0.8653453805147676,-0.08562227781128523,-0.5118395602333408,-1.1801770706532382,-2.8358576495517784,-0.012287491772987354,1.6281653285411977,-0.8419875865378894,1.5866918058542419,-0.20541587609706338,-1.7466715787522666
2020-06,,-0.06078013789705698,0.01338686058769723,-0.3759309088629522,-0.3010291141173911,-2.1348459060775804,0.11081188936033606,0.778073913581292,-0.9703393318538693,-0.8549541757120342,-0.20541587609706338,-1.1464103295070656
2020-07,-2.2031760642255285,0.537286077997606,0.5579371217821131,-0.2672039877666416,0.026408645204633492,-1.909874229737979,0.6547541350660874,0.8725285152435038,-0.820595628985226,-1.7738088216165606,-0.20541587609706338,-0.40836575483621523
2020-08,,0.6409632267605859,0.4094234141836376,-0.2672039877666416,-0.8213411700263618,-1.7523940563002582,-0.19779640603507434,1.0614377185679276,-0.692243883669246,-1.0847934182811638,-0.20541587609706338,-0.441941555453081
2020-09,,-0.2884128251362154,1.003478244577543,-0.04975014557402011,0.39870089210501763,-1.392439374156896,-0.3962963338141838,0.778073913581292,-0.6066760534585928,-0.11059957035166142,-0.20541587609706338,-0.18999201014011768
2020-10,-0.7556787466667262,0.4494137275556705,1.4490193673729763,0.3036123479889901,0.2843219487802007,-0.7625186804060119,-0.10368716796178776,0.11689170194580964,-0.6280680110112562,-1.0623050928353037,-0.20541587609706338,-0.18076217924343504
2020-11,,0.41854937988504193,1.5975330749714516,0.3036123479889901,0.14303031290836818,-0.5375470040664104,-0.33126947225443754,-1.0165635180007315,-0.6280680110112562,-0.7775024569866631,-0.20541587609706338,0.42544653024893647
2020-12,,0.7900896978692137,1.6965422133704378,0.33079407826306767,0.7687504146264839,-0.3800668306286894,-2.266385291053489,-1.9611095346228493,-0.4997162656952762,-1.1588510902820865,-0.20541587609706338,-0.21535294954093995
2021-01,0.6066716698592048,0.17560020973468554,1.2510010905750042,0.4123392690853007,2.0208858626201818,-0.47005550116453004,-0.6767032695460103,-1.2999273229873667,-0.26440473261597963,-0.36289377022390273,-0.20541587609706338,-0.31750546849349526
2021-02,,-1.343990052455922,-0.580667969806208,0.5822250832982863,2.361084723658247,0.2667267388476647,0.20376080430562543,-1.1346317700784962,0.12065050333196016,0.6909800531677724,-0.20541587609706338,-0.41965798744604976
2021-03,,-1.0584230982887473,-0.729181677404687,0.7521108975112721,2.188394946481563,1.0035089788598595,-0.5865884553137963,-0.9693362171696255,0.5057057392799,0.024138018810589558,-0.20541587609706338,-0.5218105063986043
