,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,1.5349050174216632,-0.30292588008661453,-0.6090639586007603,0.35029534721409555,-0.031026710955794557,0.026203897861311276
real,2.9940504415408875,-4.081121865578056,3.2515121144079395,-1.7135380760130041,0.7078981376218625,-0.21201820147835704
nominal,2.4043161802046553,-2.3143772533638804,0.8448035367473462,0.4730424552472427,-0.6887479299110272,0.26091886946308
