qn_iter,eval_count,loglike,best_loglike,improvement,best_improvement,relative_loglike_change,aitken_loglike_limit,aitken_relative_gap,small_change_streak,max_ar_spectral_radius,min_h,max_h
1,76,135.78350958775164,135.78350971028794,0.02720353983744417,0.027203662373750603,0.00020038509170868923,,,0,1.00446845583021,0.005,0.8482202409231667
2,114,135.87422698064955,135.87422732332374,0.11792093273535897,0.11792127540954311,0.0006681031678540291,,,0,1.0045252654477828,0.005,0.8482202409231667
3,133,136.20389351017863,136.20389406281924,0.4475874622644369,0.44758801490505107,0.0024262624108693344,135.7490685954542,0.003339294516499641,0,1.0047889117145568,0.005,0.8482202409231667
4,152,136.6370851947225,136.63708562961395,0.880779146808294,0.8807795816997555,0.0031804647677820186,134.82443361713098,0.013266175687283483,0,1.0052069889081272,0.005,0.8482202409231667
5,171,137.175529189412,137.1755297685454,1.4192231414978096,1.4192237206312086,0.003940687068391244,134.4209869374084,0.020080420088630604,0,1.0057899110860322,0.005,0.8482202409231667
6,190,138.472781340052,138.47278204946412,2.716475292137801,2.716476001549921,0.009456877318466513,136.25500978719865,0.01601593852157196,0,1.0070013051060445,0.005,0.8482202409231667
7,228,138.72510019616203,138.72510039076582,2.968794148247838,2.9687943428516235,0.0018221548933173336,138.78602734383927,0.00043919339464221284,0,1.007011717362806,0.005,0.8482202409231667
8,247,138.85266167196872,138.85266183879017,3.0963556240545245,3.0963557908759753,0.0009195270043150824,138.98309026922215,0.000939330911506452,0,1.0068598224150083,0.005,0.8482202409231667
9,266,139.14643237116616,139.14643256314585,3.3901263232519625,3.390126515231657,0.0021157008850968525,138.62719991254343,0.003731554232290324,0,1.006205035854773,0.005,0.8482202409231667
10,285,139.70300414263414,139.70300443383502,3.946698094719949,3.9466983859208256,0.003999899688289232,138.52427174965476,0.008437416218880452,0,1.0046547296722372,0.005,0.8482202409231667
11,304,140.66572493308158,140.66572501502418,4.9094188851673835,4.9094189671099855,0.006891196050906069,138.38372675741533,0.01622284445448138,0,1.001272791203039,0.005,0.8482202409231667
12,323,141.52774293955923,141.52774407731764,5.771436891645038,5.771438029403441,0.006128131119984912,148.90663569901562,0.05213742978016415,0,0.9966999548124496,0.005,0.8482202409231667
13,342,142.03044386905466,142.03044480297478,6.274137821140471,6.274138755060591,0.0035519603369221805,142.73374532813915,0.004951765550580806,0,0.9935290955741742,0.005,0.8482202409231667
14,361,142.29203206171402,142.29203245789788,6.535726013799831,6.535726409983681,0.0018417755062466192,142.57583449968027,0.0019945068873790154,0,0.9931825231380881,0.005,0.8482202409231667
15,380,142.41730973339045,142.41731015439407,6.66100368547626,6.661004106479879,0.0008804264712594316,142.5324475445256,0.0008084537711792035,0,0.9938471145951822,0.005,0.8482202409231667
16,399,142.53279715780235,142.53279760155047,6.7764911098881555,6.776491553636276,0.000810908622189899,143.8951064883961,0.009557865682559308,0,0.9941251273657347,0.005,0.8482202409231667
17,418,142.813145003076,142.81314581039035,7.056838955161794,7.056839762476159,0.0019669006071862676,142.33640890147714,0.0033381808207401174,0,0.9938572795677975,0.005,0.8482202409231667
18,437,143.29987225364258,143.29987327142055,7.543566205728382,7.543567223506358,0.0034081404100169115,142.1519698449316,0.008010491500502948,0,0.9920231733799931,0.005,0.8482202409231667
19,456,144.01838626146076,144.0183871132139,8.262080213546568,8.262081065299697,0.005014058955659131,141.79107014749243,0.015465498342167972,0,0.9877787143479536,0.005,0.8482202409231667
20,475,145.09530335180264,145.09530432250938,9.338997303888448,9.338998274595184,0.00747763614283784,141.85942041434564,0.02230177588595809,0,0.9788106409466204,0.005,0.8482202409231667
21,494,145.8806561892209,145.88065646664427,10.124350141306707,10.124350418730074,0.005412668909854839,147.99607010933025,0.01450098988700364,0,0.98255103848378,0.005,0.8482202409231667
22,513,146.15831856006628,146.15831876757582,10.402012512152083,10.402012719661627,0.0019033529057150853,146.31017564082634,0.0010389903377114897,0,0.9970679114734414,0.005,0.8482202409231667
23,532,146.4472024323108,146.44720279214295,10.69089638439661,10.690896744228752,0.0019765133800838295,139.0102393491603,0.05078255480221923,0,1.0022751018678986,0.005,0.8482202409231667
24,570,146.56756381381126,146.56756401564095,10.811257765897068,10.81125796772676,0.0008218755940803364,146.6535277827316,0.000586514278353848,0,0.9962436352461265,0.005,0.8482202409231667
25,589,146.85975769914157,146.85975794444474,11.103451651227374,11.103451896530544,0.001993578099595678,146.36289438910703,0.003383250236953412,0,0.9896200108527341,0.005,0.8482202409231667
26,608,147.01643588079352,147.0164360967451,11.26012983287933,11.260130048830916,0.0010668557820511164,147.19758132696285,0.0012321441822749945,0,0.9749631376239057,0.005,0.8482202409231667
27,627,147.05858651529326,147.0585868168885,11.302280467379063,11.302280768974299,0.0002867069538667862,147.0740996039161,0.00010548917265178463,0,0.9590990339918954,0.005,0.8482202409231667
28,646,147.09502369434952,147.09502395043134,11.338717646435327,11.338717902517146,0.00024777321691770137,147.32739936100424,0.001579765656366285,0,0.9556363332888294,0.005,0.8482202409231667
29,665,147.11485139296522,147.1148515489215,11.358545345051027,11.358545501007313,0.0001347951692567111,147.13852086497562,0.00016089111185091923,0,0.9582854641497583,0.005,0.8482202409231667
30,684,147.16332289550087,147.1633229663698,11.407016847586675,11.40701691845561,0.00032948068856877995,147.08129864464965,0.0005573688418918347,0,0.9640187266604199,0.005,0.8482202409231667
31,703,147.19393697871783,147.19393701216018,11.437630930803635,11.437630964245983,0.0002080279421163865,147.24642060328244,0.0003565610489255684,0,0.9665264808509707,0.005,0.8482202409231667
32,722,147.26102687642754,147.26102700234512,11.504720828513342,11.504720954430923,0.00045579253525508326,147.13762855243414,0.0008379564275138965,0,0.9696898227760186,0.005,0.8482202409231667
33,741,147.3537429736883,147.35374318486345,11.597436925774105,11.597437136949253,0.0006296037670480462,147.01829429843153,0.0022764856086259656,0,0.9716046877066415,0.005,0.8482202409231667
34,760,147.51181951969588,147.5118199876772,11.755513471781683,11.755513939763006,0.0010727691256258386,147.1295058288202,0.0025917495433282482,0,0.9692561627071332,0.005,0.8482202409231667
35,779,147.80138555353054,147.80138633367778,12.045079505616343,12.04508028576359,0.0019630022514636335,147.1637034898434,0.004314452542504536,0,0.9650956230996367,0.005,0.8482202409231667
36,798,148.3061493202705,148.30615031738338,12.549843272356298,12.54984426946919,0.0034151490857109784,147.12218489474546,0.007983245677616747,0,0.9621606960986756,0.005,0.8482202409231667
37,817,148.97645243050397,148.97645354602759,13.220146382589775,13.220147498113391,0.004519725670888679,146.2622562152323,0.01821896125857753,0,0.9649024216962996,0.005,0.8482202409231667
38,836,149.21496155743424,149.21496177181226,13.458655509520042,13.458655723898062,0.0016009854110436,149.34670633811382,0.0008829193755404536,0,0.9917302292396905,0.005,0.8482202409231667
39,855,149.72702922395501,149.72702964172075,13.97072317604082,13.970723593806554,0.003431744787359534,148.76850204549976,0.006401831275377366,0,0.9651128634161884,0.005,0.8482202409231667
40,874,149.8201739419869,149.8201741947227,14.0638678940727,14.063868146808517,0.0006220968820035702,149.8408840475768,0.00013823309001041582,0,0.9689851595020079,0.005,0.8482202409231667
41,893,149.8529098498357,149.85291010014103,14.096603801921503,14.096604052226837,0.00021850133388230428,149.87064964076086,0.00011838135771229988,0,0.9703111439637947,0.005,0.8482202409231667
42,931,149.87133958781112,149.8713397970764,14.115033539896928,14.115033749162194,0.00012298551955976141,149.89508145896525,0.0001584150193054017,0,0.9712700931341122,0.005,0.8482202409231667
43,950,149.89427900852004,149.89427913290606,14.13797296060585,14.13797308499187,0.00015306075712683155,149.77759296793627,0.0007784555978760199,0,0.9710672560214126,0.005,0.8482202409231667
44,969,149.9511295014003,149.95112957439756,14.194823453486094,14.194823526483361,0.00037927059829289826,149.85582203001164,0.0006355902199973812,0,0.970124179490306,0.005,0.8482202409231667
45,988,149.98468943258197,149.98468953164797,14.22838338466778,14.22838348373378,0.00022380579121527455,150.03304674553544,0.00032241499539996073,0,0.9697107232002384,0.005,0.8482202409231667
46,1007,150.06579668300628,150.06579681578816,14.30949063509209,14.309490767873967,0.0005407701994860459,149.92744217267472,0.0009219589899210816,0,0.9671939088818626,0.005,0.8482202409231667
47,1026,150.12692206507606,150.126922210337,14.370616017161865,14.370616162422806,0.0004073238767318484,150.31390719914276,0.0012455136726619192,0,0.9682546943310704,0.005,0.8482202409231667
48,1045,150.18249061548883,150.18249083102626,14.426184567574637,14.426184783112063,0.00037014380664305375,150.7381784580538,0.003700084079626086,0,0.9714667783660612,0.005,0.8482202409231667
49,1064,150.22528168631013,150.22528178540136,14.468975638395932,14.46897573748717,0.00028492716192097606,150.36858661033085,0.0009539334685353737,0,0.9714318928615466,0.005,0.8482202409231667
50,1083,150.32310531680875,150.3231053442873,14.566799268894556,14.56679929637312,0.0006511795444850115,150.14921802644756,0.0011567569070285151,0,0.9705376934423945,0.005,0.8482202409231667
51,1102,150.37574232482197,150.37574232482197,14.619436276907777,14.619436276907777,0.0003501591315738691,150.43705814043707,0.000407750709437275,0,0.9728730077334087,0.005,0.8482202409231667
52,1121,150.4539050035211,150.4539050035211,14.697598955606907,14.697598955606907,0.0005197824961042776,150.21456146514365,0.0015908097458278206,0,0.9731512367302988,0.005,0.8482202409231667
