,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,3.4061253088941634,-5.079282460489905,5.3236113003784515,-4.9434981194849845,3.1814033364401713,-0.8908540464467715
real,1.9064710035782737,0.790076033787148,-3.3695842720857803,0.8139010877356304,1.759084177584947,-0.9050134770315196
nominal,4.248371871084744,-8.39074558373277,9.966541245946306,-7.517657477379753,3.436580164335963,-0.7448513480635414
