iteration,loglike,relative_loglike_change,min_h,max_h,filter_seconds,smoother_seconds,m_step_seconds,iteration_seconds
1,-729.9198471462236,,0.32775451034787084,0.9133366382569316,0.013588699977844954,0.013854200020432472,0.029873899999074638,0.057434899994404987
2,-455.9777139361595,0.3753044040124391,0.2550607159963529,0.8224816522243485,0.01612569999997504,0.012224299978697672,0.029657700011739507,0.0580875999876298
3,-402.2747472025578,0.11777541992133526,0.17054432150028914,0.7962672035196086,0.014314099971670657,0.013543200009735301,0.03188999998383224,0.05982869997387752
4,-382.1745996504018,0.04996621759614207,0.11754257972686635,0.7985181812052781,0.014744600019184873,0.013761599984718487,0.029441299993777648,0.05802150000818074
5,-362.61159587899755,0.051188655105021866,0.07930263803745333,0.8094108091523606,0.015466700016986579,0.014386700000613928,0.02570009999908507,0.05561760001000948
6,-336.1406489031987,0.07300082864595457,0.054082115869987325,0.8239637841272489,0.013917999982368201,0.014849099999992177,0.030097699986072257,0.05895479998434894
7,-313.0519810854973,0.06868752081320124,0.03986866906323288,0.8398636988289013,0.014172499999403954,0.011672499997075647,0.02964849999989383,0.05557490000501275
8,-293.95557230117015,0.06100076005943479,0.03320831546644119,0.8534704159994734,0.014196400006767362,0.012576699984492734,0.03202780001447536,0.05889270000625402
9,-279.2987437994516,0.04986069284885681,0.030854545248931713,0.8629937783122141,0.011827999987872317,0.012785800005076453,0.02932840000721626,0.05401809999602847
10,-268.5225572644865,0.038583011109791544,0.03092397911986655,0.8687597346684819,0.014080299995839596,0.013592400006018579,0.02392769997823052,0.05167280000750907
11,-260.4675611926667,0.029997465218111547,0.029581736033978845,0.8720777825051311,0.012199999997392297,0.01707980001810938,0.039169900002889335,0.0685290000110399
12,-254.22331583219926,0.023973216979018046,0.024936938918886365,0.8740504733771722,0.015074199996888638,0.017203199997311458,0.032204899995122105,0.06456259998958558
13,-248.89476232222484,0.020960129060276878,0.021212167388916764,0.8753107158825629,0.01924449999933131,0.01707269999315031,0.037383899994893,0.0737731000117492
14,-244.24346531843258,0.018687805883880255,0.018213089188742038,0.8761837817100513,0.013045999978203326,0.01308860001154244,0.03021849997458048,0.056581499986350536
15,-240.31580473141156,0.01608092393342165,0.01581453633216314,0.876839988459031,0.016724700020859018,0.015214200015179813,0.02886449999641627,0.06089520000386983
16,-236.90486827367405,0.01419355860322933,0.013905178447244568,0.8773704732018621,0.016271599975880235,0.014137699996354058,0.030417000001762062,0.060901899996679276
17,-233.77087190198773,0.013228923468410574,0.012381632435655853,0.877826232075201,0.012903599999845028,0.012012200022581965,0.027770099986810237,0.05278389999875799
18,-230.82192196861732,0.012614702205528882,0.01115475688317792,0.8782370656130142,0.012365000002318993,0.019878999999491498,0.03201749999425374,0.06433249998372048
19,-228.07196391473246,0.01191376464779086,0.010153709445941269,0.8786190466472782,0.013829900010023266,0.014023099996848032,0.034099899989087135,0.0620286000194028
20,-225.56766784876356,0.010980288953468932,0.009325130173584604,0.8789787825572885,0.014329600002383813,0.01308549998793751,0.03258930001175031,0.06009129999438301
21,-223.35116821210815,0.009826318008224082,0.00862978205399634,0.8793169492788924,0.017410900007234886,0.01191639999160543,0.031227200001012534,0.060647100006463006
22,-221.45118302989226,0.008506717011712883,0.008038895278864243,0.8796309844903513,0.015153099986491725,0.015620099991792813,0.03299340000376105,0.0638535000034608
23,-219.88710187213397,0.007062871086794645,0.007531177989902633,0.8799168706124759,0.017712900007609278,0.012667100003454834,0.04561969998758286,0.07609460002277046
24,-218.67663253343,0.005504958355437648,0.007090640482427609,0.8801701872309228,0.01688430001377128,0.01178309999522753,0.025848499994026497,0.05459099999279715
25,-217.8429530877405,0.0038123846888946196,0.006705082129226305,0.8803866534726549,0.015142600022954866,0.012080300017260015,0.026286099979188293,0.05358560002059676
26,-217.41994674281156,0.00194179494417052,0.006365045860562336,0.8805623407851836,0.013989700004458427,0.012709600006928667,0.03305579998414032,0.059888499992666766
27,-217.45417206332505,0.00015741573404932696,0.006063080683272476,0.8806936888025334,0.021740399999544024,0.014619499997934327,0.02884710000944324,0.06527760002063587
28,-217.99985232039072,0.002509403484366173,0.005793201267765144,0.8807774445986783,0.01317439999547787,0.010846499993931502,0.030543000000761822,0.05463830000371672
29,-219.0988919543104,0.005041469625880515,0.0055504855620019085,0.8808107465943852,0.01626959998975508,0.01495390001218766,0.03133410000009462,0.06262859998969361
30,-220.7373202419004,0.007478030915517623,0.005330808730323395,0.8807918070228034,0.01475529998424463,0.012287899997318164,0.02916219999315217,0.05629239999689162
31,-222.78854285754105,0.009292595440557001,0.005130735060740729,0.8807215616486999,0.014578300004359335,0.017420999996829778,0.031177700002444908,0.06325220002327114
32,-224.9949445828903,0.009903569084161139,0.005,0.880605614022871,0.015020999999251217,0.013719400012632832,0.03273859998444095,0.06156089997966774
33,-227.0562682070516,0.009161644178195712,0.005,0.8804611353266557,0.01628310000523925,0.013894100004108623,0.03739719997975044,0.06768320000264794
34,-228.75446459937405,0.007479187453102446,0.005,0.8803138191408946,0.015820199972949922,0.012534800014691427,0.034793099999660626,0.06322979999822564
35,-229.93875111338022,0.005177107760848552,0.005,0.8801714651367565,0.016767900000559166,0.014578000002074987,0.029992900002980605,0.061419000005116686
36,-230.54705285387448,0.002645494669988481,0.005,0.8800479739833903,0.01649050001287833,0.011078199982875958,0.02846319999662228,0.05610849999357015
37,-230.63469984759905,0.0003801696557801081,0.005,0.8799560723431996,0.013329900015378371,0.01457449997542426,0.02838900001370348,0.0563657000020612
38,-230.30763256809308,0.0014181182611380278,0.005,0.8799016122006258,0.01409149999381043,0.01387960001011379,0.027388499991502613,0.055425900005502626
39,-229.6778804727621,0.002734395244781096,0.005,0.8798832637737988,0.011222200002521276,0.012039900000672787,0.030174599989550188,0.053514800005359575
40,-228.84044149966834,0.0036461455120101,0.005,0.8798951784116876,0.01390920000267215,0.01390630000969395,0.026874400005908683,0.05476210001506843
41,-227.86723710220554,0.004252764026695076,0.005,0.8799298618894958,0.014111900003626943,0.015137900016270578,0.03257730000768788,0.06190140001126565
42,-226.80961610216022,0.0046413912482334615,0.005,0.8799800650168225,0.014495000010356307,0.014116600010311231,0.02998900000238791,0.05880440000328235
43,-225.7032730994385,0.004877848751454203,0.005,0.8800396576370878,0.013868799986084923,0.014408799994271249,0.03127410000888631,0.05965119999018498
44,-224.57282079034798,0.0050085773837779905,0.005,0.8801038411462556,0.012462899991078302,0.011791700002504513,0.029997000005096197,0.05433199999970384
45,-223.43526374424388,0.005065426181586191,0.005,0.8801690352697092,0.014840299991192296,0.012036200001602992,0.02831789999618195,0.05527390001225285
46,-222.3024246990325,0.00507009961734634,0.005,0.8802326511703694,0.014736600016476586,0.012590999976964667,0.02842620000592433,0.05607829999644309
47,-221.18257937890843,0.005037485855767002,0.005,0.8804022741997207,0.013867499976186082,0.011566000001039356,0.02830020000692457,0.05380569997942075
48,-220.08154520408965,0.004977942557277958,0.005,0.8808250629050497,0.013976699992781505,0.012042699992889538,0.029487699997844175,0.05559589999029413
49,-219.00340761215008,0.004898809625040434,0.005,0.8812613669911656,0.01407820000895299,0.012340699991909787,0.027101999992737547,0.05358400000841357
50,-217.95100936452135,0.004805396678998268,0.005,0.8817092727988806,0.013219799991929904,0.011487200012197718,0.028567599976668134,0.053379799996037036
51,-216.92628508846627,0.0047016266593252545,0.005,0.882167014599167,0.012861299997894093,0.012972399999853224,0.03068539997912012,0.05658939998829737
52,-215.9304941210622,0.004590457846074189,0.005,0.8826329545793751,0.014861400006338954,0.014396399987163022,0.031054299994139,0.06039460000465624
53,-214.96438580350355,0.004474163417682904,0.005,0.8831055683146576,0.012336899992078543,0.012194200011435896,0.027022199996281415,0.051637800002936274
