,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,3.607884503336135,-6.215006242037265,7.0751019388863075,-5.704541023671873,2.946001808713091,-0.7126912343127154
real,1.6926220705594097,0.21020121494505103,-1.3977933653766004,-0.29021930685121855,1.2900911923999352,-0.5226646655745075
nominal,0.9506263463208344,0.2387866097414512,0.0519058176944933,-0.18202799514059073,-0.1681431670218478,0.03441344804162155
