,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,1.4755449264850946,-0.8213676827352459,0.4757265388376338,-0.4929735757159229,0.3142847320916323,-0.0031978171731949253
real,4.36354344716596,-8.937258936824465,10.954738747393773,-8.445033338481979,3.8946088015968408,-0.8426109247225217
nominal,0.8362564179588573,0.19659205263957297,-0.13574006014449314,0.12077843676406934,-0.13534341347153014,-0.013034490423493464
