iteration,loglike,relative_loglike_change,min_h,max_h,filter_seconds,smoother_seconds,m_step_seconds,iteration_seconds
1,-612.4107422186587,,0.2557888357683733,0.8941698121812784,0.059085399989271536,0.050006400007987395,0.11066190002020448,0.2217192999960389
2,-171.68929401919425,0.7196500939921572,0.14460979241900987,0.8653927729981771,0.1384453999926336,0.06544489998486824,0.11741860001347959,0.3215216000098735
3,-94.65927026299454,0.44865944726633933,0.10050568235233047,0.8590873401634648,0.10395010001957417,0.059780400013551116,0.1111953999788966,0.2750947000167798
4,-80.36379764801356,0.15102031291033052,0.07560922041839792,0.8515351640852283,0.07469529999070801,0.05011830001603812,0.12236940002185293,0.24733879999257624
5,-67.68624497442094,0.1577520356755562,0.058914775016413394,0.8459499429243833,0.0645170999923721,0.04997600000933744,0.10278429999016225,0.2174284000066109
6,-53.54021027966142,0.20899423066097692,0.0415388232921649,0.8429922188942285,0.05707979999715462,0.04299779998837039,0.09460820001550019,0.19496480000088923
7,-39.73927385641596,0.2577676918181266,0.02982867718143411,0.8418479478798083,0.0492140999995172,0.04821700000320561,0.10823669997625984,0.20584280000184663
8,-27.777703895013175,0.3010012212256761,0.022238777179112025,0.8416321322147282,0.053674900002079085,0.042579300003126264,0.08252619998529553,0.179033199994592
9,-17.305528536469748,0.37699931564262434,0.01725704062011866,0.8418464775762239,0.04644079998251982,0.04730209999252111,0.09142799998517148,0.18543270000373013
10,-7.510588788302477,0.5660006123202403,0.013857861595889672,0.8422834253321988,0.05470380000770092,0.05019949999405071,0.12415880002663471,0.22922569999354891
11,2.074462203958042,1.2762050036861234,0.01142459217600882,0.8428597777628506,0.05780650000087917,0.04998079998767935,0.10173220001161098,0.20964420001837425
12,11.449984246097126,4.519495233150419,0.009600537150864697,0.8435419760239002,0.06077129999175668,0.036729599989484996,0.07834849998471327,0.17598860000725836
13,20.182889968238996,0.7627002390958393,0.008192609394433574,0.8443194115515499,0.053092599991941825,0.04266169999027625,0.07407760000205599,0.16996100000687875
14,27.681482005963215,0.3715321269414069,0.007102916907463439,0.845176628841605,0.04245130001800135,0.031140899984166026,0.0809986999956891,0.15475250000599772
15,33.738724270891105,0.2188192909477543,0.006262095783558647,0.8460792641406307,0.039217399986227974,0.033379600004991516,0.0735014000092633,0.14621239999542013
16,38.648854079445854,0.1455339499244517,0.005607929209744726,0.8469971608719867,0.034868699993239716,0.03838390001328662,0.07181019999552518,0.1452108999947086
17,42.82738313206569,0.10811521200681737,0.005091585156158702,0.8479134596311102,0.03857210002024658,0.03246439999202266,0.07569269998930395,0.14691389998188242
18,46.556062964562116,0.08706298540348337,0.005,0.8488171363253499,0.046172100002877414,0.0315790000022389,0.07229280000319704,0.15018460000283085
19,49.605204031896164,0.06549396304526471,0.005,0.849696701460553,0.04078290000325069,0.030934899987187237,0.08265300001949072,0.15447160002076998
20,51.55091852099497,0.039223999317646384,0.005,0.8505249790590506,0.04070119999232702,0.049616900010732934,0.0801723999902606,0.17060470001888461
21,52.70621605357833,0.022410804030831136,0.005,0.8512869611844338,0.0383424999890849,0.031965000001946464,0.08475670000188984,0.15520229999674484
22,53.48581503270692,0.014791404838019247,0.005,0.8519729286683594,0.04744699998991564,0.04136060000746511,0.07721350001520477,0.1661475999862887
