qn_iter,eval_count,loglike,best_loglike,improvement,best_improvement,relative_loglike_change,aitken_loglike_limit,aitken_relative_gap,small_change_streak,max_ar_spectral_radius,min_h,max_h
1,57,-183.1848799493411,-183.18487932754277,0.06568151642730413,0.06568213822563962,0.00035842463947688137,,,0,0.9983900079369206,0.01422642749273835,0.9075936439570822
2,76,-182.98876773401327,-182.98876741667772,0.261793731755148,0.26179404909069603,0.001070569882088946,,,0,0.9984997809834454,0.01422642749273835,0.9075936439570822
3,95,-182.66150654698964,-182.66150633242071,0.5890549187787713,0.5890551333476992,0.0017884222680777865,-183.47813425780805,0.004470715950261429,0,0.9990104078049159,0.01422642749273835,0.9075936439570822
4,114,-182.26246209151688,-182.2624617981026,0.9880993742515329,0.9880996676658071,0.002184611651443418,-184.480757258118,0.012170883357689243,0,0.999904257813594,0.01422642749273835,0.9075936439570822
5,133,-181.6432954306505,-181.64329510751708,1.6072660351179024,1.6072663582513371,0.003397115641702876,-183.38490688344737,0.009588085531413347,0,1.000873220898936,0.01422642749273835,0.9075936439570822
6,152,-180.86648245747807,-180.86648212288475,2.3840790082903425,2.384079342883666,0.004276584893104513,-184.69428144916924,0.02116367244876943,0,0.9994798737173534,0.01422642749273835,0.9075936439570822
7,190,-180.55441223311962,-180.55441216140844,2.696149232648793,2.6961493043599774,0.001725417667874524,-180.34486012030095,0.0011606036663790354,0,0.9997127092715686,0.01422642749273835,0.9075936439570822
8,209,-180.33667267693528,-180.33667259021755,2.913888788833134,2.9138888755508674,0.001205949793701029,-179.834073519683,0.0027870047161881162,0,0.999342532618612,0.01422642749273835,0.9075936439570822
9,228,-180.23199214240418,-180.2319919115821,3.0185693233642326,3.018569554186314,0.0005804728066521938,-180.13506918880455,0.0005377677539237883,0,0.9987599053183924,0.01422642749273835,0.9075936439570822
10,247,-180.14177155719048,-180.14177120636018,3.1087899085779327,3.108790259408238,0.0005005803028710652,-179.5788543700252,0.003124856507734359,0,0.9981940381544518,0.01422642749273835,0.9075936439570822
11,266,-179.7706663157417,-179.77066566776125,3.479895150026721,3.4798957980071634,0.0020600732314380037,-180.26097113365776,0.002727390558006378,0,0.9958342912483665,0.01422642749273835,0.9075936439570822
12,285,-179.1343630601946,-179.1343621657084,4.116198405573812,4.1161993000600035,0.003539527713767909,-180.66107823714063,0.008522737630373041,0,0.9918318568023592,0.01422642749273835,0.9075936439570822
13,304,-178.05421027081266,-178.05420929281553,5.196351194955753,5.196352172952885,0.006029846931261184,-180.68287147121782,0.014763263370223503,0,0.9855957460091282,0.01422642749273835,0.9075936439570822
14,323,-176.56665159616378,-176.5666504816813,6.6839098696046335,6.683910984087106,0.008354526817346072,-181.9981656968333,0.030761834420988284,0,0.9901873069428064,0.01422642749273835,0.9075936439570822
15,342,-175.75276887617733,-175.75276832925746,7.497792589591086,7.49779313651095,0.004609492860791926,-174.76949928297287,0.005594617936842832,0,0.986830961784567,0.01422642749273835,0.9075936439570822
16,361,-175.05147345459338,-175.0514731807276,8.199088011175036,8.199088285040801,0.003990238253816825,-170.68317192046865,0.024954383118961976,0,0.9860329862000125,0.01422642749273835,0.9075936439570822
17,380,-174.850519490102,-174.85051940922577,8.400041975666426,8.400042056542645,0.0011479707112749067,-174.76980961633006,0.00046159356007227545,0,0.984266809424715,0.01422642749273835,0.9075936439570822
18,399,-174.76760899663057,-174.76760897122972,8.482952469137842,8.482952494538694,0.0004741792801828655,-174.70937494210577,0.0003332085096267795,0,0.9832380462266799,0.01422642749273835,0.9075936439570822
19,418,-174.6548508909122,-174.6548508909122,8.595710574856213,8.595710574856213,0.0006451888102476949,-175.08082769267438,0.002438963473326237,0,0.9821046480386486,0.01422642749273835,0.9075936439570822
