,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,2.2201219692522653,-1.2970995485944599,0.2538623411239093,-1.3646593677056493,1.9582943035636584,-0.779214512828131
real,4.298500697192137,-8.461913542184758,10.102711033572985,-7.815268698873936,3.638534901018954,-0.7688117042369653
nominal,-0.27766966390968006,0.8416045259922381,0.8102861547458116,0.7533690881687118,-0.31819510829232633,-0.844430430011873
