,macro_alpha_t,macro_alpha_lag1,macro_alpha_lag2,macro_alpha_lag3,macro_alpha_lag4,macro_alpha_lag5,macro_S_t,macro_S_lag1,real_alpha_t,real_alpha_lag1,real_alpha_lag2,real_alpha_lag3,real_alpha_lag4,real_alpha_lag5,real_S_t,real_S_lag1,nominal_alpha_t,nominal_alpha_lag1,nominal_alpha_lag2,nominal_alpha_lag3,nominal_alpha_lag4,nominal_alpha_lag5,nominal_S_t,nominal_S_lag1
2008-01,-51.50152772946777,-39.20418731288861,-35.51308147407438,-23.37521229534618,-18.10524286162744,-19.55676269508123,-45.31158550851613,-306.7054137365954,-30.77994304258158,16.77750514704473,147.18500462845182,94.55756663271357,-78.7817548449068,34.40157359023471,-66.84732921028166,40.12566770495673,-8.96789536146098,-3.8698620861303628,2.076595009015333,2.5851520955570466,3.0215296836737577,9.739333755366614,-0.16446222097823027,-0.16446222158920806
2008-02,-60.812107220919344,-51.50152772946773,-39.204187312888614,-35.51308147407438,-23.375212295346174,-18.105242861627445,-106.12369272943549,-45.31158550851613,160.6831296911324,-30.77994304258158,16.777505147044735,147.18500462845182,94.55756663271357,-78.7817548449068,93.83580048085095,-66.84732921028171,-6.320129343516478,-8.96789536146098,-3.869862086130366,2.076595009015334,2.5851520955570466,3.021529683673758,-6.484591564494709,-0.16446222097823093
2008-03,-61.35127338938324,-60.812107220919685,-51.50152772946773,-39.204187312888614,-35.51308147407438,-23.375212295346174,-167.47496611882028,-106.12369272943474,374.90468245559356,160.6831296911306,-30.77994304258161,16.777505147044835,147.18500462845188,94.55756663271359,468.74048293667255,93.83580048073384,-10.735155276659057,-6.320129343516475,-8.967895361460982,-3.8698620861303636,2.0765950090153336,2.585152095557048,-17.219746841153714,-6.48459156449473
2008-04,-68.21046301414589,-61.35127338938523,-60.81210722092051,-51.50152772946781,-39.20418731288863,-35.51308147407437,-68.21046301414589,-167.47496611882042,272.34434515557473,374.9046824545991,160.68312969103366,-30.77994304258356,16.777505147057624,147.1850046284415,272.34434515557473,468.74048293523555,-15.35916912681222,-10.735155276659128,-6.320129343517035,-8.967895361461057,-3.8698620861303876,2.076595009015106,-15.35916912681222,-17.21974684115435
2008-05,-66.0755748797912,-68.21046301411856,-61.35127338946572,-60.812107220972486,-51.50152772948047,-39.204187312892955,-134.28603789429982,-68.21046301411856,-190.03646713781274,272.34434519318916,374.9046824428892,160.68312968712775,-30.779943042589338,16.777505147136452,82.30787786776,272.34434519318916,-17.162424605359202,-15.359169126740634,-10.735155276669694,-6.320129343543816,-8.967895361465693,-3.869862086135143,-32.52159373256988,-15.359169126740634
2008-06,-61.05747752748517,-66.07557488070894,-68.21046301484434,-61.351273389938406,-60.812107221221204,-51.50152772958632,-195.34351542336537,-134.2860378945839,-714.2103272118738,-190.03646751263574,272.3443451050046,374.90468234454494,160.68312966772956,-30.77994304284798,-631.9024495894953,82.30787753447817,-15.820258598596086,-17.162424605891673,-15.359169127281962,-10.73515527701922,-6.3201293437490715,-8.967895361556401,-48.34185233083825,-32.521593733022684
2008-07,-62.058057756123674,-61.05747752729148,-66.07557488120648,-68.2104630148549,-61.35127339000607,-60.812107221313944,-62.058057756123674,-195.3435154228754,-1031.6892808321554,-714.2103274150912,-190.036467517324,272.34434503425103,374.90468232609413,160.68312967760824,-1031.6892808321554,-631.9024498912537,-21.221951787088415,-15.82025859846583,-17.16242460577667,-15.359169127124684,-10.735155277076956,-6.3201293437793655,-21.221951787088415,-48.34185233148404
2008-08,-53.93182054405753,-62.058057756115964,-61.05747752734498,-66.07557488116616,-68.21046301484321,-61.3512733899078,-115.98987830016563,-62.058057756115964,-1198.5917354186745,-1031.6892808244115,-714.2103274131874,-190.0364675196048,272.34434502937614,374.90468232380465,-2230.2810162411474,-1031.6892808244115,-24.381189900509774,-21.221951787219602,-15.820258598575123,-17.162424605808173,-15.359169127171471,-10.735155277094005,-45.603141687712224,-21.221951787219602
2008-09,-48.84466726505333,-53.931820544035986,-62.05805775611473,-61.057477527321936,-66.07557488116618,-68.21046301483572,-164.83454556541483,-115.98987830005423,-1449.6722445361577,-1198.5917354224505,-1031.6892808283878,-714.2103274133002,-190.0364675192773,272.3443450288619,-3679.9532607570864,-2230.281016251938,-22.45907943410887,-24.381189900543042,-21.221951787249903,-15.82025859856246,-17.16242460580842,-15.359169127165043,-68.0622211216901,-45.603141687743765
2008-10,-45.518668761464355,-48.84466726509998,-53.93182054403057,-62.058057756131646,-61.05747752734113,-66.07557488114104,-45.518668761464355,-164.83454556505706,-1831.02942639585,-1449.6722445364962,-1198.5917354178805,-1031.6892808248156,-714.2103274060521,-190.03646751814426,-1831.02942639585,-3679.9532607763203,-25.2374527236267,-22.459079434140843,-24.381189900512226,-21.221951787222313,-15.820258598560546,-17.16242460577239,-25.2374527236267,-68.06222112167195
