,macro_alpha_t,macro_alpha_lag1,macro_alpha_lag2,macro_alpha_lag3,macro_alpha_lag4,macro_alpha_lag5,macro_S_t,macro_S_lag1,real_alpha_t,real_alpha_lag1,real_alpha_lag2,real_alpha_lag3,real_alpha_lag4,real_alpha_lag5,real_S_t,real_S_lag1,nominal_alpha_t,nominal_alpha_lag1,nominal_alpha_lag2,nominal_alpha_lag3,nominal_alpha_lag4,nominal_alpha_lag5,nominal_S_t,nominal_S_lag1
2012-01,9.689657912929153,8.66846121021746,20.906215522865256,33.46614856451568,32.1352306456199,25.059145951866967,13.391775765047575,33.8592819846398,-1.6952312645861392,2.668029985147646,3.7147025760455,-11.500195019490967,-26.69480193491042,-28.019956837790563,-11.06229491989481,16.816435628242242,22.52917002055974,18.11873824197607,28.444982673810323,22.638589172938083,29.764939139965414,22.56038316889598,-0.07867193476178362,-0.07867193476159769
2012-02,17.963798174886097,9.689657912929178,8.668461210217453,20.90621552286527,33.46614856451567,32.135230645619906,31.355573939933713,13.391775765047564,-3.5476461778953783,-1.6952312645861332,2.6680299851476517,3.7147025760455055,-11.500195019490972,-26.694801934910416,-14.609941097790196,-11.062294919894821,13.107855219672512,22.529170020559736,18.11873824197607,28.444982673810323,22.638589172938083,29.764939139965414,13.029183284910728,-0.07867193476178493
2012-03,21.64653738430586,17.9637981748861,9.689657912929206,8.668461210217464,20.906215522865278,33.4661485645157,53.002111324239166,31.355573939933663,-8.592082231671206,-3.547646177895471,-1.6952312645861398,2.668029985147646,3.7147025760454904,-11.500195019490953,-23.20202332946152,-14.609941097790282,16.20448775272706,13.107855219672548,22.529170020559736,18.11873824197608,28.444982673810305,22.638589172938076,29.23367103763785,13.029183284910786
2012-04,17.99592950827146,21.646537384305812,17.9637981748861,9.68965791292922,8.668461210217467,20.90621552286527,17.99592950827146,53.00211132423918,-8.700563348171734,-8.59208223167124,-3.547646177895497,-1.695231264586146,2.668029985147644,3.714702576045486,-8.700563348171734,-23.20202332946154,9.118933803743333,16.204487752727015,13.107855219672539,22.52917002055973,18.118738241976093,28.4449826738103,9.118933803743333,29.233671037637777
2012-05,11.642481333714908,17.995929508271473,21.64653738430582,17.963798174886097,9.689657912929219,8.668461210217465,29.638410841986413,17.995929508271473,-2.0276573333029724,-8.700563348171741,-8.592082231671238,-3.547646177895497,-1.6952312645861438,2.668029985147644,-10.728220681474717,-8.700563348171741,9.033503598002477,9.11893380374336,16.204487752727015,13.107855219672551,22.52917002055972,18.118738241976097,18.152437401745836,9.11893380374336
2012-06,6.611340684262596,11.642481333714873,17.99592950827145,21.646537384305827,17.9637981748861,9.689657912929217,36.249751526248964,29.63841084198635,1.5689646154543575,-2.027657333302957,-8.700563348171737,-8.592082231671242,-3.547646177895502,-1.6952312645861425,-9.159256066020328,-10.728220681474694,3.886449419214457,9.033503598002467,9.118933803743355,16.20448775272702,13.107855219672551,22.52917002055972,22.03888682096028,18.152437401745818
2012-07,3.5895806976179436,6.611340684262597,11.642481333714873,17.995929508271455,21.646537384305834,17.9637981748861,3.5895806976179436,36.24975152624897,3.0110399367342957,1.5689646154543644,-2.0276573333029546,-8.700563348171741,-8.592082231671247,-3.547646177895502,3.0110399367342957,-9.15925606602033,0.8618805226632347,3.8864494192144825,9.033503598002477,9.118933803743356,16.204487752727015,13.107855219672551,0.8618805226632347,22.03888682096031
2012-08,2.696336777037401,3.589580697617925,6.611340684262611,11.642481333714867,17.995929508271452,21.646537384305834,6.285917474655389,3.589580697617925,5.362009335227192,3.0110399367342984,1.5689646154543617,-2.0276573333029546,-8.700563348171741,-8.592082231671247,8.373049271961483,3.0110399367342984,-0.5442836858803695,0.8618805226632311,3.8864494192144803,9.033503598002476,9.118933803743356,16.20448775272702,0.3175968367828599,0.8618805226632311
2012-09,4.416382468285288,2.696336777037444,3.5895806976179245,6.611340684262599,11.642481333714867,17.995929508271455,10.702299942940677,6.285917474655344,4.6236206403404925,5.3620093352272065,3.011039936734299,1.5689646154543704,-2.0276573333029497,-8.700563348171745,12.996669912302016,8.373049271961508,-3.6198991374518616,-0.5442836858803582,0.86188052266324,3.886449419214486,9.033503598002476,9.118933803743358,-3.302302300668976,0.3175968367828812
2012-10,7.6857777369906035,4.41638246828531,2.6963367770374402,3.5895806976179134,6.611340684262598,11.64248133371487,7.6857777369906035,10.702299942940678,2.0139833701809438,4.6236206403404845,5.362009335227203,3.0110399367343006,1.5689646154543704,-2.0276573333029546,2.0139833701809438,12.996669912301991,-0.024644476190861297,-3.6198991374518172,-0.5442836858803307,0.8618805226632617,3.886449419214487,9.03350359800248,-0.024644476190861297,-3.302302300668886
