,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,3.323531516408614,-5.748552949651666,6.513048066610632,-4.946987125860401,2.4274205236356976,-0.5863179376217317
real,0.4365943344300282,1.478075339198254,0.17094721268317017,-1.3845245292196429,-0.43923441767986215,0.735099745385437
nominal,0.7728438758420056,0.33101628763105073,-0.04790351771110357,-0.018213689953562495,-0.11395440840080187,-0.017001261149604437
