,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,4.239246961061474,-8.326340304394945,9.86276508971023,-7.471812208994025,3.4421811777716456,-0.7508699679467413
real,0.597501164245323,1.7057305947174246,-0.06004135570999138,-1.6616914862095422,-0.47425694541134067,0.8902654536091115
nominal,3.4788496941686673,-4.99029047908106,4.971959823854911,-4.888995560180572,3.432311043875772,-1.004607810708581
