,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,1.088134463127311,-0.18626162695718815,0.05287171537391265,-0.2085974979109395,0.08459266469236418,0.10042478664448436
real,3.3022550996262354,-5.282286348478662,5.2560916187227305,-3.3940758513075764,1.3506118366133684,-0.26030840093033203
nominal,0.8128256774416144,0.22127303800690348,-0.0657745555914423,0.03219645228861356,-0.0860788728852135,-0.02377600122998084
