iteration,loglike,relative_loglike_change,min_h,max_h,filter_seconds,smoother_seconds,m_step_seconds,iteration_seconds
1,-725.5924210458679,,0.22719505617671573,0.9843844763941864,0.10459890007041395,0.07951029995456338,0.19667320000007749,0.3809766999911517
2,-471.70980015963295,0.34989701314725546,0.13523994747619703,0.9941843730001728,0.11124870006460696,0.08691589999943972,0.1553076000418514,0.35379920003470033
3,-409.5157838749537,0.1318480478116672,0.09055235511674489,0.973507687074953,0.09579279995523393,0.08383160002995282,0.1990912000183016,0.3791410999838263
4,-378.16200833423045,0.07656304537042499,0.06563268431045319,0.9527149797463625,0.10193960007745773,0.09485150000546128,0.18613689998164773,0.3832329000579193
5,-365.15993202630716,0.034382291243893755,0.048783367990835734,0.956189999696979,0.08330210007261485,0.06662900000810623,0.18065099988598377,0.33083029999397695
6,-358.3081025604574,0.01876391374001052,0.03717135491820698,0.9642994068047134,0.08895479992497712,0.07523720001336187,0.2155979999806732,0.3802729999879375
7,-346.3800999645156,0.0332897930878614,0.029529256545021,0.9704269842355764,0.10807499999646097,0.0737999000120908,0.18127960001584142,0.3633391000330448
8,-336.61594982135824,0.028189119825756767,0.024441822913503147,0.9745822476364563,0.11544500000309199,0.06729539996013045,0.18510960007552058,0.36802669998724014
9,-330.86745190137077,0.01707731889424192,0.02082537897099609,0.9765289866377068,0.0979803999653086,0.06941710005048662,0.1482875000219792,0.3159929000539705
10,-341.49984626989954,0.03213490570749221,0.018069871086891485,0.9768786603713253,0.10100360005162656,0.08437449997290969,0.22820510005112737,0.4139622999355197
11,-337.86555102805187,0.010642157768280088,0.01590891497355126,0.976728977673379,0.10469890001695603,0.06265069998335093,0.1985775000648573,0.3662738000275567
12,-329.2958256360975,0.02536430649966693,0.014200157708797971,0.9769284482092315,0.09590509999543428,0.0659262000117451,0.1955733000067994,0.3584190000547096
13,-322.233764623124,0.021445947574135815,0.012832486342139066,0.9772872484975775,0.09452439995948225,0.08281799999531358,0.19169110001530498,0.36932589998468757
14,-316.7606544064612,0.016984906045038474,0.011720923940722704,0.9775060506453628,0.10175059991888702,0.07161400001496077,0.19080660003237426,0.36445459991227835
15,-312.52360014486345,0.013376201250553131,0.010802499920136686,0.9776225481712475,0.10214470000937581,0.07515639998018742,0.18712949997279793,0.3646817000117153
16,-309.20367762243296,0.010622949821682623,0.010031219203674559,0.9776626216274014,0.09032720001414418,0.0760259999660775,0.19862500007729977,0.3653237000107765
17,-306.55170148163916,0.008576793656484645,0.009373660961575601,0.9776469861530577,0.07961280003655702,0.07183429994620383,0.18556510005146265,0.3372409000294283
18,-304.38141550450496,0.0070796735645069905,0.008805459128670241,0.9775923532286995,0.10432919999584556,0.05753630003891885,0.16097490000538528,0.32304709998425096
19,-302.55837717281094,0.005989322076948684,0.008308652809122094,0.9775114799152005,0.08453410002402961,0.06715309992432594,0.16441169998142868,0.3163168999599293
20,-300.98977311166243,0.0051844674598203995,0.00786979240270007,0.9774133712360902,0.09984950011130422,0.06650740001350641,0.17302790004760027,0.3396085000131279
21,-299.6156362309227,0.0045653939219720855,0.007478631558729535,0.9773036834124633,0.0892267000162974,0.07273899996653199,0.1560017999727279,0.3181734000099823
22,-298.4015114567922,0.004052274405314148,0.007127237933632572,0.977185170041377,0.11753779998980463,0.08162960002664477,0.19489369995426387,0.39454770006705076
23,-297.3328467438262,0.0035812979222148585,0.006809389466436834,0.9770580685381259,0.0946570000378415,0.06580430001486093,0.16168679995462298,0.3223233000608161
24,-296.4113130621007,0.0030993335980786835,0.0065201604172802595,0.9769204160429432,0.06053629994858056,0.09009539999533445,0.1777565999655053,0.3288725999882445
25,-295.6528778680834,0.00255872552967773,0.0062556302769993235,0.9767683907769015,0.10049440001603216,0.05000960000324994,0.13343929999973625,0.2841471000574529
