,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,2.261410597695213,-2.7541508056289135,2.7016958993584548,-2.079091442300566,1.2172073624593809,-0.3932055036653509
real,0.38060841830801617,1.174324021681276,0.2637415558906665,-1.033862762895191,-0.27320679022696,0.48134573948438597
nominal,0.7333789933585169,0.3403925879066595,-0.018965765868274462,-0.010937849946354168,-0.11593644862522483,-0.022686134926212555
