month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,社零,固投累计同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)
2010-03,,-0.03197076496257705,,-0.0879024247036778,2.0824933473704466,0.6796368096009381,-0.10203092477727627,0.8131629240216393,0.041754090735177864,-0.9463985028938776
2010-04,0.9287333706240861,0.08868529586529798,,1.0653205240883397,0.7729217125084534,0.19775652769231017,-0.23769531229276813,0.9330316494714193,0.041754090735177864,-0.9887881036852934
2010-05,,0.8376097760678282,,1.0000437534019988,0.9326255704184525,0.2914389492456706,-0.05680946227211251,1.1404967512114226,0.041754090735177864,-0.9363802990611793
2010-06,,1.0905693262180665,,0.7171777470945228,0.9828779863484134,0.17157569950972226,0.07885492524337935,1.2142621207189794,0.041754090735177864,-0.3060507549795204
2010-07,0.27775203607449267,0.1313624938286875,,0.1079278873553437,0.8687440272544531,0.07934766361200754,-0.011587999766948558,1.0482900393269767,0.041754090735177864,-0.24423440271800476
2010-08,,-0.15997528156169502,,0.04265111666900333,0.7563367862722159,0.06028602147002116,0.16929785025370706,0.6863786951805261,0.041754090735177864,-0.8985925370331349
2010-09,,-0.3209655069519389,,0.151445734479571,0.9006847988364522,0.038977588474167185,0.259740775264035,0.5665099697307464,0.041754090735177864,-0.4671588743646539
2010-10,-0.06943800901862336,0.0006724138370092443,,0.02089219310688987,1.041224193797252,-0.05250709817550651,0.30496223776919895,0.5688151375278575,0.041754090735177864,-0.33627490879504285
2010-11,,1.144791372138641,,-0.02262565401733743,0.9773426506332524,-0.05807577255803223,0.6667339378105104,0.7324820511227491,0.041754090735177864,-0.7918135216372896
2010-12,,1.045754924289069,,0.02089219310688987,0.9965071135824519,0.05666680554236275,0.9832841753466575,0.9676091664280863,0.041754090735177864,0.11017346476067424
2011-01,-0.06943800901862336,0.5226154014113834,,0.06441004023111678,1.1242701999104519,0.09397048609508525,0.7571768628208378,0.9376419850656414,0.041754090735177864,1.0860392138152528
2011-02,,0.27525928183690807,,0.02089219310688987,1.3797915814507131,,0.89284125033633,1.0920882274720884,0.041754090735177864,1.8583476240852672
2011-03,,0.03862119540953588,,0.36903497010070635,-1.2605852744055548,0.28106463346558547,0.9127386938386018,1.237313798690091,0.041754090735177864,0.08236930871310821
2011-04,0.017359502254655455,-0.5113463672976545,,0.34727604653859284,0.5932864937235702,-0.13047938206621548,1.1112609142362715,1.25575514106698,0.041754090735177864,-0.2904892236524242
2011-05,,-0.1506776691417379,,0.04265111666900333,0.49235429433988226,0.12732099436640737,1.0936245438592578,1.142801919008534,0.041754090735177864,0.5137196634842546
2011-06,,0.4199457026830036,,0.02089219310688987,0.4215125376404491,0.148130277384113,1.1709532447430877,1.1358864156172002,0.041754090735177864,1.5728749937604438
2011-07,-0.06943800901862336,-0.2921892684039851,,0.41255281722493325,0.6728458452108785,0.10279308573761764,1.550813529786465,1.2119569529218683,0.041754090735177864,2.326123857902351
2011-08,,-0.33645518249197487,,0.17320465804168445,0.5173955398524546,0.17751313209806585,1.5942261337914219,1.3087740004005366,0.041754090735177864,1.2517431229155576
2011-09,,-0.6033333484403881,,0.06441004023111678,0.45351399668845516,0.0858684327253849,1.4585617462759302,1.2419241342843135,0.041754090735177864,1.2105257871130348
2011-10,-0.3298305428384606,-0.9170230710004439,,0.12968681091745754,0.6770993977624538,0.041274590326928914,1.4205757177715927,1.0736468850951992,0.041754090735177864,1.3221349708759862
2011-11,,-0.3729357758617671,,-0.0008667304552239728,0.5332816020064778,0.059151338070012466,1.1619089522420551,0.7232613799343045,0.041754090735177864,0.9221350148319449
2011-12,,-1.1425958472464022,,-0.17493811895213202,0.5493363114344548,-0.037114882960071836,0.5875963784264732,0.19768312219296236,0.041754090735177864,0.803002815687186
2012-01,-0.5902230766582985,-0.7480398852866319,,-0.0879024247036778,0.8048624840904537,-0.07014746878417714,0.5175031115434694,-0.039749160909486145,0.041754090735177864,1.8840091058796733
2012-02,,-0.5718442426284346,,-2.2637947809150316,-0.7921760950095381,,0.7119554003156742,-0.26104526943215656,0.041754090735177864,1.1754825357024192
2012-03,,-0.38493056682313675,1.813710251441253,1.7616060780759726,0.26186936719645576,-0.516079718805118,0.12407638774854331,-0.422407015229937,0.041754090735177864,0.714021924482334
2012-04,-0.8506156104781357,-0.6172343078558213,2.717865710925071,-0.28373273676269967,-0.12141989178754188,-1.0917416892161815,0.30496223776919895,-0.5030878881288272,0.041754090735177864,0.7353852842688363
2012-05,,-0.009493748397517062,0.9991557834378129,-0.8494647493776515,-0.47951554777852157,-1.0918409561652573,0.214519312758871,-0.5906842644190509,-2.376025103211337,0.6878509848800515
2012-06,,-0.1447899802938924,0.4289676558354025,-0.7841879786913111,-0.5706361809476502,-1.1882587837755956,0.033633462738215394,-0.7520460102168315,-2.376025103211337,-0.17790231093895054
2012-07,-1.0242106330246938,-0.5392611297063754,2.1395320386426278,-0.8059469022534246,-0.6005314655175392,-1.1163688647940486,-0.3281382373030958,-0.9087974204203897,-2.1109758602880166,0.9078940278998444
2012-08,,-0.5482310636083112,0.5104231026357476,-0.8712236729397653,-0.7921760950095381,-0.9947579741823811,-0.5090240873237516,-1.0909056763921707,-2.1109758602880166,0.5893674787353694
2012-09,,-1.203365011603338,1.080611230238158,-0.9365004436261056,-0.7602353234275383,-1.0395118293038434,-0.41858116231342374,-1.2315209120159507,-2.1109758602880166,0.5810899476609784
2012-10,-1.111008144297973,-1.4111667936052295,-0.9557749397704423,-0.8712236729397653,-0.44082760760754014,-0.990323983199864,-0.4638026248185877,-1.2476570865957288,-2.1109758602880166,0.5933494556467045
2012-11,,-0.44352773623387753,0.5104231026357476,-0.7841879786913111,-0.3450052928615404,-0.9255563912055628,-0.5542455498289155,-1.0655488306239478,-2.1109758602880166,0.4338146159732055
2012-12,,-0.5778601642695061,0.3475122090350631,-0.6753933608807434,-0.217242206533541,-0.9280409237332125,-0.41858116231342374,-0.9364594339857236,-2.1109758602880166,0.27447242665713195
2013-01,-0.8506156104781357,-0.6421519447284625,0.7547894430367832,-0.6318755137565161,-0.12141989178754188,-0.820400976803663,-0.19247384978760418,-0.8765250712608336,-2.1109758602880166,0.6396770408860648
2013-02,,-0.6071402228144911,0.9177003366374678,0.9782848298398851,,,-0.40478861624934875,-0.8073700373474991,-2.1109758602880166,0.41051773753441084
2013-03,,-0.7025943884976399,-0.14122047176700217,-2.3943483222877124,-1.0477342084371188,-0.586415985181945,0.1330302373245658,-0.8050648695503879,-2.1109758602880166,0.50288244556012
2013-04,-0.9374131217514146,-1.3937458719490536,0.10314586863402757,-0.9365004436261056,-0.9517873246819495,-1.0917416892161815,-0.38710702440982975,-0.8719147356666113,-2.1109758602880166,0.34336640862639006
2013-05,,-0.9624852134210267,-1.0372303865707875,-0.8494647493776515,-0.8879984097555372,-0.998059267662821,-0.24398109558098593,-1.033276481464392,-2.1109758602880166,0.4728737189650767
2013-06,,-0.0036060595496690308,-1.1528971210272785,-0.8712236729397653,-0.8585502959877968,-1.1179225173987692,-0.3742189075958579,-1.0909056763921707,-2.1109758602880166,2.3140376321003413
2013-07,-1.0676093886613336,-0.5745571098924318,-0.9557749397704423,-0.9365004436261056,-0.7243115376292631,-1.186705131170874,-0.11632090692890809,-1.0517178238412812,-2.1109758602880166,2.3186000202555075
