month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)
2018-09,,0.00844665766966443,0.05686022181867206,-0.8788348587386257,0.26911337049258555,-1.1781965677292212,-0.8737568081364023,-0.15499830091841812,0.6679470572138604,-1.3155400561237955,-0.3498282700574427
2018-10,-0.993933970878175,-0.45272936513116624,0.05686022181867206,-0.9459488852475436,0.13546943432489417,-1.1781965677292212,-0.45355575467764414,-0.05831188162245536,0.5685442075566349,-1.3155400561237955,-0.22337989957352963
2018-11,,-0.24034651013915412,-1.1956931132322939,-0.9235775430779041,-0.0715156863250667,-1.1781965677292212,-1.3523699981437993,-0.05831188162245536,0.5089024977622996,-1.3155400561237955,-0.3833543033974483
2018-12,,-0.34347798470988283,-0.9066423436051501,-0.991138996430215,-0.13833765440891238,-1.1781965677292212,-0.7278358859448344,-0.2033415105663993,0.389619078173629,-1.3155400561237955,-0.2687053427468342
2019-01,-1.1175960512362684,-0.749197259865687,-1.0029926001475336,-0.9683202274171828,0.2625941540941614,-1.1781965677292212,-5.550038678844302,-0.3483711395103435,0.03176881940761712,-1.3155400561237955,-0.09663542662479059
2019-02,,-0.7346235806634023,0.24956073490343925,-0.7227381476097021,,,,-0.4450575588063061,-0.12727574004394374,-1.3155400561237955,-0.5269314023314312
2019-03,,-0.8088444902849232,0.15321047836105564,-1.4916492316633865,0.0018254981572028068,-1.6496565859264716,-1.741425516234457,-0.5417439781022688,-0.12727574004394374,-1.3155400561237955,-0.38036654060046754
2019-04,-1.1794270914153147,-1.0057927190669187,0.24956073490343925,-0.34192264666728195,0.053979229344594586,-1.1781965677292212,-0.18108583561121336,-0.15499830091841812,-0.0676340302496084,-1.3155400561237955,-0.20257933231956793
2019-05,,-0.5856437729263857,-0.039490034723711515,-0.991138996430215,-0.21656825119000006,-1.1781965677292212,-2.1543988248049013,-0.05831188162245536,0.03176881940761712,-1.3155400561237955,-0.3887093837698593
2019-06,,-0.4263477137096491,0.15321047836105564,-0.991138996430215,-0.7853698819524911,-1.1781965677292212,-1.2144511653763645,0.03837453767350741,-0.027872890386718203,-1.3155400561237955,-0.39889652830017774
2019-07,-1.364920211952455,-0.609513458261245,0.05686022181867206,-0.834092174399347,-0.2703517864769978,-1.1781965677292212,-0.34842620900129523,0.03837453767350741,-0.1471563099753888,-1.3155400561237955,-0.5421607007656503
2019-08,,-0.4566090626386957,-0.424891060893239,-0.991138996430215,-0.7299565425658875,-1.1781965677292212,-3.740566561735162,0.08671774732148858,-0.20679801976972412,-1.3155400561237955,-0.23055028994337642
2019-09,,-0.7407165215763515,-0.8102920870627665,-0.991138996430215,-0.5832741736013481,-1.1781965677292212,-2.091820054788346,0.08671774732148858,-0.30620086942694963,-1.3155400561237955,-0.23814632760640964
2019-10,-1.4267512521315016,-0.8689311313789535,-0.3285408043508554,-0.9459488852475436,-0.4496302374336568,-1.1781965677292212,-1.843454033497407,0.18340416661745135,-0.38572314915273004,-1.3155400561237955,-0.2825067038684286
2019-11,,-0.614928099762162,-1.2920433697746776,-0.991138996430215,-0.3485823832580853,-1.1781965677292212,-3.3986189759703422,0.570149843801302,-0.4652454288785105,-1.3940272799576374,-0.23931664736263494
2019-12,,-0.2602376314603242,0.15321047836105564,-0.8564635165689862,-0.4007361144454771,-1.1781965677292212,-5.9212884800505945,0.9085523113371715,-0.4254842890156203,-1.3940272799576374,-0.4271341463823667
2020-01,-1.4885822923105478,-0.41623584686745535,-0.3285408043508554,-0.699864121381511,1.0758663997975513,-1.1781965677292212,-6.863070572434152,0.9085523113371715,-0.24655915963261435,-1.3940272799576374,-0.36035799336276236
2020-02,,-0.5265226975395086,-0.23219054780847184,-3.208478826129028,,,,1.3436411981690037,-0.12727574004394374,-1.5510017276253216,-0.5413853244958929
2020-03,,-6.427568334630052,-22.39274955255638,-8.030293443205153,-2.812846181862345,-9.191965684176797,1.842118732902607,1.246954778873041,-0.22667858970116925,-1.5510017276253216,-0.8172655544473204
2020-04,-9.34112439504947,-0.38149006969523785,-1.2920433697746776,-0.991138996430215,-1.520074031041847,-1.1781965677292212,-1.2795628054408048,0.8118658920412087,-0.4453648589470654,-1.786463399126848,-1.2959892072047257
2020-05,,-0.2943025365529363,-1.1956931132322939,-0.991138996430215,-1.055917362487086,-1.1781965677292212,-2.4270303656216408,0.3284337955613953,-0.7634539778501871,-1.786463399126848,-1.42716890812449
2020-06,,0.07309440578769978,-1.0029926001475336,-0.991138996430215,-0.41703415544153694,-1.1781965677292212,-1.180899983033816,-0.10665509127043675,-0.8827373974388577,-1.786463399126848,-1.1092711568257014
2020-07,-3.158020377144807,0.014789191110435881,0.05686022181867206,-0.991138996430215,-0.17908275689906217,-1.1781965677292212,-0.2622161333645026,-0.05831188162245536,-0.7435734079187419,-1.786463399126848,-0.7184034955512801
2020-08,,0.1260734101082088,-0.23219054780847184,-0.991138996430215,-0.795148706550127,-1.1781965677292212,-3.959278187419908,0.03837453767350741,-0.6242899883300713,-1.786463399126848,-0.73618520564431
2020-09,,-0.11641387220467057,0.9240125307001106,-0.9906915695868223,0.09146472363553246,-1.1781965677292212,-1.2417448565334768,-0.10665509127043675,-0.5447677086042909,-1.786463399126848,-0.6027529809313907
2020-10,-2.106892694101014,-0.16138812875771694,1.791164839581556,-0.699864121381511,0.008344714555626779,-1.1781965677292212,-1.1239112993145632,-0.4450575588063061,-0.5646482785357361,-1.786463399126848,-0.5978648718112152
2020-11,,0.2590956093581918,2.0802156092087,-0.699864121381511,-0.09433294371955067,-1.1781965677292212,-3.060823313057007,-1.0251760745820822,-0.5646482785357361,-1.786463399126848,-0.27681735157283255
2020-12,,0.530545724410471,2.2729161222934673,-0.6774927792118717,0.36038240007052114,-1.1781965677292212,-6.13906224893362,-1.5086081710618957,-0.4453648589470654,-1.786463399126848,-0.6161841088219285
2021-01,-1.1175960512362684,0.2913071557537812,1.4057638134120216,-0.6103787527029538,1.6430382264604364,-1.1781965677292212,-2.614141702698921,-1.1702057035260263,-0.22667858970116925,-1.8649506229606896,-0.7321001272499458
2021-02,,0.014539598582613613,-2.159195678656116,3.4385144935221588,3.0951936792093746,,,-1.4119217517659328,-0.08751460018105352,-1.8649506229606896,-0.24026299756982195
2021-03,,-0.22616201753802165,-2.4482464482832667,9.465490539210226,1.8516531512100036,5.07797801042225,11.591649922469877,-1.3635785421179516,0.19081337885917793,-1.786463399126848,-0.8336104948847823
2021-04,6.549452930965512,-0.42311024632001715,1.791164839581556,0.9108725148325197,2.2102100531233217,2.292579608598028,1.683478479383877,-1.0735192842300636,0.7275887670081957,-1.786463399126848,-0.8325835922492436
2021-05,,-0.16944200667859838,1.0203627872424943,-0.051095198461970685,1.141058563781791,0.8469265650623119,-2.29865828399339,-0.8318032359901569,1.2047224453628782,-1.786463399126848,-0.8381174276607911
2021-06,,0.2395751122868141,0.9240125307001106,-0.2748086201583638,1.0269722768093716,-0.5459040349630092,-2.7486643016565036,-0.6384303973982315,1.6420949838546706,-1.786463399126848,-0.7522573866630642
