iteration,loglike,relative_loglike_change,min_h,max_h,filter_seconds,smoother_seconds,m_step_seconds,iteration_seconds
1,-599.2958858092844,,0.13989366141896695,0.7971120817741466,0.020650999998906627,0.018013599998084828,0.03525620000436902,0.07402739999815822
2,-384.3879781430126,0.35860067248094296,0.10954257310565811,0.7783006116611597,0.016942399990512058,0.019909299997380003,0.0371912999835331,0.0741660000057891
3,-322.03789147914597,0.16220613080846438,0.0858608673488353,0.8075605807640543,0.023282599984668195,0.01663229998666793,0.056888399994932115,0.09701209998456761
4,-287.38929647792924,0.10759167140883003,0.06941426410357769,0.8352380043698,0.030553199991118163,0.02235300000756979,0.045737999986158684,0.09893370000645518
5,-261.9710883444972,0.08844521506173794,0.057838417539896124,0.850685525173529,0.02590290000080131,0.02583309999317862,0.03661760000977665,0.08848520001629367
6,-245.0449391624988,0.06461075261763313,0.04939817937401768,0.8550086234134606,0.024226899986388162,0.02499780000653118,0.048250599997118115,0.09756949997972697
7,-236.096355834266,0.03651813156728217,0.04301145865612624,0.8512375318185037,0.023502299998654053,0.020327200007159263,0.04479149999679066,0.08871739997994155
8,-229.44200916941827,0.02818487664214067,0.038014771636432534,0.8479765630546983,0.028717600012896582,0.024592100002337247,0.053669100016122684,0.10715190001064911
9,-214.9894084810134,0.06299021151672868,0.03399569476121056,0.850984868473139,0.027050300006521866,0.02163450000807643,0.040540499991038814,0.08964309998555109
10,-201.44121505003832,0.06301795761334719,0.029914810834488048,0.8551981751253833,0.02078959997743368,0.027149500005180016,0.03805899998405948,0.08611869998276234
11,-190.26885647615381,0.05546212859721521,0.02733954042076884,0.8587924584113931,0.021983300015563145,0.02146249997895211,0.08295999999972992,0.1264991999778431
12,-181.07212270847182,0.048335465603823645,0.025588347463184054,0.8616413528924012,0.017602100007934496,0.016517700016265735,0.04793880000943318,0.08220119998441078
13,-173.35685389542536,0.04260881629729461,0.0235831982291178,0.8639836789043223,0.01958980000927113,0.02396769999177195,0.04521599999861792,0.08891869999933988
14,-166.7745865066359,0.03796946726294482,0.02184920810475183,0.8660508258050991,0.018786000000545755,0.018000799987930804,0.03892359999008477,0.07580900000175461
15,-161.09880688867239,0.03403264092480707,0.020337170101774053,0.8680011759104809,0.02005349998944439,0.019358899997314438,0.03996880000340752,0.07950130000244826
16,-156.18460769431144,0.03050425567556756,0.019008799013739298,0.8699279468437885,0.028116100002080202,0.019924200023524463,0.03575740000815131,0.08389270000043325
17,-151.93915002862383,0.02718230514748886,0.01783388871594067,0.871878980704321,0.01881209999555722,0.019576699996832758,0.040161300014005974,0.07865840001613833
18,-148.29904765032845,0.0239576328919151,0.01678832575739775,0.8738740538943015,0.019329899980220944,0.021897200000239536,0.03932519999216311,0.08064969998667948
19,-145.20942616238938,0.020833724402762387,0.015852659685771844,0.8759164493168995,0.019270700024208054,0.018488000001525506,0.04046000001835637,0.07834559999173507
20,-142.60233970731215,0.017953975330511174,0.015011052474944532,0.8779966392936032,0.023179400013759732,0.02246089998516254,0.038832299993373454,0.08461479999823496
21,-140.37866441373257,0.015593540036885992,0.014250494150968759,0.8800830234339786,0.027116000012028962,0.02691789998789318,0.04092520000995137,0.09517259997664951
22,-138.41515812205543,0.013987213084533765,0.013560209675871189,0.8820877704097225,0.02472669997951016,0.023940500017488375,0.046088999981293455,0.09504290000768378
23,-136.665433310569,0.012641135806408655,0.0129312063837763,0.8837919704799342,0.022647500009043142,0.019883700006175786,0.04063479998148978,0.0832937000086531
24,-135.48583039541828,0.008631318736392574,0.012355925933769118,0.8847910046242484,0.020499700010987,0.020270700013497844,0.04021510001621209,0.081195899983868
25,-135.89868903449872,0.003047245884499533,0.011827967717724932,0.8848823389871421,0.025906299997586757,0.027198699972359464,0.04466710000997409,0.0979481999820564
26,-137.6975657893949,0.013236895570343056,0.011341873365420306,0.8847299350193838,0.03158339997753501,0.01871279999613762,0.03585909999674186,0.08625019999453798
27,-138.08708471549986,0.002828800377638592,0.010892979805522821,0.8847816994926339,0.028292300004977733,0.01865510002244264,0.05146509999758564,0.09856589999981225
28,-136.461798515032,0.011770008786965297,0.010477288187451323,0.8849213351186125,0.023725600010948256,0.02020040000206791,0.044322999980067834,0.08834919999935664
29,-133.90836717657805,0.01871169342805249,0.010091346263034335,0.8850883342013803,0.031807999999728054,0.022763900022255257,0.039838099997723475,0.09452250000322238
30,-131.11294019189646,0.020875670756222518,0.009732157731482576,0.8852790142071342,0.019045599998207763,0.0191839000035543,0.04177989999880083,0.0800992000149563
31,-128.32964582531946,0.0212282202084964,0.009397110626381894,0.8854917350443213,0.02463169998372905,0.026245699991704896,0.04398019998916425,0.0949450999905821
32,-125.63392319480991,0.021006234476630057,0.009083918055495537,0.8857227344575036,0.02157060001627542,0.025682600011350587,0.049443399999290705,0.09682669999892823
33,-123.04658681446747,0.020594249662413803,0.008790569078177485,0.8859686494410101,0.018713099998421967,0.017680899996776134,0.03824650001479313,0.07481600000755861
34,-120.57395531578744,0.020095084005932826,0.008515288197673004,0.8862271931790346,0.02329390001250431,0.026739499997347593,0.047733500017784536,0.09790930000599474
35,-118.21836471913643,0.019536479420299662,0.008256501881522944,0.8864969391555831,0.026527000009082258,0.0227428000071086,0.040324300003703684,0.0896921000094153
36,-115.98072189335721,0.018928047525402822,0.008012810725739871,0.8867769948812477,0.019268000003648922,0.018446300004143268,0.04235589999007061,0.0803126999817323
37,-113.86110017084162,0.018275638294996597,0.007782966160158666,0.8870667643760822,0.028255099983653054,0.024040200019953772,0.047348600026452914,0.09973369998624548
