qn_iter,eval_count,loglike,best_loglike,improvement,best_improvement,relative_loglike_change,aitken_loglike_limit,aitken_relative_gap,small_change_streak,max_ar_spectral_radius,min_h,max_h
1,76,-63.4314419952496,-63.4314415879461,0.3371752122653575,0.33717561956886044,0.005287478810589958,,,0,0.9927920709419545,0.005,0.8724600796337109
2,95,-63.25450362662845,-63.25450331118842,0.5141135808865087,0.5141138963265348,0.0027894426337399386,,,0,0.9927884872538979,0.005,0.8724600796337109
3,114,-62.55566899817091,-62.55566885563505,1.2129482093440487,1.2129483518799091,0.011047982173451905,-63.4914293695606,0.014958842042230447,0,0.9950854094312407,0.005,0.8724600796337109
4,133,-62.22430402401537,-62.224303565491994,1.5443131834995896,1.5443136420229635,0.005297121419406926,-61.925496367895654,0.004802105235349663,0,0.985767065624866,0.005,0.8724600796337109
5,152,-61.680660164234986,-61.68065988106813,2.087957043279971,2.0879573264468263,0.008736841147641651,-63.07292602905224,0.02257216218357773,0,0.9902193861194982,0.005,0.8724600796337109
6,171,-60.95277550508564,-60.95277526404786,2.815841702429317,2.815841943467099,0.011800857144058326,-63.82844733694704,0.04717868559769636,0,0.9904878934709493,0.005,0.8724600796337109
7,190,-60.223025116666506,-60.223025093372286,3.5455920908484515,3.5455921141426714,0.011972389811162037,-345.65330593032104,4.739554020421712,0,0.9953376488225308,0.005,0.8724600796337109
8,209,-59.12851139523675,-59.128511078625614,4.6401058122782075,4.640106128889343,0.018174339786309626,-62.41272386393664,0.05554363523118324,0,0.9977105844392816,0.005,0.8724600796337109
9,228,-58.261223162563,-58.26122279786721,5.507394044951958,5.507394409647745,0.014667851637198791,-54.95090404892668,0.056818565315728466,0,0.9971448261210202,0.005,0.8724600796337109
10,247,-56.8702342284121,-56.87023403209548,6.8983829791028555,6.898383175419475,0.02387503829553491,-60.56480673800169,0.06496496031211701,0,0.9951084450509168,0.005,0.8724600796337109
11,266,-55.66889663652567,-55.668896498372646,8.099720570989284,8.09972070914231,0.02112418927380197,-48.05907962997412,0.13669782349446769,0,0.9929417418550783,0.005,0.8724600796337109
12,285,-54.881988981171695,-54.881988740070646,8.886628226343262,8.88662846744431,0.014135499406281924,-53.38783133600793,0.027224917917540604,0,0.99162470062034,0.005,0.8724600796337109
13,323,-54.619034286144945,-54.61903372013718,9.149582921370012,9.149583487377775,0.004791274877391219,-54.48706600488278,0.0024161591830935006,0,0.9906198419998241,0.005,0.8724600796337109
14,342,-54.02056860789549,-54.0205683406151,9.748048599619466,9.748048866899858,0.010957090070727689,-55.088078126070755,0.019761167749338344,0,0.9918060041874426,0.005,0.8724600796337109
15,361,-53.74940135252629,-53.74940122523886,10.019215854988666,10.019215982276094,0.005019703834245956,-53.52473885724941,0.004179813907198461,0,0.9913827066180521,0.005,0.8724600796337109
