iteration,loglike,relative_loglike_change,min_h,max_h,filter_seconds,smoother_seconds,m_step_seconds,iteration_seconds
1,-783.535432218667,,0.4228988643159826,0.9590779055697064,0.012414900003932416,0.013067199994111434,0.022583699988899752,0.04814080000505783
2,-370.9895246459491,0.5265185090667166,0.30854973208989916,0.8594817962661444,0.013603600003989413,0.012317400018218905,0.023342300002695993,0.04935230000410229
3,-335.5423283792067,0.09554770124728217,0.25222283411118374,0.6743740812357121,0.013311300019267946,0.012307500001043081,0.023132900008931756,0.04883099999278784
4,-299.69989376486683,0.10681941317946998,0.181182837674232,0.6601376173046832,0.013665500009665266,0.01324259999091737,0.021766499994555488,0.04874649998964742
5,-233.78066180332365,0.21995080189538174,0.13577943649989124,0.8619724840077427,0.012914399994770065,0.014062900008866563,0.023851500009186566,0.050905899988720194
6,-168.8256603608915,0.2778459130938635,0.10614352561835338,0.9768439879115938,0.014013700012583286,0.013325199979590252,0.022963900002650917,0.0503747999900952
7,-129.36372046812184,0.23374373189723374,0.08164011207062437,0.9950648552732804,0.013112400018144399,0.012176299991551787,0.02343010000186041,0.048790200002258644
8,-108.51640113647605,0.16115275021626366,0.05914958832283081,0.9972731510247751,0.012682700005825609,0.01119509999989532,0.02387630002340302,0.047823800006881356
9,-94.89720229858638,0.1255035984907151,0.04648564870354087,0.9976645641941726,0.014339999994263053,0.013063799997325987,0.02461849999963306,0.05209909999393858
10,-85.28259424178204,0.10131603275882418,0.0387579008179474,0.9977512600166143,0.013683199998922646,0.014460999984294176,0.020962899987353012,0.04917239997303113
11,-78.41990832152248,0.08046994795682884,0.033815040907611955,0.9977592136351477,0.013481899979524314,0.011314800009131432,0.020919700007652864,0.04577869997592643
12,-73.54072216098237,0.06221871798849086,0.03053428701258371,0.9977374345681586,0.012312600010773167,0.01327669998863712,0.024793499993393198,0.0504588000185322
13,-69.4241151153918,0.0559772453223837,0.028287414618937416,0.9977045887864094,0.014437299978453666,0.013503000023774803,0.026186800008872524,0.05420260000391863
14,-66.00184449648712,0.04929512768317497,0.0267230743728517,0.9976617241248785,0.014071699988562614,0.012932800018461421,0.024638699978822842,0.05171649999101646
