qn_iter,eval_count,loglike,best_loglike,improvement,best_improvement,relative_loglike_change,aitken_loglike_limit,aitken_relative_gap,small_change_streak,max_ar_spectral_radius,min_h,max_h
1,76,-296.7559997434112,-296.75599929573326,0.3911520475369912,0.39115249521495343,0.0013163580575464447,,,0,0.9809654939098144,0.005,0.980137688340183
2,95,-296.6637402787203,-296.6637397113546,0.48341151222791723,0.4834120795936201,0.000310893342580092,,,0,1.0056959046647647,0.005,0.980137688340183
3,114,-296.56918603001776,-296.5691857498934,0.5779657609304536,0.5779660410548217,0.00031872533061742277,-300.46519798690224,0.013136941194187778,0,0.9955982691413378,0.005,0.980137688340183
4,133,-296.478188768149,-296.47818860617747,0.6689630227992325,0.668963184770746,0.000306833164587667,-294.150234785011,0.007852024436639087,0,0.98795038010958,0.005,0.980137688340183
5,152,-296.24445594545665,-296.24445560985595,0.9026958454915643,0.9026961810922671,0.0007883643099125748,-296.6271989149628,0.0012919835690582328,0,0.9738897330677817,0.005,0.980137688340183
6,171,-295.95689824836273,-295.9568977526204,1.1902535425854808,1.1902540383277938,0.000970677058499486,-297.4931661928268,0.005190850267577915,0,0.9742506675754601,0.005,0.980137688340183
7,190,-295.3305050670611,-295.330504684283,1.8166467238871178,1.8166471066651866,0.002116501372358542,-296.48849599737537,0.003921000067538987,0,0.9721679862510902,0.005,0.980137688340183
8,228,-294.9106683842585,-294.91066735313115,2.236483406689729,2.2364844378170687,0.0014215825172116173,-294.0573287822245,0.0028935528399471992,0,0.9873401020975775,0.005,0.980137688340183
9,247,-294.2547909910165,-294.2547906460603,2.892360799931737,2.8923611448879,0.002223986662928797,-296.0772526933438,0.006193481833174101,0,0.9907787903562362,0.005,0.980137688340183
10,266,-293.97391170545575,-293.97391150953916,3.1732400854924663,3.1732402814090506,0.0009545444769641986,-293.7635288490064,0.0007156514509361024,0,0.9930458766049266,0.005,0.980137688340183
11,285,-293.7934179905858,-293.7934177977382,3.35373380036242,3.353733993210028,0.0006139786820634533,-293.4688894663828,0.001104614686137736,0,0.994580396467195,0.005,0.980137688340183
12,304,-293.4521037278301,-293.4521033530172,3.695048063118122,3.695048437931007,0.0011617491810747072,-294.17648520452565,0.002468482820513026,0,0.9965070793184289,0.005,0.980137688340183
13,323,-292.7435957896047,-292.7435952311164,4.4035560013435315,4.403556559831827,0.0024143903867955697,-294.11067679361787,0.0046698920955924525,0,1.0001223670866493,0.005,0.980137688340183
14,342,-291.9914528877314,-291.9914524745526,5.15569890321683,5.155699316395612,0.0025692890047503045,-304.95626132445733,0.04440132856118505,0,0.9953074049617523,0.005,0.980137688340183
15,361,-291.79810250286334,-291.798101651911,5.349049288084871,5.349050139037217,0.0006621782348621762,-291.7312004413809,0.00022927517659845342,0,0.9959514000321992,0.005,0.980137688340183
16,380,-291.29343072850224,-291.29343060422605,5.85372106244597,5.853721186722169,0.001729523838682767,-292.11153577503154,0.0028085255629805303,0,1.0029431147399148,0.005,0.980137688340183
17,399,-291.20731352598386,-291.2073133796843,5.939838264964351,5.939838411263906,0.0002956372970822173,-291.18959499399665,6.0845078966853446e-05,0,1.0000464704107914,0.005,0.980137688340183
18,418,-290.97198449946205,-290.97198425924853,6.1751672914861615,6.175167531699685,0.0008081150973593687,-291.34313304009265,0.0012755473392706844,0,0.9947337801555244,0.005,0.980137688340183
