iteration,loglike,relative_loglike_change,min_h,max_h,filter_seconds,smoother_seconds,m_step_seconds,iteration_seconds
1,-652.3838257886675,,0.12931898670295608,0.8008238813924659,0.0207720999896992,0.016892499988898635,0.037627700017765164,0.07538900000508875
2,-372.5889012426752,0.4288808420529861,0.10593692245214467,0.7981704862536956,0.017294100020080805,0.017716199974529445,0.044622199988225475,0.07974470002227463
3,-312.82097389861656,0.16041252743900308,0.08777896972858516,0.8087376884722045,0.03267529999720864,0.017734399996697903,0.03781619999790564,0.08832629999960773
4,-273.71885300603935,0.12499839894127422,0.07357751032832854,0.8149317456270952,0.020714899990707636,0.021495699998922646,0.04893859999720007,0.09123550000367686
5,-244.6940165246353,0.1060388649252584,0.06255989824124247,0.8172163223340196,0.018740500003332272,0.034006499976385385,0.05732049999642186,0.11015480000060052
6,-222.7518463750008,0.08967187044978432,0.053986202124324506,0.817106478019697,0.020112400001380593,0.017228599986992776,0.04041469999356195,0.07784469999023713
7,-205.6759930223156,0.07665863888705175,0.04723624214345137,0.8153629537806327,0.022452999983215705,0.02418450001277961,0.04481530000339262,0.0915530999773182
8,-191.23275567469074,0.07022325326056787,0.04184147791051811,0.8124674594736633,0.026753900019684806,0.025779499992495403,0.05794750002678484,0.11059820000082254
9,-178.0408335581973,0.06898359054624738,0.037460888149742404,0.8089572548249088,0.025982199993450195,0.02439909998793155,0.07761560002109036,0.1280929000058677
10,-166.58996766559008,0.06431595305278219,0.033848431643199076,0.8053149325327588,0.01733159998548217,0.016640599991660565,0.04104040001402609,0.07510389998788014
11,-157.08467769790823,0.057057997554586286,0.030824025573428407,0.8106930582840481,0.024164100002963096,0.021521499991649762,0.05692669999552891,0.10277290001977235
12,-147.1801721261547,0.06305201574657095,0.02781830809681468,0.8217104745531968,0.026466599985724315,0.02662129999953322,0.05329049998545088,0.10652040000422858
13,-135.00353501611517,0.08273286363330515,0.023899936392921314,0.8250263297457872,0.0242996999877505,0.02451180000207387,0.050738399993861094,0.09980860000359826
14,-122.27945062660623,0.09425000899413542,0.02092265382126509,0.8228903906250665,0.1127072999952361,0.020469299983233213,0.036054199998034164,0.16932789998827502
15,-110.64636580708414,0.09513523948553712,0.018613175811689028,0.8478614354549731,0.01910679999855347,0.022364100004779175,0.04217259999131784,0.08378280000761151
16,-100.36938989585008,0.09288127844300222,0.016700638498620024,0.8768450904931229,0.028988800011575222,0.02280930001870729,0.05332269999780692,0.10526800001389347
17,-91.75969696282975,0.08578006643214943,0.015044920564906727,0.9012890529996871,0.02892979999887757,0.021506699995370582,0.03983619998325594,0.09038029998191632
18,-82.39541642447205,0.10205221734931198,0.013632030833481551,0.9169490741032472,0.01953630000934936,0.015818199986824766,0.03538710001157597,0.07082560000708327
19,-72.0544523346851,0.1255041182935949,0.012469329554161124,0.9255492372182813,0.023109200003091246,0.024564399995142594,0.0472660000086762,0.0950336999958381
20,-62.16991773031247,0.13718145491495845,0.011524223666961942,0.9302800500127854,0.016311800020048395,0.01710199998342432,0.03520849999040365,0.06871620001038536
21,-53.70393515276065,0.13617490398292778,0.010748650405633501,0.9331123418404245,0.0181291000044439,0.01675380000961013,0.03527689998736605,0.07027319999178872
22,-46.95692608697381,0.1256334204671408,0.010100720976031537,0.9349262125105041,0.024854500021319836,0.026340400014305487,0.037952199985738844,0.08924470000783913
23,-41.62447765933828,0.11356042381817634,0.009547619975505496,0.936126224991156,0.017351899994537234,0.016658400010783225,0.038112000009277835,0.07222999999066815
24,-37.22545518044266,0.10568354790894827,0.009055621073400645,0.9369396112839397,0.01666500000283122,0.020516699994914234,0.04159320000326261,0.07887220001430251
25,-33.41592179678201,0.10233678447166673,0.007900738947179322,0.9375044946320241,0.024032199988141656,0.02355320000788197,0.03298960000392981,0.08069000000250526
26,-29.994164297836562,0.10239901564753379,0.00704735752421629,0.9379039205230142,0.023673499992582947,0.02238390001002699,0.04738340000039898,0.09352600001147948
27,-26.833217820726233,0.10538538249383143,0.006396953643377764,0.9381884648847458,0.02233959999284707,0.02678719998220913,0.03380999999353662,0.08302479999838397
28,-23.843644933540986,0.11141313379404211,0.005886104097573553,0.9383903893312068,0.01753630000166595,0.018923900002846494,0.05196829998749308,0.08858430001419038
29,-20.95731425783468,0.12105240971971071,0.005472913062756185,0.9385314971986843,0.020292500004870817,0.017671799985691905,0.037283999990904704,0.07533330001751892
30,-18.11880942623018,0.1354422039333286,0.00512902002791457,0.938627416395008,0.01745779998600483,0.017687899991869926,0.03426030001719482,0.06949049999821
31,-15.279834952518998,0.15668659054392745,0.005,0.9386900581499484,0.017411099979653955,0.01574040000559762,0.0332664999878034,0.06650059999083169
32,-12.50175799893041,0.1818132828149823,0.005,0.9386981380869697,0.016356099979020655,0.015986900019925088,0.035864300007233396,0.06829689998994581
33,-10.046373856068257,0.19640310931248417,0.005,0.9386772891520997,0.017207999975653365,0.016551800013985485,0.03262640000320971,0.06647099999827333
34,-7.96994679892447,0.20668423123529037,0.005,0.9386570979958111,0.016425900015747175,0.015569199982564896,0.03425190001144074,0.06633490000967868
35,-6.169642353137727,0.225886632772717,0.005,0.9386372664331843,0.020566899998812005,0.018136899976525456,0.0354016000055708,0.07420169998658821
36,-4.58790076731046,0.25637492342207363,0.005,0.938617164590064,0.01930059998994693,0.015320800011977553,0.036133899993728846,0.07085250000818633
37,-3.189550260537997,0.3047909224052835,0.005,0.9385960852935209,0.020350899983895943,0.01815089999581687,0.03634039999451488,0.07495449998532422
38,-1.9527610611188173,0.38776288140716253,0.005,0.9385731700349923,0.020048300008056685,0.01712739997310564,0.03908790001878515,0.07635570000275038
39,-0.864545652938773,0.5572701288689978,0.005,0.9385474318688946,0.019294300000183284,0.0246880000049714,0.046348400006536394,0.09047279998776503
40,0.08180978756288937,0.9463554405016623,0.005,0.9385177828814101,0.031394499994348735,0.021519200003240258,0.03872759998193942,0.09173899999586865
41,0.8883709577381786,0.8065611701752893,0.005,0.9384830530032368,0.020221700018737465,0.020050999999511987,0.04818889999296516,0.08857300001545809
42,1.5537088233913305,0.6653378656531519,0.005,0.9384420048548497,0.028079699986847118,0.019593300006818026,0.04103270001360215,0.08880030000000261
43,2.073867695632785,0.33478529851306815,0.005,0.9383933517631885,0.02355760001228191,0.02053489998797886,0.05229649998364039,0.09654460000456311
44,2.4433754770239204,0.17817326638977807,0.005,0.9383357865229142,0.028356800001347438,0.021145799983059987,0.08519680000608787,0.13479899999219924
45,2.6518712062091065,0.08533102306450993,0.005,0.9382679188225186,0.01940449999528937,0.024162600020645186,0.04577520000748336,0.08944559999508783
46,2.702312590308848,0.01902105350427192,0.005,0.9381883668836876,0.020199599995976314,0.025690399983432144,0.04558440000982955,0.09157309998408891
47,2.596704731725355,0.039080548624251955,0.005,0.9380962732727041,0.01912000001175329,0.020824599982006475,0.05487280001398176,0.09491510002408177
48,2.3416007223926076,0.09824143893450908,0.005,0.937991047835236,0.019231600017519668,0.0163911999843549,0.04528849999769591,0.08114439999917522
49,1.9545094582487685,0.165310533278413,0.005,0.9378725159701375,0.02459169999929145,0.020528699998976663,0.04663220001384616,0.09186049998970702
50,1.4672249446284589,0.2493129473299732,0.005,0.9377410243985178,0.021167200000490993,0.019293099991045892,0.04525850000209175,0.08581350001622923
51,0.9262335931077814,0.3687173895872327,0.005,0.9375974295046828,0.025793800014071167,0.020138299994869158,0.05214189999969676,0.098289300018223
52,0.38834916064929104,0.5378844324584904,0.005,0.9374429463053678,0.05726979998871684,0.020457600010558963,0.0390688999905251,0.11689159998786636
53,-0.08896495897313095,0.477314119622422,0.005,0.9372788899342154,0.026913100009551272,0.01946219999808818,0.04613609999069013,0.09264510002685711
54,-0.4596998679830886,0.37073490900995765,0.005,0.9371064035587365,0.03241429998888634,0.033996300015132874,0.03654370000003837,0.1030480999907013
55,-0.6982637055628,0.23856383757971145,0.005,0.9369262783133414,0.023772999993525445,0.026153800019528717,0.04937880000215955,0.09939300001133233
56,-0.8010529891849902,0.1027892836221902,0.005,0.9367389129527475,0.01832910001394339,0.01867570000467822,0.041627900005551055,0.07872920000227168
57,-0.781063112707681,0.01998987647730921,0.005,0.9365443826676432,0.019944900006521493,0.018754899996565655,0.05215259999386035,0.09093960002064705
58,-0.6596264248449586,0.12143668786272244,0.005,0.93634254878177,0.03221870001289062,0.020987399999285117,0.044745399995008484,0.09805110000888817
59,-0.4593338705732304,0.2002925542717282,0.005,0.9361331543550195,0.023063200002070516,0.018492400005925447,0.03939099999843165,0.08104970000567846
60,-0.19990096442018235,0.25943290615304804,0.005,0.9359158840963034,0.022208799986401573,0.01896889999625273,0.03823130001546815,0.07950180000625551
61,0.10328895106805014,0.3031899154882325,0.005,0.9356903918611217,0.021896200021728873,0.024470399977872148,0.04048739999416284,0.08694430001196451
62,0.4390147587765032,0.33572580770845306,0.005,0.9354563080353854,0.025215800007572398,0.022790599992731586,0.04206740000518039,0.0901818000129424
63,0.7993755389941342,0.36036078021763096,0.005,0.9352132379325103,0.01889920001849532,0.018494499992812052,0.034842299995943904,0.07235709999804385
64,1.1788547651205104,0.3794792261263762,0.005,0.9349607579150249,0.023857899999711663,0.020892500004265457,0.04020050002145581,0.0850522999826353
65,1.5735423041620287,0.3348059071561464,0.005,0.9346984120564049,0.019150600011926144,0.02312040000106208,0.04526500002248213,0.08770370000274852
66,1.9805717067631097,0.25867077200561167,0.005,0.9344257097718712,0.025406100001418963,0.027473900001496077,0.051117399998474866,0.10409229999640957
67,2.3977439127334073,0.21063221520623002,0.005,0.9341421236862588,0.028076799993868917,0.021565500006545335,0.04244610000750981,0.09218589999363758
