,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
macro,4.240012875703077,-8.323670724290011,9.859055661345131,-7.474084617262709,3.4435906101258427,-0.749552011613864
real,0.5820155656401085,1.6985597137097923,-0.0590302012834355,-1.6558875324793374,-0.465254633960499,0.8963671491237525
nominal,3.4589771905538687,-4.982748245608416,4.987512924547645,-4.877768168149461,3.430362592310777,-1.018415716261003
