month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)_去季节性
2010-01,,3.7649865432172898,,4.852149209553798,,0.45675002516624086,,-0.8842607906763141,0.8255216745419347,0.8978643412320402,-2.6897036420754197
2010-02,,1.1453910905515705,,0.9490012741491982,0.7070687814940707,2.8308648140944435,1.986242115387785,0.0769253632501801,1.0847273504509014,0.8978643412320402,-1.3952226599596453
2010-03,3.2800384270159264,2.261006009764264,,2.139699391272931,2.6517702080757135,1.6291523900690568,-0.4885427548784127,-0.16337117523144365,1.2106964639767546,0.8978643412320402,-1.4035610070686482
2010-04,,3.115011650267239,,2.138985400796942,2.670695622853483,1.7757026856819087,0.6528855125034572,0.15702420941072098,1.4287199296945772,0.8978643412320402,-1.6665494365460625
2010-05,,2.3924997270693003,,1.8295895278685288,2.6078767359698443,1.8218162016994492,-0.1700502582295231,0.39732074789234473,1.5062393841720254,0.8978643412320402,-1.7091739467272988
2010-06,2.1903246638877114,1.0528313445882473,,1.1631984169457918,1.3740189409592547,1.717082567436768,-0.5022046507346345,0.23712305557126223,1.3318206115977673,0.8978643412320402,-1.092771195944118
2010-07,,0.24008361069212888,,1.0917993693469275,1.3369661543222997,1.6139334349702532,1.5604436076182475,0.5575184402134269,0.9514907880677878,0.8978643412320402,-1.2046806928294709
2010-08,,0.5359494029596432,,1.210797782011702,1.4759141042108797,1.746392626559338,0.5766665815790589,0.7177161325345094,0.8255216745419347,0.8978643412320402,-1.350854587132652
2010-09,1.6091439902193312,1.8388302648320112,,1.0679996868139727,0.3439514724519154,1.8753568866986479,0.0232126553893615,0.7978149786950506,0.8279441574943549,0.8978643412320402,-1.1091288459471789
2010-10,,2.7652616795616076,,1.0204003217480626,0.30504604648311284,1.8167367684535074,0.8827521981057972,1.4386057479793801,0.9999404471161927,0.8978643412320402,-0.9571491478902792
2010-11,,3.0711777411150507,,1.0679996868139727,-0.518391925744919,1.8343228039270492,1.3517351783274474,1.9992976711031678,1.2470337082630583,0.8978643412320402,-1.4946812824364093
2010-12,1.6091439902193312,2.2587162695782896,,1.1155990518798822,,1.8761189482358351,0.8463260018631439,1.598803440300462,1.215541429881595,0.8978643412320402,-0.5359158046383773
2011-01,,1.606919595759402,,1.0679996868139727,,2.186039116889026,,1.839099978782086,1.3778477876937518,0.8978643412320402,0.3659627429903029
2011-02,,1.2942232938245304,,1.4487946073412508,1.6852623487096736,-0.23687047226524902,2.3972282730739,1.8743434710927238,1.5304642136962279,0.8978643412320402,2.1045218796418523
2011-03,1.7544391586364259,0.9959322819441203,,1.4249949248082958,1.23877626973437,1.464312324463129,-0.21303182569871923,2.2259774057374995,1.5498440773155897,0.8978643412320402,0.00488061472671714
2011-04,,1.399720507546395,,1.0917993693469275,0.8349008953915645,1.371693123836989,1.3092344066387915,2.194738855734889,1.4311424126469976,0.8978643412320402,-0.7679920056498223
2011-05,,0.9785937959762017,,1.0679996868139727,0.7533847647902641,1.306686050608449,0.28388245277979646,2.3317078826694138,1.4238749637897368,0.8978643412320402,0.27609534335924607
2011-06,1.6091439902193312,0.1598381249504982,,1.4963939724071602,1.162818057128613,1.5373189921279924,-1.2280512292671566,3.00453819041796,1.5038169012196052,0.8978643412320402,1.4795849751287762
2011-07,,-0.13199689749026572,,1.2345974645446567,0.942353976638733,1.3946719170884934,1.8555953466964392,3.0053071393411015,1.6055611852212557,0.8978643412320402,2.314285896461769
2011-08,,-0.05937941013219135,,1.1155990518798822,0.4384360783761497,1.3360517988433527,1.103291347362079,2.841136544250456,1.5353091796010683,0.8978643412320402,1.59307718263344
2011-09,1.1732584849680454,-0.09598837771643653,,1.186998099478747,1.0090489925852513,1.5412222127013453,0.25335553383230097,2.7738535134756015,1.3584679240743898,0.8978643412320402,1.1877168356666783
2011-10,,-0.4346306908069892,,1.0442000042810176,0.8571325673737371,1.4092495680936947,1.4639095990852578,2.315688113437306,0.9902505153065116,0.8978643412320402,1.3133082616166603
2011-11,,-1.395276679106416,,0.8538025440173787,0.5903525035876638,1.4239819762110641,0.9216197847873974,1.2984327671984326,0.43792440215469436,0.8978643412320402,0.851811705721667
2011-12,0.7373729797167585,-0.4202633893349472,,0.9490012741491982,,1.6584624491916276,0.029400787974030312,1.1742795556495942,0.18840865805540832,0.8978643412320402,0.41260696564746957
2012-01,,-0.179066843516091,,-1.43096697914629,,0.1929594930631072,,1.518704594139921,-0.04414970537693585,0.8978643412320402,1.4584288915642043
2012-02,,0.40123007418678125,2.8443757940343177,2.971974289450363,2.996930995657868,1.16019144410793,1.6982561913584104,0.477419594052886,-0.21372351204635348,0.8978643412320402,1.169640751268451
2012-03,0.3014874744654728,0.7726839770346856,3.4904802220760196,0.7348041313526043,0.05308709735182133,0.8084707346370854,-0.774439133941379,0.7978149786950506,-0.29851041538106227,0.8978643412320402,0.8696489565507319
2012-04,,1.6973849140923096,1.785188207080695,0.11601238549577743,-0.5527259641623871,0.4798686273997593,0.31259655742054415,0.6376172863739681,-0.3905647675730319,0.8978643412320402,0.6364885189091277
2012-05,,-0.21206383020746214,1.043756896213156,0.1874114330946418,-0.28038798238077045,0.3962528907348909,-0.4131181343698078,0.3172219017318035,-0.5601385742424495,0.22800191907547704,0.5144910220974516
2012-06,0.010897137631282562,-0.3610745865048511,3.2680508288157655,0.16361175056168703,-0.4575066014791419,0.36881984779852944,-0.6735451522088519,-0.3235688675525258,-0.7248674150070267,0.22800191907547704,-0.9173286905326018
2012-07,,-0.5784935073091403,1.1496756549085196,0.0922127029628222,-0.4092216331010609,0.1929594930631072,1.4655116595329918,-0.6439642521946906,-0.9162435682482265,0.301435642179683,0.3726486297133938
2012-08,,-1.3244531379523299,1.8911069657760586,0.02081365536395782,-0.5823681934719508,0.22226955218567748,0.3235685383457976,-0.4837665598736083,-1.0640150283458618,0.301435642179683,0.686247268243301
2012-09,-0.1343980307858129,-1.1378138006271457,-0.7568620016079982,0.0922127029628222,-0.7046423893739012,0.5153701434113814,0.017747369364458403,-0.5638654060341495,-1.0809724090128037,0.301435642179683,0.32598338664946297
2012-10,,-0.5834628940799439,1.1496756549085196,0.1874114330946418,-0.12476627850556098,0.6033003207790928,0.8114286281556153,-0.7240630983552319,-0.8895962557716037,0.301435642179683,0.31555945821355635
