month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)
2008-01,,0.7220826012038531,,1.2016999630378309,,1.7667203575318635,,2.1654757621846863,1.0655584558427624,0.5777287571961437,-0.5338302953418365
2008-02,,0.9392029279557815,,1.2016999630378309,,1.214844082050133,1.6827118563682197,2.9389671165523876,1.168937419486277,0.5777287571961437,-0.03833709936127489
2008-03,2.035786997895109,2.2822012342906,,1.7386121751091748,,1.8455598254578252,-0.21669720798120187,2.7455942779604627,1.433348999574497,0.5777287571961437,-0.135264571875148
2008-04,,2.872160501060231,,1.2688139895467487,,1.9769589386677613,0.07876753233243658,2.7465611421534226,1.4671459684579535,0.5777287571961437,-0.17927072671651012
2008-05,,1.1968391746567206,,1.3359280160556668,,1.8718396480998127,-0.44629423041436495,2.4555350200725745,1.4870265383893988,0.5777287571961437,0.05372300759385999
2008-06,1.6648007568208298,0.47261113398299953,,1.3359280160556668,,2.2397571650876333,-0.5537715507999424,2.1654757621846863,1.6102860719643586,0.5777287571961437,0.39805968068104086
2008-07,,-0.9976713587608209,,1.0451005678503555,,2.2925796085980275,1.4225710527347772,1.7787300850008356,1.846864854148555,0.5777287571961437,0.03803430870906162
2008-08,,-1.198538464448918,,0.6200450666272088,,2.2923168103716076,0.9187371739797106,1.101925149929097,1.8469244958583493,0.5777287571961437,0.2355902771108821
2008-09,0.7373351541351304,-0.28624865863204896,,0.3068462762522583,,2.2923168103716076,0.20585331920538583,0.9568955209851526,1.6679397247655494,0.5777287571961437,0.03014080163090092
2008-10,,-2.5710764011267635,,-0.40903667317620007,,1.9769589386677613,0.5248490312423898,0.6668362630972647,1.1629732485068434,0.5777287571961437,0.29258043293799374
2008-11,,-4.016042370080357,,-0.991138996430215,,1.661601066963915,0.7785726335282731,-0.10665509127043675,0.24846703166036876,0.5777287571961437,-0.17692062370199158
2008-12,-0.7466098101619888,-4.162051743097541,,-0.9683202274171828,,1.1885642594081454,0.23912289686030527,-0.6867736070462128,-0.373794807193863,0.5777287571961437,-1.058639317740644
2009-01,,-2.48267099890411,,-2.898967056657056,,1.0571651461982092,,-0.7834600263421755,-0.8131554026787997,0.5777287571961437,-1.9158580564154108
2009-02,,-0.8920848435344819,,0.21736090757370097,,-0.7561426160989075,1.8540580946490126,-2.0403834771896907,-1.035817785910985,0.5777287571961437,-2.040842528278825
2009-03,-1.1794270914153147,-0.21500936319612354,,-0.3866653310065604,,0.058531885802695555,0.011496551948307569,-1.8470106385977652,-1.3399905058620951,0.5777287571961437,-2.0161617148753432
2009-04,,0.8294422323160905,,-0.6103787527029538,,0.08481170844468312,0.7311479947923527,-1.992040267541709,-1.4592739254507656,0.5777287571961437,-2.023555864494178
2009-05,,1.113598821407165,,-0.2524372779887246,,0.18993099901263155,0.5590456501850186,-1.9436970578937274,-1.5785573450394363,0.5777287571961437,-2.0235583618072246
2009-06,-0.06646836819247617,0.9720532534803454,,0.15024688106478284,,0.13737135372865733,-0.1161120473474424,-2.088726686837672,-1.6978407646281068,0.5777287571961437,-2.0210417274437464
2009-07,,1.041717295853336,,0.1726182232344225,-0.19049138559630419,0.18993099901263155,1.4769210095261798,-2.0892101189341514,-1.710445045964643,0.5777287571961437,-1.7308184107038462
2009-08,,1.1321914265386912,,0.5081883557790122,0.1713251245162261,0.24249064429660622,1.340599731112973,-1.8470106385977652,-1.709769106586974,0.5777287571961437,-1.3323826816725137
2009-09,1.417476596104643,1.0039768167360892,,0.8661298304932412,0.5005455526366364,0.2745917104520197,0.6638743281706556,-1.6536378000058396,-1.5368081481834017,0.5777287571961437,-1.5079905806191438
2009-10,,1.8406623210997823,,1.3582993582253065,1.4181252607148096,0.456645707400839,1.0757712716739765,-1.5086081710618957,-1.3101696509649274,0.5777287571961437,-1.3188702728141817
2009-11,,1.8207711997786122,,1.8967775642485256,2.741526189594877,0.3509748033556349,0.8129344187961254,-0.9768328649341008,-0.560672164549447,0.5777287571961437,-1.5523617873335316
2009-12,2.2212801184322495,2.2474554571183827,,1.8952115702966497,,0.804195573446441,0.3772399064243022,-0.3483711395103435,0.19081337885917793,0.5777287571961437,-1.5241793730134288
2010-01,,1.8874475466976564,,4.288945182448057,,-0.12542687269121464,,-0.5417439781022688,0.7116843110630396,0.5777287571961437,-1.540797387801686
2010-02,,0.3565204552088799,,0.6200450666272088,0.549439675624816,2.0032387613097487,1.8630568169522015,0.03837453767350741,0.9244064093295021,0.5777287571961437,-1.043017178820418
2010-03,2.406773238969389,0.9087354056729032,,1.8057262016180928,2.2602326524700684,0.9257660329882733,-0.29438072392508247,-0.10665509127043675,1.0277853729730169,0.5777287571961437,-1.3190865739222515
2010-04,,1.7450861180612236,,1.7386121751091748,2.59321401653073,1.0571651461982092,0.07873110155070559,0.08671774732148858,1.2067105023560227,0.5777287571961437,-1.3661926200746763
2010-05,,1.4465602344053936,,1.4477847269038633,2.221618681820564,1.0985111911608483,-0.4479496485969658,0.23174737626543274,1.270328326136647,0.5777287571961437,-1.3079537025741668
2010-06,1.4793076362836894,0.5142313106077788,,0.8213871461539624,1.1361691514829733,1.0046055009142352,-0.9054293752935939,0.13506095696946996,1.1271882226302423,0.5777287571961437,-0.607491040968716
2010-07,,0.16769358673298518,,0.7542731196450446,1.1035730694908532,0.912120497879648,0.8997412661885089,0.3284337955613953,0.8150632747065542,0.5777287571961437,-0.5387967412291631
2010-08,,0.1749273641687817,,0.8661298304932412,1.2258083769613026,1.0308853235562216,0.6015404251669474,0.42512021485735807,0.7116843110630396,0.5777287571961437,-1.2659615151306283
2010-09,0.9846593148513171,0.7958759336121956,,0.7319017774754054,0.22999807210204173,1.1465165431809656,-0.23827478870457608,0.47346342450533946,0.7136723680561842,0.5777287571961437,-0.7865247276653682
2010-10,,1.6325614379758886,,0.6871590931361266,0.19577218601031576,1.0939568978969916,0.4712130242689653,0.8602091016891903,0.8548244145694444,0.5777287571961437,-0.6410780613220737
