month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)
2016-07,,50.36798014946238,52.6,6.0,8.168144,10.2,-27.43050406269584,1.765113,-1.7,2.25,2.4618399999999996
2016-08,,50.3853606077459,52.7,6.3,8.279983,10.6,-7.43213534379165,1.339773,-0.8,2.25,2.490638709677419
2016-09,6.7,49.77730182424168,52.3,6.1,6.871408,10.7,-4.2765610953328625,1.920226,0.1,2.25,2.481170967741935
2016-10,,51.68759003591056,52.6,6.1,6.986335,10.0,-11.818131417855417,2.095947,1.2,2.25,2.529173333333333
2016-11,,52.13979802027234,53.7,6.2,6.966866,10.8,-9.118277280333979,2.252258,3.3,2.25,2.7168999999999994
2016-12,6.8,51.46498410053933,53.2,6.0,6.879046,10.9,-0.5300152383478789,2.076545,5.5,2.25,2.9143533333333336
2017-01,,51.3,53.5,2.93725,,,,2.549055,6.9,2.25,2.778103225806452
2017-02,,51.721670844190186,53.2,10.322581,17.212391,9.5,-23.94873300017415,0.8,7.8,2.35,2.759290322580645
2017-03,7.0,50.14846711284239,54.2,7.6,7.892457,10.9,9.826696869201271,0.9,7.6,2.45,3.164078571428572
2017-04,,50.95795092625417,52.6,6.5,6.023428,10.7,-16.53232717453914,1.2,6.4,2.45,3.2884774193548383
2017-05,,52.040688512047836,53.5,6.5,5.054293,10.7,-2.1437767346368126,1.5,5.5,2.45,3.5392000000000006
2017-06,7.0,52.1005996911788,53.8,7.6,6.513623,11.0,4.934561714967067,1.5,5.5,2.45,3.249845161290322
2017-07,,51.86798014946238,53.1,6.4,9.936585,10.4,-27.436407398324206,1.4,5.5,2.45,3.2946266666666664
2017-08,,51.685360607745906,52.6,6.0,6.430298,10.1,-7.4896696423974305,1.8,6.3,2.45,3.43353870967742
2017-09,6.9,51.77730182424168,54.4,6.6,7.199605,10.3,-6.470455221005633,1.6,6.9,2.45,3.5058483870967745
2017-10,,52.08759003591056,53.5,6.2,4.96278,10.0,-17.388868062544237,1.9,6.9,2.45,3.353063333333333
2017-11,,52.23979802027233,53.6,6.1,4.641953,10.2,-11.927320901897199,1.7,5.8,2.45,3.317370967741935
2017-12,6.8,51.664984100539336,53.4,6.2,7.37,9.994,-12.366837060603707,1.8,4.9,2.5,3.4343266666666663
2018-01,,51.3,54.4,15.434501,,,,1.5,4.3,2.5,3.7107645161290326
2018-02,,50.42167084419018,53.8,-2.119883,2.03,9.7,-22.99591812450316,2.9,3.7,2.5,3.071948387096776
2018-03,6.9,49.84846711284239,53.6,6.0,3.64,10.1,7.63151694002768,2.1,3.1,2.5,3.126139285714286
2018-04,,51.157950926254166,53.8,7.0,7.82,9.4,-19.925401331083293,1.8,3.4,2.55,3.2342677419354833
2018-05,,52.74068851204783,54.0,6.8,11.4,8.5,-7.158439745160276,1.8,4.1,2.55,3.476316666666667
2018-06,6.9,51.9005996911788,54.0,6.0,7.98,9.0,2.1843814861922723,1.9,4.7,2.55,3.1936967741935494
2018-07,,51.66798014946239,53.0,6.0,6.82,8.8,-32.31671272120995,2.1,4.6,2.55,3.0592933333333336
2018-08,,51.2853606077459,53.4,6.1,8.82,9.0,-9.377821033601801,2.3,4.1,2.55,2.560900000000001
2018-09,6.7,50.17730182424168,53.4,5.8,8.0,9.2,-3.8466175026084244,2.5,3.6,2.55,2.6624
2018-10,,50.68759003591056,52.1,5.9,6.73,8.6,-15.677917010892688,2.5,3.3,2.55,2.7917066666666672
2018-11,,50.439798020272335,52.4,5.4,6.32,8.1,-7.457030227800008,2.2,2.7,2.55,2.628116129032258
2018-12,6.5,49.46498410053933,52.3,5.7,8.78,8.160814,-70.93279949516455,1.9,0.9,2.55,2.7453566666666664
2019-01,,49.5,53.6,6.797753,,,,1.7,0.1,2.55,2.9213161290322582
2019-02,,49.32167084419019,53.5,3.360717,7.18,8.2,-20.79914466537479,1.5,0.1,2.55,2.481293548387096
2019-03,6.4,48.84846711284239,53.6,8.5,7.5,8.7,-0.2600330187652915,2.3,0.4,2.55,2.631171428571428
2019-04,,49.85795092625417,53.3,5.4,5.84,7.2,-26.23520772083081,2.5,0.9,2.55,2.812977419354839
2019-05,,50.24068851204783,53.5,5.0,2.35,8.6,-13.862459556622904,2.7,0.6,2.55,2.622640000000001
2019-06,6.1,49.800599691178796,53.4,6.3,5.51,9.8,-2.462773008477896,2.7,0.0,2.55,2.6122225806451613
2019-07,,50.16798014946239,52.9,4.8,2.69,7.6,-47.114300038759815,2.8,-0.3,2.55,2.4657199999999992
2019-08,,49.4853606077459,52.5,4.4,3.59,7.5,-25.411468915723873,2.8,-0.8,2.55,2.7843741935483868
2019-09,6.0,49.17730182424168,53.0,5.8,4.41,7.8,-22.142169606177884,3.0,-1.2,2.55,2.7766064516129045
2019-10,,49.787590035910554,51.4,4.7,5.03,7.2,-42.61316497917656,3.8,-1.6,2.55,2.7312433333333335
2019-11,,50.63979802027234,53.5,6.2,4.71,8.0,-75.8196463852673,4.5,-1.4,2.5,2.7754096774193546
2019-12,5.9,50.26498410053934,53.0,6.9,13.77,8.0,-88.21654161420688,4.5,-0.5,2.5,2.583346666666667
2020-01,,50.0,53.1,-4.313519,,,,5.4,0.1,2.5,2.6516322580645157
2020-02,,35.82167084419019,30.1,-25.867052,-10.09,-20.5,26.37187606659334,5.2,-0.4,2.4,2.4665129032258064
2020-03,-6.8,50.34846711284239,51.8,-1.1,-4.17,-15.8,-14.719539115250305,4.3,-1.5,2.4,2.1843965517241384
2020-04,,50.557950926254165,52.1,3.9,0.69,-7.5,-29.82391966910707,3.3,-3.1,2.2,1.6948516129032263
2020-05,,51.440688512047835,52.3,4.4,4.61,-2.8,-13.420817593294695,2.4,-3.7,2.2,1.5607066666666667
2020-06,3.2,51.300599691178796,53.4,4.8,6.07,-1.8,-1.3279698687798316,2.5,-3.0,2.2,1.8857903225806447
2020-07,,51.567980149462386,53.1,4.8,2.29,-1.1,-49.99325168892625,2.7,-2.4,2.2,2.285493333333333
2020-08,,50.9853606077459,54.3,5.6,7.73,0.5,-14.22173271802843,2.4,-2.0,2.2,2.267309677419355
2020-09,4.9,50.877301824241684,55.2,6.9,7.22,3.3,-12.670662385400783,1.7,-2.1,2.2,2.403758064516129
2020-10,,51.887590035910556,55.5,6.9,6.59,4.3,-38.166682639160555,0.5,-2.1,2.2,2.4087566666666667
2020-11,,52.539798020272336,55.7,7.0,9.38,5.0,-78.68625280971253,-0.5,-1.5,2.2,2.737061290322581
2020-12,6.5,51.96498410053933,54.8,7.3,17.25,4.6,-32.28690942082677,0.2,-0.4,2.2,2.390023333333333
2021-01,,51.3,51.1,25.398571,26.16,,,-0.3,0.3,2.2,2.271487096774193
2021-02,,50.721670844190186,50.8,52.339181,18.53,33.8,154.7072072072072,-0.2,1.7,2.2,2.7744419354838716
2021-03,18.9,50.24846711284239,55.2,14.1,20.73,34.2,24.283657764430977,0.4,4.4,2.2,2.167682142857143
2021-04,,50.85795092625417,54.4,9.8,14.17,17.7,-28.134128305333533,0.9,6.8,2.2,2.1687322580645163
2021-05,,51.840688512047834,54.3,8.8,13.47,12.4,-34.05766146494466,1.3,9.0,2.2,2.1630733333333336
2021-06,8.1,51.300599691178796,52.3,8.3,10.75,12.1,-35.27909730003929,1.1,8.8,2.2,2.2508741935483876
2021-07,,50.86798014946238,52.5,6.4,13.68,8.5,-51.79215288193898,1.0,9.0,2.2,2.360696666666667
2021-08,,50.085360607745905,45.2,5.3,4.3,2.5,-20.66254257575558,0.8,9.5,2.2,2.2243548387096768
2021-09,5.5,48.977301824241685,52.4,3.1,7.63,4.4,-21.582867698743392,0.7,10.7,2.2,2.2851290322580646
2021-10,,49.68759003591056,51.6,3.5,6.11,4.9,-32.174529000173585,1.5,13.5,2.2,2.32953
2021-11,,50.539798020272336,51.1,3.8,3.1,3.9,-8.233143891156068,2.3,12.9,2.2,2.2375806451612905
2021-12,4.5,50.36498410053933,52.0,4.3,-2.18,1.7,193.20924621278664,1.5,10.3,2.2,2.3321266666666673
2022-01,,50.1,50.3,3.857957,-1.27,,,0.9,9.1,2.1,2.4648774193548393
2022-02,,50.32167084419019,50.5,12.795905,16.94,6.7,162.38176461466892,0.9,8.8,2.1,2.245132258064516
2022-03,4.8,47.84846711284239,46.7,5.0,3.5,-3.525412,-8.422653333666545,1.5,8.3,2.1,2.235114285714286
2022-04,,47.157950926254166,40.0,-2.9,-1.3,-11.1,-26.31725806424875,2.1,8.0,2.1,2.2211354838709676
2022-05,,50.440688512047835,47.1,0.7,-1.3,-6.7,-19.544316006354087,2.1,6.4,2.1,1.804706666666667
2022-06,0.8,50.6005996911788,54.3,3.9,4.7,3.1,-4.02184575922859,2.5,6.1,2.1,1.7120290322580647
2022-07,,49.467980149462385,52.8,3.8,6.3,2.7,-30.322532270229082,2.7,4.2,2.1,1.8365133333333334
2022-08,,49.3853606077459,51.9,4.2,10.7,5.4,-12.45884453883871,2.5,2.3,2.0,1.5522129032258059
2022-09,4.0,49.477301824241685,48.9,6.3,0.89,2.5,-1.8247565270244444,2.8,0.9,2.0,1.6277677419354841
2022-10,,49.68759003591056,47.0,5.0,2.24,-0.5,-17.065143160129377,2.1,-1.3,2.0,1.8271
2022-11,,48.439798020272335,45.1,2.2,0.43,-5.9,-10.209359108241129,1.6,-1.3,2.0,1.8999967741935484
2022-12,3.0,47.064984100539334,39.4,1.3,-4.55,-1.8,-9.052206062954088,1.8,-0.7,2.0,1.9506100000000004
2023-01,,50.1,54.0,-9.793162,-4.8,,,2.1,-0.8,2.0,2.3978935483870965
2023-02,,52.721670844190186,55.6,18.774816,11.0,3.5,6.16665015357178,1.0,-1.4,2.0,2.1640225806451614
2023-03,4.7,50.24846711284239,56.9,3.9,5.92,10.6,-22.242002055546724,0.7,-2.5,2.0,2.323717857142857
2023-04,,48.95795092625417,55.1,5.6,8.33,18.4,-47.91308140924722,0.1,-3.6,2.0,2.513032258064515
2023-05,,49.64068851204783,53.8,3.5,7.4,12.7,-44.265134795691274,0.2,-4.6,2.0,2.1565633333333336
2023-06,6.5,49.4005996911788,52.8,4.4,3.87,3.1,-31.07600461926634,0.0,-5.4,1.9,1.9925709677419357
2023-07,,49.76798014946238,51.5,3.7,6.46,2.5,-43.02488365733434,-0.3,-4.4,1.9,2.225526666666667
2023-08,,49.685360607745906,50.5,4.5,3.89,4.6,-28.83640483152876,0.1,-3.0,1.8,1.8884032258064518
2023-09,5.0,49.57730182424169,50.9,4.5,9.89,5.5,-22.712698375177723,0.0,-2.5,1.8,2.0529193548387092
2023-10,,49.98759003591056,50.1,4.6,8.39,7.6,-33.65122683121704,-0.2,-2.6,1.8,2.2680733333333336
2023-11,,49.83979802027233,49.3,6.6,11.597037,10.1,-28.70222949788218,-0.5,-3.0,1.8,2.3371774193548394
2023-12,5.3,49.064984100539334,49.3,6.8,10.0,7.4,-30.09582849684307,-0.3,-2.7,1.8,2.3918166666666663
2024-01,,49.2,50.1,26.3,,,,-0.8,-2.5,1.8,2.3835096774193545
2024-02,,49.221670844190186,51.0,-12.7,,5.5,-2.39562338036279,0.7,-2.7,1.8,2.093164516129033
2024-03,5.3,49.14846711284239,52.4,4.5,7.36,3.1,-36.21644454316768,0.1,-2.8,1.8,2.0196965517241376
2024-04,,50.157950926254166,50.3,6.7,6.96,2.3,-41.47206158272798,0.3,-2.5,1.8,2.1012548387096777
2024-05,,50.340688512047834,50.5,5.6,7.22,3.7,-18.228938803266814,0.3,-1.4,1.8,1.9355800000000003
2024-06,4.7,49.9005996911788,50.2,5.3,5.83,2.0,4.177190383330874,0.2,-0.8,1.8,1.8586032258064518
2024-07,,49.86798014946238,50.0,5.1,5.69,2.7,-30.623332055540082,0.5,-0.8,1.8,2.006973333333333
2024-08,,49.085360607745905,50.2,4.5,8.87,2.1,-16.23927337912671,0.6,-1.8,1.7,1.885809677419355
2024-09,4.6,49.17730182424168,49.9,5.4,8.52,3.2,-3.6554936595453924,0.4,-2.8,1.7,1.870132258064516
2024-10,,50.58759003591056,50.1,5.3,4.33,4.8,-23.173827503205647,0.3,-2.9,1.5,1.9104266666666665
2024-11,,50.73979802027233,50.1,5.4,2.79,3.0,-15.393987048551939,0.2,-2.5,1.5,1.839409677419355
2024-12,5.4,50.164984100539336,52.0,6.2,3.18,3.7,0.21916003787319127,0.1,-2.3,1.5,1.8481866666666666
2025-01,,49.1,50.3,-11.11,,,,0.5,-2.3,1.5,2.1261741935483873
2025-02,,50.32167084419019,50.0,31.02,8.6,4.0,24.62460328738571,-0.7,-2.2,1.5,2.075422580645161
2025-03,5.4,48.84846711284239,50.3,7.7,4.8041,5.9,-28.611833648751414,-0.1,-2.5,1.5,2.015060714285714
2025-04,,48.75795092625417,50.1,6.1,4.6813,5.1,-33.072486367957694,-0.1,-2.7,1.5,1.8902677419354834
2025-05,,50.340688512047834,50.2,5.8,4.4315,6.4,-25.579555986498924,-0.1,-3.3,1.4,1.6950200000000002
2025-06,5.2,50.1005996911788,50.1,6.8,5.421237,4.8,-7.527119178147476,0.1,-3.6,1.4,1.6094064516129034
2025-07,,49.76798014946238,50.0,5.7,8.582166,3.7,-39.41540384940559,0.0,-3.6,1.4,1.6211866666666666
2025-08,,49.3853606077459,50.5,5.2,4.990763,3.4,-24.15104700273372,-0.4,-2.9,1.4,1.5225290322580645
2025-09,4.8,49.17730182424168,50.1,6.5,4.5367,3.0,-15.453194906352364,-0.3,-2.3,1.4,1.4992870967741936
2025-10,,49.48759003591056,50.2,4.9,10.356738,2.9,-39.99074744426524,0.2,-2.1,1.4,1.561713333333333
2025-11,,49.63979802027234,49.5,4.8,6.171445,1.3,-32.05420625025841,0.7,-2.2,1.4,1.4996645161290325
2025-12,4.5,50.164984100539336,49.7,5.2,2.770855,0.9,-20.440924264254576,0.8,-1.9,1.4,1.5052333333333334
2026-01,,49.3,49.5,6.3,,,,0.2,-1.4,1.4,1.6336677419354835
2026-02,,49.121670844190184,49.7,6.3,,2.8,8.62470382198412,1.3,-0.9,1.4,1.5295322580645165
2026-03,5.0,48.74846711284239,50.2,5.7,3.515013,1.7,-33.03955729055721,1.0,0.5,1.4,1.4895535714285717
2026-04,,50.057950926254165,49.6,,,,,,,1.4,1.4384838709677417
