month,中国:GDP:不变价:当季值同比,万得一致预测:中国:GDP:不变价:当季同比,中国:制造业PMI:一阶差分,中国:非制造业PMI:服务业:一阶差分,中国:工业增加值:规模以上工业企业:当月同比(1-2月拆分),中国:全社会用电量:当月同比,中国:社会消费品零售总额:当月同比(1-2月合并),中国:固定资产投资完成额:当月同比,中国:CPI:当月同比,中国:PPI:当月同比,中国:城镇调查失业率:一阶差分
2017-03,7.0,6.81,0.19999999999999574,1.0,7.6,7.892457,10.9,37.864258682839505,0.9,7.6,
2017-04,,,-0.5999999999999943,-1.6000000000000014,6.5,6.023428,10.7,5.67523389613224,1.2,6.4,
2017-05,,,0.0,0.8999999999999986,6.5,5.054293,10.7,27.042873511416072,1.5,5.5,
2017-06,7.0,6.74,0.5,0.29999999999999716,7.6,6.513623,11.0,39.593168394515736,1.5,5.5,
2017-07,,,-0.30000000000000426,-0.6999999999999957,6.4,9.936585,10.4,-19.64141878963234,1.4,5.5,
2017-08,,,0.30000000000000426,-0.5,6.0,6.430298,10.1,6.38662605763615,1.8,6.3,
2017-09,6.9,6.77,0.6999999999999957,1.7999999999999972,6.6,7.199605,10.3,17.72023190538789,1.6,6.9,
2017-10,,,-0.7999999999999972,-0.8999999999999986,6.2,4.96278,10.0,-2.02659641123365,1.9,6.9,
2017-11,,,0.19999999999999574,0.10000000000000142,6.1,4.641953,10.2,-0.49285970181508,1.7,5.8,
2017-12,6.8,6.73,-0.19999999999999574,-0.20000000000000284,6.2,7.37,9.4,4.634145396390861,1.8,4.9,
2018-01,,,-0.30000000000000426,1.0,15.434501,,,,1.5,4.3,
2018-02,,,-1.0,-0.6000000000000014,-2.119883,2.03,9.7,-22.99591812450316,2.9,3.7,0.040000000000000036
2018-03,6.9,6.76,1.2000000000000028,-0.19999999999999574,6.0,3.64,10.1,35.669078753665914,2.1,3.1,0.05999999999999961
2018-04,,,-0.10000000000000142,0.19999999999999574,7.0,7.82,9.4,2.28215973958809,1.8,3.4,-0.15999999999999925
2018-05,,,0.5,0.20000000000000284,6.8,11.4,8.5,22.02821050089261,1.8,4.1,-0.10000000000000053
2018-06,6.9,6.76,-0.3999999999999986,0.0,6.0,7.98,9.0,36.84298816574094,1.9,4.7,0.0
2018-07,,,-0.29999999999999716,-1.0,6.0,6.82,8.8,-23.93729388530963,2.1,4.6,0.2999999999999998
2018-08,,,0.09999999999999432,0.3999999999999986,6.1,8.82,9.0,4.49847466643178,2.3,4.1,-0.09999999999999964
2018-09,6.7,6.61,-0.5,0.0,5.8,8.0,9.2,20.3440696237851,2.5,3.6,-0.09999999999999964
2018-10,,,-0.5999999999999943,-1.2999999999999972,5.9,6.73,8.6,-0.31564535958210005,2.5,3.3,0.0
2018-11,,,-0.20000000000000284,0.29999999999999716,5.4,6.32,8.1,3.9774309722821104,2.2,2.7,-0.10000000000000053
2018-12,6.5,6.42,-0.6000000000000014,-0.10000000000000142,5.7,8.78,8.160814,-53.93181703816998,1.9,0.9,0.10000000000000053
2019-01,,,0.10000000000000142,1.3000000000000043,6.797753,,,,1.7,0.1,0.1999999999999993
2019-02,,,-0.29999999999999716,-0.10000000000000142,3.360717,7.18,8.2,-20.79914466537479,1.5,0.1,0.20000000000000018
2019-03,6.4,6.32,1.2999999999999972,0.10000000000000142,8.5,7.5,8.7,27.777528794872943,2.3,0.4,-0.09999999999999964
2019-04,,,-0.3999999999999986,-0.30000000000000426,5.4,5.84,7.2,-4.02764665015943,2.5,0.9,-0.20000000000000018
2019-05,,,-0.7000000000000028,0.20000000000000284,5.0,2.35,8.6,15.324190689429981,2.7,0.6,0.0
2019-06,6.1,6.25,0.0,-0.10000000000000142,6.3,5.51,9.8,32.19583367107077,2.7,0.0,0.09999999999999964
2019-07,,,0.30000000000000426,-0.5,4.8,2.69,7.6,-38.73488120285949,2.8,-0.3,0.20000000000000018
2019-08,,,-0.20000000000000284,-0.3999999999999986,4.4,3.59,7.5,-11.53517321569029,2.8,-0.8,-0.09999999999999964
2019-09,6.0,6.08,0.29999999999999716,0.5,5.8,4.41,7.8,2.0485175202156403,3.0,-1.2,0.0
2019-10,,,-0.5,-1.6000000000000014,4.7,5.03,7.2,-27.25089332786597,3.8,-1.6,-0.10000000000000053
2019-11,,,0.9000000000000057,2.1000000000000014,6.2,4.71,8.0,-64.3851851851852,4.5,-1.4,0.0
2019-12,5.9,6.05,0.0,-0.5,6.9,13.77,8.0,-71.21555915721231,4.5,-0.5,0.10000000000000053
2020-01,,,-0.20000000000000284,0.10000000000000142,-4.313519,,,,5.4,0.1,0.09999999999999964
2020-02,,,-14.299999999999997,-23.0,-25.867052,-10.09,-20.5,26.37187606659334,5.2,-0.4,0.9000000000000004
2020-03,-6.8,-4.77,16.299999999999997,21.699999999999996,-1.1,-4.17,-15.8,13.31802269838793,4.3,-1.5,-0.2999999999999998
2020-04,,,-1.2000000000000028,0.30000000000000426,3.9,0.69,-7.5,-7.616358598435689,3.3,-3.1,0.09999999999999964
2020-05,,,-0.19999999999999574,0.19999999999999574,4.4,4.61,-2.8,15.76583265275819,2.4,-3.7,-0.09999999999999964
2020-06,3.2,2.87,0.29999999999999716,1.1000000000000014,4.8,6.07,-1.8,33.33063681076884,2.5,-3.0,-0.20000000000000018
2020-07,,,0.20000000000000284,-0.29999999999999716,4.8,2.29,-1.1,-41.613832853025926,2.7,-2.4,0.0
2020-08,,,-0.10000000000000142,1.1999999999999957,5.6,7.73,0.5,-0.34543701799485,2.4,-2.0,-0.10000000000000053
2020-09,4.9,5.24,0.5,0.9000000000000057,6.9,7.22,3.3,11.52002474099274,1.7,-2.1,-0.1999999999999993
2020-10,,,-0.10000000000000142,0.29999999999999716,6.9,6.59,4.3,-22.80441098784997,0.5,-2.1,-0.10000000000000053
2020-11,,,0.7000000000000028,0.20000000000000284,7.0,9.38,5.0,-67.2517916096304,-0.5,-1.5,-0.09999999999999964
2020-12,6.5,6.23,-0.20000000000000284,-0.9000000000000057,7.3,17.25,4.6,-15.2859269638322,0.2,-0.4,0.0
2021-01,,,-0.6000000000000014,-3.6999999999999957,25.398571,26.16,,,-0.3,0.3,0.20000000000000018
2021-02,,,-0.6999999999999957,-0.30000000000000426,52.339181,18.53,33.8,154.7072072072072,-0.2,1.7,0.09999999999999964
2021-03,18.9,18.85,1.2999999999999972,4.400000000000006,14.1,20.73,34.2,52.32121957806921,0.4,4.4,-0.20000000000000018
2021-04,,,-0.7999999999999972,-0.8000000000000043,9.8,14.17,17.7,-5.92656723466215,0.9,6.8,-0.20000000000000018
2021-05,,,-0.10000000000000142,-0.10000000000000142,8.8,13.47,12.4,-4.87101121889177,1.3,9.0,-0.09999999999999964
2021-06,8.1,8.43,-0.10000000000000142,-2.0,8.3,10.75,12.1,-0.62049062049062,1.1,8.8,0.0
2021-07,,,-0.5,0.20000000000000284,6.4,13.68,8.5,-43.41273404603866,1.0,9.0,0.09999999999999964
2021-08,,,-0.29999999999999716,-7.299999999999997,5.3,4.3,2.5,-6.786246875722,0.8,9.5,0.0
2021-09,5.5,5.34,-0.5,7.199999999999996,3.1,7.63,4.4,2.60781942765013,0.7,10.7,-0.1999999999999993
2021-10,,,-0.3999999999999986,-0.7999999999999972,3.5,6.11,4.9,-16.812257348863,1.5,13.5,0.0
2021-11,,,0.8999999999999986,-0.5,3.8,3.1,3.9,3.20131730892605,2.3,12.9,0.09999999999999964
2021-12,4.5,3.97,0.19999999999999574,0.8999999999999986,4.3,-2.18,1.7,210.2102286697812,1.5,10.3,0.09999999999999964
2022-01,,,-0.19999999999999574,-1.7000000000000028,3.857957,-1.27,,,0.9,9.1,0.20000000000000018
2022-02,,,0.10000000000000142,0.20000000000000284,12.795905,16.94,6.7,162.38176461466892,0.9,8.8,0.20000000000000018
2022-03,4.8,4.77,-0.7000000000000028,-3.799999999999997,5.0,3.5,-3.525412,19.61490847997169,1.5,8.3,0.2999999999999998
2022-04,,,-2.1000000000000014,-6.700000000000003,-2.9,-1.3,-11.1,-4.10969699357737,2.1,8.0,0.2999999999999998
2022-05,,,2.200000000000003,7.100000000000001,0.7,-1.3,-6.7,9.6423342396988,2.1,6.4,-0.1999999999999993
2022-06,0.8,1.16,0.6000000000000014,7.199999999999996,3.9,4.7,3.1,30.63676092032008,2.5,6.1,-0.40000000000000036
2022-07,,,-1.2000000000000028,-1.5,3.8,6.3,2.7,-21.943113434328758,2.7,4.2,-0.09999999999999964
2022-08,,,0.3999999999999986,-0.8999999999999986,4.2,10.7,5.4,1.4174511611948701,2.5,2.3,-0.10000000000000053
2022-09,4.0,3.68,0.7000000000000028,-3.0,6.3,0.89,2.5,22.36593059936908,2.8,0.9,0.20000000000000018
2022-10,,,-0.8999999999999986,-1.8999999999999986,5.0,2.24,-0.5,-1.7028715088187902,2.1,-1.3,0.0
2022-11,,,-1.2000000000000028,-1.8999999999999986,2.2,0.43,-5.9,1.22510209184099,1.6,-1.3,0.20000000000000018
2022-12,3.0,1.85,-1.0,-5.700000000000003,1.3,-4.55,-1.8,7.94877639404048,1.8,-0.7,-0.20000000000000018
2023-01,,,3.1000000000000014,14.600000000000001,-9.793162,-4.8,,,2.1,-0.8,0.0
2023-02,,,2.5,1.6000000000000014,18.774816,11.0,3.5,6.16665015357178,1.0,-1.4,0.09999999999999964
2023-03,4.7,4.04,-0.7000000000000028,1.2999999999999972,3.9,5.92,10.6,5.7955597580915095,0.7,-2.5,-0.2999999999999998
2023-04,,,-2.6999999999999957,-1.7999999999999972,5.6,8.33,18.4,-25.705520338575838,0.1,-3.6,-0.09999999999999964
2023-05,,,-0.4000000000000057,-1.3000000000000043,3.5,7.4,12.7,-15.078484549638391,0.2,-4.6,0.0
2023-06,6.5,6.84,0.20000000000000284,-1.0,4.4,3.87,3.1,3.58260206028233,0.0,-5.4,0.0
2023-07,,,0.29999999999999716,-1.2999999999999972,3.7,6.46,2.5,-34.64546482143402,-0.3,-4.4,0.09999999999999964
2023-08,,,0.4000000000000057,-1.0,4.5,3.89,4.6,-14.96010913149518,0.1,-3.0,-0.09999999999999964
2023-09,5.0,4.46,0.5,0.3999999999999986,4.5,9.89,5.5,1.4779887512158,0.0,-2.5,-0.20000000000000018
2023-10,,,-0.7000000000000028,-0.7999999999999972,4.6,8.39,7.6,-18.28895517990645,-0.2,-2.6,0.0
2023-11,,,-0.10000000000000142,-0.8000000000000043,6.6,11.597037,10.1,-17.26776829780006,-0.5,-3.0,0.0
2023-12,5.3,5.42,-0.3999999999999986,0.0,6.8,10.0,7.4,-13.094846039848502,-0.3,-2.7,0.09999999999999964
2024-01,,,0.20000000000000284,0.8000000000000043,26.3,,,,-0.8,-2.5,0.10000000000000053
2024-02,,,-0.10000000000000142,0.8999999999999986,-12.7,,5.5,-2.39562338036279,0.7,-2.7,0.09999999999999964
2024-03,5.3,4.91,1.6999999999999957,1.3999999999999986,4.5,7.36,3.1,-8.17888272952945,0.1,-2.8,-0.09999999999999964
2024-04,,,-0.3999999999999986,-2.1000000000000014,6.7,6.96,2.3,-19.2645005120566,0.3,-2.5,-0.20000000000000018
2024-05,,,-0.8999999999999986,0.20000000000000284,5.6,7.22,3.7,10.957711442786069,0.3,-1.4,0.0
2024-06,4.7,5.08,0.0,-0.29999999999999716,5.3,5.83,2.0,38.83579706287954,0.2,-0.8,0.0
2024-07,,,-0.10000000000000142,-0.20000000000000284,5.1,5.69,2.7,-22.24391321963976,0.5,-0.8,0.20000000000000018
2024-08,,,-0.29999999999999716,0.20000000000000284,4.5,8.87,2.1,-2.36297767909313,0.6,-1.8,0.09999999999999964
2024-09,4.6,4.58,0.6999999999999957,-0.30000000000000426,5.4,8.52,3.2,20.53519346684813,0.4,-2.8,-0.20000000000000018
2024-10,,,0.30000000000000426,0.20000000000000284,5.3,4.33,4.8,-7.8115558518950605,0.3,-2.9,-0.09999999999999964
2024-11,,,0.19999999999999574,0.0,5.4,2.79,3.0,-3.95952584846982,0.2,-2.5,0.0
2024-12,5.4,5.07,-0.19999999999999574,1.8999999999999986,6.2,3.18,3.7,17.22014249486776,0.1,-2.3,0.09999999999999964
2025-01,,,-1.0,-1.7000000000000028,-11.11,,,,0.5,-2.3,0.10000000000000053
2025-02,,,1.1000000000000014,-0.29999999999999716,31.02,8.6,4.0,24.62460328738571,-0.7,-2.2,0.20000000000000018
2025-03,5.4,5.16,0.29999999999999716,0.29999999999999716,7.7,4.8041,5.9,-0.57427183511318,-0.1,-2.5,-0.20000000000000018
2025-04,,,-1.5,-0.19999999999999574,6.1,4.6813,5.1,-10.864925297286309,-0.1,-2.7,-0.10000000000000053
2025-05,,,0.5,0.10000000000000142,5.8,4.4315,6.4,3.6070942595539597,-0.1,-3.3,-0.09999999999999964
2025-06,5.2,5.16,0.20000000000000284,-0.10000000000000142,6.8,5.421237,4.8,27.131487501401192,0.1,-3.6,0.0
2025-07,,,-0.4000000000000057,-0.10000000000000142,5.7,8.582166,3.7,-31.035985013505268,0.0,-3.6,0.20000000000000018
2025-08,,,0.10000000000000142,0.5,5.2,4.990763,3.4,-10.27475130270014,-0.4,-2.9,0.09999999999999964
2025-09,4.8,4.76,0.3999999999999986,-0.3999999999999986,6.5,4.5367,3.0,8.73749222004116,-0.3,-2.3,-0.09999999999999964
2025-10,,,-0.7999999999999972,0.10000000000000142,4.9,10.356738,2.9,-24.62847579295465,0.2,-2.1,-0.10000000000000053
2025-11,,,0.20000000000000284,-0.7000000000000028,4.8,6.171445,1.3,-20.61974505017629,0.7,-2.2,0.0
2025-12,4.5,4.48,0.8999999999999986,0.20000000000000284,5.2,2.770855,0.9,-3.43994180726001,0.8,-1.9,0.0
2026-01,,,-0.8000000000000043,-0.20000000000000284,6.3,,,,0.2,-1.4,0.10000000000000053
2026-02,,,-0.29999999999999716,0.20000000000000284,6.3,,2.8,8.62470382198412,1.3,-0.9,0.09999999999999964
2026-03,5.0,4.89,1.3999999999999986,0.5,5.7,3.515013,1.7,-5.00199547691898,1.0,0.5,0.10000000000000053
2026-04,,,-0.10000000000000142,-0.6000000000000014,,,,,,,
