month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,社零,固投累计同比_去季节性,CPI,PPI,逆回购7天(19日),银行间7天回购(20-19均值)
2006-12,12.5,54.71282393360136,,14.7,14.6,23.72708036275078,2.8,3.1,3.7561,2.6644300000000007
2007-01,,55.1,,24.71,12.748329,,2.2,3.3,3.7561,1.679232258064516
2007-02,,53.321584064684984,,12.6,16.857995,23.4,2.7,2.6,3.7561,2.4272645161290316
2007-03,13.6,53.90744389945173,,17.6,15.338037,23.41795300284124,3.3,2.7,3.7561,1.67045
2007-04,,57.538339170965834,,17.4,15.5,24.39904022754681,3.0,2.9,3.7561,2.232435483870968
2007-05,,56.860240486835494,,18.1,15.9,24.433381505685567,3.4,2.8,3.7561,2.8124233333333337
2007-06,14.9,54.946786684794645,,19.4,15.9827,25.187087648965132,4.4,2.49,3.7561,2.7836870967741936
2007-07,,53.88063703474447,,18.0,16.4,25.57082391839405,5.6,2.4,3.7561,2.691326666666667
2007-08,,53.8381148505167,,17.5,17.1,25.698031767018833,6.5,2.6,3.7561,2.1419290322580644
2007-09,14.2,54.83961163592276,,18.9,17.010498,25.34639226426951,6.2,2.7,3.7561,3.287529032258065
2007-10,,53.97885273273793,,17.9,18.1,25.833317326123073,6.5,3.2,3.7561,3.205653333333333
2007-11,,55.50221120040341,,17.3,18.8,25.739955300897215,6.9,4.55,3.7561,3.8934580645161287
2007-12,13.9,55.21282393360136,,17.4,20.2,25.22708036275078,6.5,5.43,3.7561,3.2340599999999995
2008-01,,53.0,,15.4,21.2,,7.1,6.1,3.7561,2.474238709677419
2008-02,,53.62158406468498,,15.4,19.1,24.3,8.7,6.62,3.7561,2.980932258064516
2008-03,11.6,56.207443899451725,,17.8,21.5,24.01795300284124,8.3,7.95,3.7561,2.8818137931034475
2008-04,,58.138339170965835,,15.7,22.0,24.59904022754681,8.5,8.12,3.7561,2.8368129032258063
2008-05,,54.46024048683549,,16.0,21.6,24.13338150568557,7.7,8.22,3.7561,3.0750733333333335
2008-06,11.0,52.446786684794645,,16.0,23.0,25.287087648965134,7.1,8.84,3.7561,3.427193548387096
2008-07,,48.98063703474447,,14.7,23.3,26.27082391839405,6.3,10.03,3.7561,3.0590299999999995
2008-08,,48.2381148505167,,12.8,23.2,26.398031767018832,4.9,10.06,3.7561,3.261051612903226
2008-09,9.5,49.93961163592276,,11.4,23.2,26.546392264269514,4.6,9.13,3.7561,3.050958064516129
2008-10,,45.378852732737926,,8.2,22.0,26.13331732612307,4.0,6.59,3.7561,3.31933
2008-11,,38.90221120040341,,5.4,20.8,25.739955300897215,2.4,1.99,3.7561,2.8392161290322577
2008-12,7.1,41.11282393360137,,5.7,19.0,26.02708036275078,1.2,-1.14,3.7561,1.9375666666666667
2009-01,,45.3,,-2.93,18.5,,1.0,-3.35,3.7561,1.0609709677419354
2009-02,,49.22158406468498,,11.0,11.6,26.5,-1.6,-4.47,3.7561,0.9331612903225807
2009-03,6.4,50.207443899451725,,8.3,14.7,26.71795300284124,-1.2,-6.0,3.7561,0.9584000000000001
2009-04,,52.43833917096583,,7.3,14.8,29.39904022754681,-1.5,-6.6,3.7561,0.9508387096774192
2009-05,,54.26024048683549,,8.9,15.2,31.433381505685567,-1.4,-7.2,3.7561,0.9505833333333332
2009-06,8.2,53.64678668479465,,10.7,15.0,32.08708764896514,-1.7,-7.8,3.7561,0.9534096774193548
2009-07,,53.88063703474447,,10.8,15.2,31.87082391839405,-1.8,-8.2,3.7561,1.2501933333333333
2009-08,,53.8381148505167,,12.3,15.4,31.998031767018833,-1.2,-7.86,3.7561,1.657635483870968
2009-09,10.6,53.03961163592275,,13.9,15.522151,32.24639226426951,-0.8,-6.99,3.7561,1.478058064516129
2009-10,,55.97885273273793,,16.1,16.214903,32.033317326123075,-0.5,-5.85,3.7561,1.671453333333333
2009-11,,55.30221120040341,,19.2,15.812804,31.039955300897216,0.6,-2.08,3.7561,1.4326838709677425
2009-12,11.9,56.51282393360137,,18.5,17.5374,29.827080362750777,1.9,1.7,3.7561,1.4615033333333336
2010-01,,55.8,,29.2,14.0,,1.5,4.32,3.7561,1.4445096774193549
2010-02,,52.22158406468498,,12.8,22.1,26.6,2.7,5.39,3.7561,1.9535419354838717
2010-03,12.2,52.90744389945173,,18.1,18.0,24.51795300284124,2.4,5.91,3.7561,1.6712321428571428
2010-04,,54.638339170965835,,17.8,18.5,24.99904022754681,2.8,6.81,3.7561,1.6230612903225807
2010-05,,55.06024048683549,,16.5,18.65733,24.433381505685567,3.1,7.13,3.7561,1.6826166666666673
2010-06,10.7,52.54678668479465,,13.7,18.3,23.987087648965133,2.9,6.41,3.7561,2.3989129032258063
2010-07,,51.78063703474447,,13.4,17.948076,23.87082391839405,3.3,4.84,3.7561,2.4691599999999996
2010-08,,51.538114850516706,,13.9,18.4,23.798031767018834,3.5,4.32,3.7561,1.725558064516129
2010-09,9.9,52.53961163592275,,13.3,18.84,23.446392264269512,3.6,4.33,3.7561,2.2158322580645167
2010-10,,55.47885273273793,,13.1,18.64,23.333317326123073,4.4,5.04,3.7561,2.3645666666666667
2010-11,,55.30221120040341,,13.3,18.7,23.839955300897213,5.1,6.06,3.7561,1.8469
2010-12,9.9,53.812823933601365,,13.5,19.1,23.92708036275078,4.6,5.93,3.7561,2.871903333333334
2011-01,,52.9,,13.3,19.899985,,4.9,6.6,3.7561,3.980861290322581
2011-02,,52.421584064684986,,14.9,11.633507,24.9,4.944,7.23,3.7561,4.8585
2011-03,10.1,51.207443899451725,,14.8,17.437599,23.11795300284124,5.383,7.31,3.7561,2.840307142857143
2011-04,,51.83833917096583,,13.4,17.121601,24.299040227546808,5.344,6.82,3.7561,2.416596774193549
2011-05,,53.16024048683549,,13.3,16.89981,24.33338150568557,5.515,6.79,3.7561,3.330486666666667
2011-06,9.9,51.346786684794644,,15.1,17.686683,24.087087648965134,6.355,7.12,3.7561,4.534093548387098
2011-07,,51.28063703474447,,14.0,17.2,24.37082391839405,6.451,7.54,3.7561,6.2365200000000005
2011-08,,50.7381148505167,,13.5,17.0,23.998031767018833,6.151,7.25,3.7561,4.169164516129032
2011-09,9.3,49.93961163592276,,13.8,17.7,23.84639226426951,6.067,6.52,3.7561,4.122325806451612
2011-10,,51.17885273273792,,13.2,17.249736,23.833317326123073,5.495,5.0,3.7561,4.249156666666666
2011-11,,49.10221120040341,,12.4,17.3,23.439955300897214,4.225,2.72,3.7561,3.794603225806452
2011-12,8.7,50.21282393360136,,12.8,18.1,23.22708036275078,4.07,1.69,3.7561,3.6592233333333337
