month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分_去季节性,逆回购7天(19日),银行间7天回购(20-19均值)_去季节性
2000-04,,,,11.4,,9.1,0.09920090264034798,-0.3,2.59,,2.48,2.543371136406164
2000-05,,,,11.5,,11.5,-19.780553324700215,0.1,0.67,,2.48,2.5448589726742057
2000-06,9.2,,,12.2,,8.9,-15.659819788631477,0.5,2.95,,2.48,2.549229165015297
2000-07,,,,12.8,,9.1,34.48586655828643,0.5,4.5,,2.48,2.448851066884948
2000-08,,,,12.8,,9.3,-14.589213104806763,0.3,3.92,,2.48,2.5573157083119433
2000-09,8.9,,,12.0,,9.6,-9.314499761937665,0.0,3.7,,2.48,2.3861362001713142
2000-10,,,,11.4,,10.4,10.522594650688879,0.0,3.6,,2.4,2.362841818494113
2000-11,,,,10.6,,8.7,-0.5775425295230923,1.3,3.5,,2.4,2.384783275253572
2000-12,7.6,,,10.4,,8.8,-22.345475564418884,1.5,2.8,,2.4,2.4440899853630103
2001-01,,,,2.3,,12.5,,1.2,1.43,,2.5,2.5238387096774195
2001-02,,,,19.0,,8.6,-9.836911863249107,0.0,0.9,,2.5,2.7965385312458513
2001-03,9.5,,,12.1,,9.5,-16.72106755562948,0.8,0.2,,2.5,2.6006097778025623
2001-04,,,,11.5,,9.7,11.566101917004115,1.6,-0.1,,2.5,2.5708259751158415
2001-05,,,,10.2,,11.1,-8.226132497299915,1.7,-0.2,,2.5,2.5190323060075386
2001-06,8.6,,,10.1,,10.0,-16.30900931064504,1.4,-0.6,,2.5,2.5382678746927168
2001-07,,,,8.1,,9.8,38.30226478450241,1.5,-1.3,,2.5,2.403284400218281
2001-08,,,,8.1,,9.6,-5.702489606544276,1.0,-2.0,,2.5,2.518747966376459
2001-09,8.0,,,9.5,,9.9,-17.325420645699566,-0.1,-2.9,,2.5,2.354820071139056
2001-10,,,,8.8,,10.5,11.698126091037398,0.2,-3.1,,2.5,2.28592848516078
2001-11,,,,7.9,,10.1,2.8215054516451668,-0.3,-3.7,,2.5,2.2247961784793784
2001-12,7.5,,,8.7,,9.6,-8.145133919281495,-0.3,-4.0,,2.5,2.2330066520296765
2002-01,,,,18.6,,7.9,,-1.0,-4.2,,2.15,2.1383548387096774
2002-02,,,,2.7,,9.1,-3.733636052021989,0.0,-4.2,,2.15,2.452106273181335
2002-03,9.0,,,10.9,,8.3,1.4633578156325093,-0.8,-4.0,,1.97,2.0592740635168485
2002-04,,,,12.1,,8.2,18.26193427194494,-1.3,-3.06,,1.97,2.066051781567454
2002-05,,,,12.9,,9.3,-6.509623330019085,-1.1,-2.63,,1.97,2.0999556393408727
2002-06,8.9,,,12.4,,8.6,-14.6551309648031,-0.8,-2.5,,1.97,2.1223517456604593
2002-07,,,,12.8,,8.6,43.19743559547509,-0.9,-2.3,,1.97,2.0367910668849483
2002-08,,,,12.7,,8.8,-2.509846140905683,-0.7,-1.7,,1.97,2.167886676053879
2002-09,9.7,,,13.8,,9.1,-7.205176348291193,-0.7,-1.4,,1.97,2.122878135655185
2002-10,,,,14.2,,9.4,21.746213924759306,-0.8,-1.0,,1.97,2.3279118184941128
2002-11,,,,14.5,,9.1,11.987677438798467,-0.7,-0.4,,1.97,2.3154026300922816
2002-12,9.2,,,14.9,,9.2,-15.836614649294074,-0.4,0.4,,1.97,2.3471333186963435
2003-01,,,,14.8,,10.0,,0.4,2.4,,2.3,2.3061225806451615
2003-02,,,,19.8,,8.5,9.278148193395591,0.2,4.0,,2.3,2.592883692536174
2003-03,11.2,,,16.9,,9.3,8.635997693530381,0.9,4.6,,2.3,2.215863349231134
2003-04,,,,14.9,,7.7,19.213626678935956,1.0,3.6,,2.3,2.087348555761003
2003-05,,,,13.7,,4.3,8.078200825058673,0.7,2.0,,2.3,2.130772306007539
2003-06,9.2,,,16.9,,8.3,2.5106095906021295,0.3,1.3,,2.3,2.2782162617894914
2003-07,,,,16.5,,9.8,56.7922844015598,0.5,1.4,,2.3,2.317017733551615
2003-08,,,,17.1,,9.9,4.63873106748385,0.9,1.4,,2.3,2.33550925669904
2003-09,10.1,,,16.3,,9.5,-4.436654333422474,1.1,1.4,,2.9337,2.7544265227519587
2003-10,,,,17.2,,10.2,27.050840320240713,1.8,1.2,,2.6,3.1764751518274474
2003-11,,,,17.9,,9.7,21.15727923509028,3.0,1.9,,3.7561,3.0597187591245394
2003-12,10.1,,,18.1,,10.9,-0.6239665869204849,3.2,3.0,,3.7561,2.260723318696343
2004-01,,,,7.2,,11.8,,3.2,3.5,,3.7561,2.2533870967741936
2004-02,,,,23.2,,9.2,41.49195019712069,2.1,3.5,,3.7561,2.880151434471658
2004-03,10.6,,,19.4,,11.1,20.00239429674821,3.0,4.0,,3.7561,2.078218152186799
2004-04,,,,19.1,,13.2,32.944981665817764,3.8,5.0,,3.7561,2.0217775880190665
2004-05,,,,17.5,,17.8,3.1872645797478043,4.4,5.7,,3.7561,2.435838972674206
2004-06,11.6,,,16.2,,13.9,7.836563443086511,5.0,6.4,,3.7561,2.4756065843701367
2004-07,,,,15.5,,13.2,63.200683778296224,5.3,6.4,,3.7561,2.4428544002182817
2004-08,,,,15.9,,13.1,13.272335381624305,5.3,6.8,,3.7561,2.553893127666782
2004-09,9.8,,,16.1,,14.0,8.93091056723527,5.2,7.9,,3.7561,2.235713619526152
2004-10,,,,15.7,,14.2,38.527474788725534,4.3,8.4,,3.7561,2.240931818494113
2004-11,,,,14.8,,13.9,31.12811785766205,2.8,8.1,,3.7561,2.1846284365438944
2004-12,8.8,,,14.4,,14.5,-1.7878728722652362,2.4,7.1,,3.7561,1.983223318696343
2005-01,,54.7,,20.9,,11.5,,1.9,5.8,,3.7561,1.846035483870968
2005-02,,54.40725356047783,,7.6,,15.8,0.1834470710811651,3.9,5.38,,3.7561,2.306290144149077
2005-03,11.2,57.328813753531264,,15.1,,13.9,-0.6878175817924372,2.7,5.6,,3.7561,1.9401990635168478
2005-04,,57.21713477487997,,16.0,,12.2,14.827034438874346,1.8,5.78,,3.7561,1.5199872654384219
2005-05,,53.07507977892669,,16.6,,12.8,0.40837943723601455,1.8,5.9,,3.7561,1.3462756393408726
2005-06,11.1,51.71940693779223,,16.8,,12.9,-5.965720875438837,1.6,5.2,,3.7561,1.2798098101765878
2005-07,,51.25259353241613,,16.1,,12.7,46.495854763232444,1.8,5.2,,3.7561,1.2239744002182815
2005-08,,52.58365425670442,,16.0,,12.5,1.3622415813907551,1.3,5.3,,3.7561,1.4582576437958144
2005-09,10.9,54.89510151459007,,16.5,,12.7,-2.0090271883386954,0.9,4.5,,3.7561,1.2887265227519595
2005-10,,54.41430228590767,,16.1,,12.8,26.264423523754154,1.2,4.0,,3.7561,1.2082918184941127
2005-11,,53.95156946375732,,16.6,,12.4,23.993607875360397,1.3,3.2,,3.7561,1.1986252107374429
2005-12,12.4,54.38201741791143,,16.5,,12.5,8.406922637972887,1.6,3.2,,3.7561,1.5757199853630095
