month,GDP同比,制造业PMI,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分_去季节性,逆回购7天(19日),银行间7天回购(20-19均值)
2014-01,,0.11843588503596444,-0.5275777447461889,0.8807600522196015,,,,0.7619384624735107,-0.5373013945694054,,2.4817626065520035,3.937400757569256
2014-02,,-0.20562673268045176,0.6547652989787766,0.9885671876965312,1.739473645319746,0.9446483583935524,-0.854717908700329,0.20730582650680143,-0.614596691211279,,2.4817626065520035,3.507992115411461
2014-03,1.3010296303345263,-0.09760586010831815,0.1407031060548779,0.9885671876965312,0.3035679092130043,1.036398035350262,0.9776568261735823,0.6569211054203747,-0.6794173858117837,,2.4817626065520035,0.458570245798813
2014-04,,0.010415012463823151,0.44914042180921787,0.9526314758708876,-0.26540770199530156,0.9693466300187676,0.9389724926759144,0.052112358087705216,-0.615498469672101,,2.4817626065520035,1.437484677322708
2014-05,,0.4424985027523807,0.9632026147331165,0.9885671876965312,-0.11382732680853291,1.0968402864628835,0.9817052255171608,0.7528155331342452,-0.4957337017086644,,2.4817626065520035,1.0626248415183817
2014-06,1.3821327761216142,0.6585402478966632,0.5005466411016084,1.1323100349991033,0.009194426966236034,1.077778066422152,1.1795643074875992,0.6064339850996671,-0.42333377385410925,,2.4817626065520035,0.8038693443238731
2014-07,,1.4146863559016447,0.3463279832244403,1.0604386113478173,-0.6234888781611466,1.032280553455091,1.068578956211387,0.5536661324441428,-0.37171769242992475,,2.4817626065520035,1.5610869435541137
2014-08,,0.7665611204688045,0.551952860393999,0.3057886630093116,-1.605466091327605,0.9615847573958017,0.1410135691395807,0.24856634783666115,-0.443645260138335,,2.4817626065520035,1.6139485210077313
2014-09,1.0577201929732645,0.7665611204688045,-0.013515551822290233,0.7010814930913859,-0.6784093039534542,0.88793986457719,0.47660398097416345,-0.1281691660143709,-0.5715689760806361,,2.4817626065520035,1.0842629666039605
2014-10,,0.4424985027523807,0.037890667470100364,0.5932743576144566,-0.6075309795612306,0.8776055587316137,0.6263634672489657,-0.15553795403216736,-0.6667280746130761,,2.4817626065520035,0.5985515110085717
2014-11,,-0.09760586010831815,0.037890667470100364,0.41359579848624095,-0.5570224214136708,0.9217442585416296,0.5741844912315859,-0.3232754502927534,-0.7633471954154183,,2.4817626065520035,0.7139480340879906
2014-12,1.1388233387603521,-0.31364760525259305,0.3977342025168273,0.665145781265743,-0.3657479789629569,0.9588847837372104,0.9610283486249656,-0.2545424712935145,-0.8969821749429244,,2.4817626065520035,1.5815615999762553
2015-01,,-0.6377102229690169,0.19210932534726852,1.276052882301676,,,,-1.0235639467329631,-1.1127648780681554,,2.4817626065520035,2.8888138271783848
2015-02,,-0.5296893503968757,0.3463279832244403,-0.8800898272369118,-2.662135083571602,0.6996295000656774,-0.9422608165746269,-0.3317763617225235,-1.2152670297815735,,2.088144429462075,2.6390933186481247
2015-03,0.8955139013990896,-0.31364760525259305,-0.11632799040707142,-0.1613755907240493,-1.7564722185422896,0.5959934075286307,0.7429617626446495,-0.38910567904768073,-1.1643165467451384,,1.7732498877901315,1.6301866456635243
2015-04,,-0.31364760525259305,-0.06492177111468084,-0.05356845524711966,-0.9953691408298636,0.542574927380918,0.6316134821749698,-0.2509140334881247,-1.1669359984646686,,1.3009080752822166,1.3138204502387238
2015-05,,-0.20562673268045176,-0.2705466482842396,0.018302968404166346,-0.931368171837056,0.5707671008457981,0.6678097335895384,-0.5394266738423964,-1.174343464392848,,1.3009080752822166,-0.5245472483081931
2015-06,0.8955139013990896,-0.20562673268045176,-0.11632799040707142,0.2698529511836683,-0.8914737548598207,0.6814808049470255,0.9168060088433921,-0.3734515616587137,-1.2186809053832564,,1.3009080752822166,-0.8568741980574212
2015-07,,-0.4216684778247344,0.1407031060548779,-0.017632743421476655,-1.567464671586579,0.655083685888213,0.8234017525522344,-0.10764257500102348,-1.337994784116282,,-0.037393726823542826,0.1277065071599474
2015-08,,-0.7457310955411506,0.037890667470100364,0.018302968404166346,-0.859976451304526,0.7168666561859932,-0.11026660600240208,0.2117636215248516,-1.4568363027031628,,-0.037393726823542826,-0.3195789207136047
2015-09,0.8144107556120026,-0.6377102229690169,0.2435155446396591,-0.12543987889840597,-1.3117055210326791,0.7406277924623986,0.19408048592607807,-0.16123978486920837,-1.4568841828452492,,-0.27356463307750023,-0.35163743261492575
2015-10,,-0.6377102229690169,-0.11632799040707142,-0.1613755907240493,-1.3314092123533334,0.7678572342279948,0.5478284774516671,-0.5014835813631783,-1.451962404831578,,-0.27356463307750023,-0.41240009851910847
2015-11,,-0.8537519681132919,0.1407031060548779,0.05423868022980967,-1.150318774298139,0.800697131227601,0.46164542802662006,-0.275276401610027,-1.451962404831578,,-0.43101190391347205,-0.4605257405651586
2015-12,0.7333076098249155,-0.7457310955411506,0.6033590796863897,-0.05356845524711966,-1.7511293398395107,0.7847594312102145,0.6725191586789483,-0.15667832019957542,-1.451962404831578,,-0.43101190391347205,-0.4219576846155612
2016-01,,-1.0697937132575746,0.08929688676249097,-0.06588577983247716,,,,0.0506609829655495,-1.323136910428455,,-0.43101190391347205,-0.34556759467060544
2016-02,,-1.501877203546132,-0.16773420969945838,-0.41043271317420615,-0.3949355490911304,0.5861670568450419,-1.0037911628447727,0.5690092408783617,-1.2372532474930398,,-0.43101190391347205,-0.38482718689174605
2016-03,0.6522044640378277,-0.20562673268045176,0.2949217639320497,0.2698529511836683,-0.039032956375614596,0.6523645149667663,0.6123936194763259,0.5704512857318755,-1.108427753089917,,-0.43101190391347205,-0.4292865760201172
2016-04,,-0.31364760525259305,-0.013515551822290233,-0.017632743421476655,-0.8640234276403096,0.5641012374711339,0.514771603900644,0.597896789291843,-0.9151895114852326,,-0.43101190391347205,-0.3090538815195125
2016-05,,-0.31364760525259305,-0.2705466482842396,-0.017632743421476655,-0.8271142653274409,0.542035418097226,0.5675007074725937,0.29843041355135796,-0.7863640170821096,,-0.43101190391347205,-0.2683102189044331
2016-06,0.5711013182507407,-0.4216684778247344,-0.16773420969945838,0.05423868022980967,-0.6979877767033024,0.6744303343406742,0.7853258159046169,0.13308146606323404,-0.743422185614402,,-0.43101190391347205,-0.42538247522579714
2016-07,,-0.5296893503968757,0.037890667470100364,-0.017632743421476655,0.5162514320460753,0.5861670568450419,0.5910744301786601,0.01449375161794081,-0.5501839440097176,,-0.43101190391347205,-0.33232956715394674
2016-08,,0.010415012463823151,0.08929688676249097,0.09017439205545266,0.5408204140468188,0.6744303343406742,-0.17472241508153863,-0.4264547444233303,-0.3569457024050333,,-0.43101190391347205,-0.28783934939392314
2016-09,0.5711013182507407,0.010415012463823151,-0.11632799040707142,0.018302968404166346,0.23138225900522055,0.6964961537145822,0.190628818828121,0.17529885827720101,-0.1637074608003489,,-0.43101190391347205,-0.3024657651300303
2016-10,,0.8745819930409459,0.037890667470100364,0.018302968404166346,0.2566296181053508,0.542035418097226,0.6187590958088054,0.35746820673459545,0.07247261227204309,,-0.43101190391347205,-0.2283084253714349
2016-11,,1.4146863559016447,0.6033590796863897,0.05423868022980967,0.25235263502634886,0.7185619730884906,0.4404981350381132,0.5195152758198148,0.5233618426829733,,-0.43101190391347205,0.061704577742796855
2016-12,0.6522044640378277,1.0906237381852208,0.3463279832244403,-0.017632743421476655,0.23306018785402716,0.7406277924623986,0.49055411970717033,0.33735422093454676,0.9957219888277573,,-0.43101190391347205,0.3667440012392763
2017-01,,0.9826028656130795,0.5005466411016084,-1.1182537573613616,,,,0.827203691627313,1.296314809101711,,-0.43101190391347205,0.15625550985903558
2017-02,,1.3066654833295033,0.3463279832244403,1.5357175081685261,2.503107016889275,0.43170632122768565,-0.948087200223077,-0.9860355328600754,1.489553050706395,,-0.27356463307750023,0.12719204935716902
2017-03,0.8144107556120026,1.5227072284737784,0.860390176148339,0.5573386457888133,0.45568804234445986,0.7406277924623986,0.5782655779332126,-0.8823658812775129,1.4466112192386875,,-0.1161173622415284,0.7525366408220922
2017-04,,0.8745819930409459,0.037890667470100364,0.16204581570673898,0.045096568351776896,0.6964961537145822,0.3998994761072582,-0.5713569265298255,1.1889602304324418,,-0.1161173622415284,0.9447164952436652
2017-05,,0.8745819930409459,0.5005466411016084,0.16204581570673898,-0.1678046590491348,0.6964961537145822,0.4644091362928053,-0.26034797178213803,0.9957219888277573,,-0.1161173622415284,1.332049897858036
2017-06,0.8144107556120026,1.4146863559016447,0.6547652989787766,0.5573386457888133,0.1527834408368176,0.7626936118363066,0.851687527767823,-0.26034797178213803,0.9957219888277573,,-0.1161173622415284,0.8850347389044432
2017-07,,1.0906237381852208,0.2949217639320497,0.12611010388109598,0.9047455628803716,0.6302986955928583,0.5681503831176106,-0.3640176233647006,0.9957219888277573,,-0.1161173622415284,0.9542162733596958
2017-08,,1.4146863559016447,0.037890667470100364,-0.017632743421476655,0.13447846292024146,0.5641012374711339,-0.17695660783609823,0.0506609829655495,1.1674893146985879,,-0.1161173622415284,1.1688171048644476
2017-09,0.7333076098249155,1.8500104723673665,0.9632026147331165,0.197981527532382,0.3034811349402524,0.6082328762189503,0.10543472628457284,-0.15667832019957542,1.296314809101711,,-0.1161173622415284,1.280526043583552
2017-10,,1.3066654833295033,0.5005466411016084,0.05423868022980967,-0.18790839075126056,0.542035418097226,0.40243422958591174,0.15433063454811186,1.296314809101711,,-0.1161173622415284,1.0444932355670826
2017-11,,1.5227072284737784,0.551952860393999,0.018302968404166346,-0.25838821253393524,0.5861670568450419,0.3314163341189673,-0.05300866861701308,1.0601347360293187,,-0.1161173622415284,0.9893532263333787
2017-12,0.6522044640378277,1.3066654833295033,0.44914042180921787,0.05423868022980967,0.3409137987517734,0.4096405018537777,0.030902360788533752,0.0506609829655495,0.8668964944246345,,-0.037393726823542826,1.1700343947510354
2018-01,,0.9826028656130795,0.9632026147331165,3.3727223481259427,,,,-0.26034797178213803,0.7380710000215115,,-0.037393726823542826,1.5970945046467395
2018-02,,-0.09760586010831815,0.6547652989787766,-2.935570498880863,-0.8321864961719153,0.47583795997550166,-0.9110871473285957,1.1910271503737369,0.6092455056183886,-0.5369165996957866,-0.037393726823542826,0.6102076264632799
2018-03,0.7333076098249155,1.198644610757362,0.551952860393999,-0.017632743421476655,-0.47849895406945475,0.5641012374711339,0.4930215546016835,0.361669937713237,0.4804200112152657,0.9590104284511579,-0.037393726823542826,0.693925435598137
2018-04,,1.0906237381852208,0.6547652989787766,0.34172437483495466,0.43977056517792695,0.4096405018537777,0.2681383895912446,0.0506609829655495,0.5448327584168271,-0.9211947970787602,0.04132990859444274,0.8609696753304531
2018-05,,1.6307281010459196,0.7575777375635578,0.2698529511836683,1.2262310625237707,0.21104812748860508,0.26967792315268424,0.0506609829655495,0.6951291685538038,-0.7432106044254857,0.04132990859444274,1.2349034206438236
2018-06,0.7333076098249155,1.198644610757362,0.7575777375635578,-0.017632743421476655,0.47491963768500384,0.32137722435814536,0.7448915314706784,0.15433063454811186,0.8239546629569268,0.06126497696125286,0.04132990859444274,0.7982928675917786
2018-07,,0.8745819930409459,0.2435155446396591,-0.017632743421476655,0.2200888620086969,0.2772455856103294,0.4013314030337728,0.361669937713237,0.8024837472230729,1.726001715115916,0.04132990859444274,0.5906572332683443
2018-08,,0.9826028656130795,0.44914042180921787,0.018302968404166346,0.6594522683471571,0.32137722435814536,-0.2502779876037595,0.5690092408783617,0.6951291685538038,0.10041854203214479,0.04132990859444274,-0.17929489925826717
2018-09,0.5711013182507407,0.4424985027523807,0.44914042180921787,-0.08950416707276297,0.47931327174838834,0.3655088631059613,0.20732454438681858,0.7763485440434869,0.5877745898845348,-0.36046066761442835,0.04132990859444274,-0.022490752363344288
