month,GDP同比,制造业PMI一阶差分_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分_去季节性,逆回购7天(19日),银行间7天回购(20-19均值)
1997-03,10.2,,,13.5,,14.3,-26.272518315231512,4.0,0.47,,,
1997-04,,,,11.9,,13.6,8.379709118077754,3.2,0.06,,,
1997-05,,,,11.9,,13.0,-20.83587096105208,2.8,0.07,,,
1997-06,10.1,,,12.1,,13.0,-22.74984959107258,2.8,-0.37,,,
1997-07,,,,8.4,,13.0,10.722315511821945,2.7,-0.65,,,
1997-08,,,,10.9,,11.8,-14.078279376201863,1.9,-0.89,,,
1997-09,8.7,,,11.1,,9.9,-22.123049609478905,1.8,-0.95,,,
1997-10,,,,11.8,,11.6,21.16621279730073,1.5,-0.92,,,
1997-11,,,,11.6,,10.8,6.4247474474694775,1.1,-0.61,,,
1997-12,8.6,,,9.2,,8.9,-15.044763994688921,0.4,-0.92,,,
1998-01,,,,1.8,,12.9,,0.3,-1.32,,,
1998-02,,,,9.5,,6.0,-11.106008054614605,-0.1,-2.65,,,
1998-03,7.3,,,9.0,,6.4,-25.849563908158682,0.7,-3.2,,,
1998-04,,,,7.2,,6.6,4.970159415269215,-0.3,-3.69,,,
1998-05,,,,8.0,,6.8,-17.5639541204267,-1.0,-4.47,,,
1998-06,7.0,,,7.9,,6.8,-29.51016059659841,-1.3,-4.88,,,
1998-07,,,,7.6,,8.1,57.974774195329296,-1.4,-4.96,,,
1998-08,,,,7.9,,9.3,-1.4296798720824633,-1.4,-5.54,,,
1998-09,7.9,,,10.2,,7.0,1.4696555737621324,-1.5,-4.19,,,
1998-10,,,,10.6,,7.6,23.920744212445694,-1.1,-5.38,,,
1998-11,,,,11.0,,7.4,32.06384934307879,-1.2,-5.68,,,
1998-12,9.2,,,11.5,,8.7,-33.00273798882148,-1.0,-5.38,,,
1999-01,,,,17.9,,5.9,,-1.2,-4.92,,,4.0535
1999-02,,,,2.1,,10.6,7.106832672407894,-1.3,-4.89,,,4.037967741935484
1999-03,9.0,,,9.0,,5.8,-12.151507685149372,-1.8,-4.62,,,4.052821428571428
1999-04,,,,9.1,,5.7,3.1207646876971946,-2.2,-3.86,,,4.049838709677418
1999-05,,,,8.9,,5.3,-16.50197347566742,-2.2,-3.42,,,4.020499999999999
1999-06,7.9,,,9.1,,5.4,-28.69231201061306,-2.1,-3.6,,,3.5587741935483876
1999-07,,,,9.3,,5.6,23.614694674104804,-1.4,-2.51,,,2.6722000000000006
1999-08,,,,9.5,,6.0,-25.810190003232382,-1.3,-2.3,,,2.6123548387096776
1999-09,7.7,,,8.2,,6.6,-35.54160677548605,-0.8,-2.1,,,2.5776129032258064
1999-10,,,,7.0,,8.2,-1.9911619172348973,-0.6,-0.74,,,2.568600000000001
1999-11,,,,7.6,,7.8,-1.3014960266287936,-0.9,-1.04,,2.57,2.5789999999999993
1999-12,6.8,,,7.4,,8.0,-15.74524185600783,-1.0,-0.83,,2.57,2.5700666666666674
2000-01,,,,8.9,,11.3,,-0.2,0.03,,2.57,2.5667419354838716
2000-02,,,,12.0,,10.5,-9.199568768728927,0.7,1.2,,2.53,2.514903225806451
2000-03,8.8,,,11.9,,9.3,-25.52782987402243,-0.2,1.87,,2.5,2.47803448275862
2000-04,,,,11.4,,9.1,-0.4352068116835657,-0.3,2.59,,2.48,2.4292903225806453
2000-05,,,,11.5,,11.5,-21.50797303989517,0.1,0.67,,2.48,2.3957333333333333
2000-06,9.2,,,12.2,,8.9,-15.917679150493928,0.5,2.95,,2.48,2.3779903225806445
2000-07,,,,12.8,,9.1,33.10378269244255,0.5,4.5,,2.48,2.361866666666667
2000-08,,,,12.8,,9.3,-15.140390423848281,0.3,3.92,,2.48,2.3395806451612904
2000-09,8.9,,,12.0,,9.6,-9.565424980866254,0.0,3.7,,2.48,2.312935483870968
2000-10,,,,11.4,,10.4,8.233304456782854,0.0,3.6,,2.4,2.298166666666667
2000-11,,,,10.6,,8.7,-1.6632855702236435,1.3,3.5,,2.4,2.302741935483871
2000-12,7.6,,,10.4,,8.8,-23.86131350011717,1.5,2.8,,2.4,2.350666666666667
2001-01,,,,2.3,,12.5,,1.2,1.43,,2.5,2.5238387096774195
2001-02,,,,19.0,,8.6,-3.7593657936181657,0.0,0.9,,2.5,2.479870967741936
2001-03,9.5,,,12.1,,9.5,-22.627571031259862,0.8,0.2,,2.5,2.507357142857143
2001-04,,,,11.5,,9.7,11.031694202680201,1.6,-0.1,,2.5,2.456745161290323
2001-05,,,,10.2,,11.1,-9.95355221249487,1.7,-0.2,,2.5,2.369906666666666
2001-06,8.6,,,10.1,,10.0,-16.56686867250749,1.4,-0.6,,2.5,2.3670290322580643
2001-07,,,,8.1,,9.8,36.920180918658524,1.5,-1.3,,2.5,2.3162999999999996
2001-08,,,,8.1,,9.6,-6.253666925585794,1.0,-2.0,,2.5,2.301012903225806
2001-09,8.0,,,9.5,,9.9,-17.576345864628152,-0.1,-2.9,,2.5,2.28161935483871
2001-10,,,,8.8,,10.5,9.408835897131373,0.2,-3.1,,2.5,2.2212533333333337
2001-11,,,,7.9,,10.1,1.7357624109446155,-0.3,-3.7,,2.5,2.1427548387096773
2001-12,7.5,,,8.7,,9.6,-9.660971854979781,-0.3,-4.0,,2.5,2.1395833333333334
2002-01,,,,18.6,,7.9,,-1.0,-4.2,,2.15,2.1383548387096774
2002-02,,,,2.7,,9.1,2.343910017608952,0.0,-4.2,,2.15,2.1354387096774197
2002-03,9.0,,,10.9,,8.3,-4.4431456599978745,-0.8,-4.0,,1.97,1.9660214285714288
2002-04,,,,12.1,,8.2,17.727526557621026,-1.3,-3.06,,1.97,1.9519709677419355
2002-05,,,,12.9,,9.3,-8.23704304521404,-1.1,-2.63,,1.97,1.9508300000000003
2002-06,8.9,,,12.4,,8.6,-14.91299032666555,-0.8,-2.5,,1.97,1.9511129032258065
2002-07,,,,12.8,,8.6,41.8153517296312,-0.9,-2.3,,1.97,1.9498066666666667
2002-08,,,,12.7,,8.8,-3.061023459947201,-0.7,-1.7,,1.97,1.950151612903226
2002-09,9.7,,,13.8,,9.1,-7.456101567219783,-0.7,-1.4,,1.97,2.049677419354839
2002-10,,,,14.2,,9.4,19.456923730853283,-0.8,-1.0,,1.97,2.2632366666666663
2002-11,,,,14.5,,9.1,10.901934398097914,-0.7,-0.4,,1.97,2.2333612903225806
2002-12,9.2,,,14.9,,9.2,-17.35245258499236,-0.4,0.4,,1.97,2.2537100000000003
2003-01,,,,14.8,,10.0,,0.4,2.4,,2.3,2.3061225806451615
2003-02,,,,19.8,,8.5,15.355694263026532,0.2,4.0,,2.3,2.2762161290322585
2003-03,11.2,,,16.9,,9.3,2.7294942178999975,0.9,4.6,,2.3,2.1226107142857145
2003-04,,,,14.9,,7.7,18.67921896461204,1.0,3.6,,2.3,1.9732677419354843
2003-05,,,,13.7,,4.3,6.350781109863718,0.7,2.0,,2.3,1.9816466666666668
2003-06,9.2,,,16.9,,8.3,2.2527502287396786,0.3,1.3,,2.3,2.106977419354839
2003-07,,,,16.5,,9.8,55.410200535715916,0.5,1.4,,2.3,2.2300333333333335
2003-08,,,,17.1,,9.9,4.087553748442332,0.9,1.4,,2.3,2.117774193548387
2003-09,10.1,,,16.3,,9.5,-4.687579552351064,1.1,1.4,,2.9337,2.6812258064516126
2003-10,,,,17.2,,10.2,24.76155012633469,1.8,1.2,,2.6,3.111800000000001
2003-11,,,,17.9,,9.7,20.071536194389726,3.0,1.9,,3.7561,2.9776774193548383
2003-12,10.1,,,18.1,,10.9,-2.139804522618771,3.2,3.0,,3.7561,2.1673
2004-01,,,,7.2,,11.8,,3.2,3.5,,3.7561,2.2533870967741936
2004-02,,,,23.2,,9.2,47.56949626675163,2.1,3.5,,3.7561,2.5634838709677426
2004-03,10.6,,,19.4,,11.1,14.095890821117827,3.0,4.0,,3.7561,1.9849655172413794
2004-04,,,,19.1,,13.2,32.41057395149385,3.8,5.0,,3.7561,1.907696774193548
2004-05,,,,17.5,,17.8,1.4598448645528492,4.4,5.7,,3.7561,2.2867133333333336
2004-06,11.6,,,16.2,,13.9,7.5787040812240605,5.0,6.4,,3.7561,2.304367741935484
2004-07,,,,15.5,,13.2,61.81859991245234,5.3,6.4,,3.7561,2.3558700000000004
2004-08,,,,15.9,,13.1,12.721158062582788,5.3,6.8,,3.7561,2.336158064516129
2004-09,9.8,,,16.1,,14.0,8.67998534830668,5.2,7.9,,3.7561,2.162512903225806
2004-10,,,,15.7,,14.2,36.23818459481951,4.3,8.4,,3.7561,2.1762566666666667
2004-11,,,,14.8,,13.9,30.042374816961498,2.8,8.1,,3.7561,2.1025870967741933
2004-12,8.8,,,14.4,,14.5,-3.3037108079635225,2.4,7.1,,3.7561,1.8898
2005-01,,,,20.9,,11.5,,1.9,5.8,,3.7561,1.846035483870968
2005-02,,0.07399775298893874,,7.6,,15.8,6.260993140712106,3.9,5.38,,3.7561,1.9896225806451613
2005-03,11.2,3.19366193959809,,15.1,,13.9,-6.594321057422821,2.7,5.6,,3.7561,1.8469464285714283
2005-04,,-0.3083587712703647,,16.0,,12.2,14.292626724550432,1.8,5.78,,3.7561,1.4059064516129032
2005-05,,-3.4181320755493645,,16.6,,12.8,-1.3190402779589405,1.8,5.9,,3.7561,1.1971500000000002
2005-06,11.1,-0.9537265440768437,,16.8,,12.9,-6.223580237301288,1.6,5.2,,3.7561,1.1085709677419353
2005-07,,-0.1905554009952971,,16.1,,12.7,45.113770897388555,1.8,5.2,,3.7561,1.13699
