month,中国:GDP:现价:当季值,中国:GDP:不变价:当季值,万得一致预测:中国:GDP:不变价:当季同比,中国:制造业PMI,中国:非制造业PMI:服务业,中国:工业增加值:规模以上工业企业:当月同比(1-2月拆分),中国:全社会用电量:当月同比,中国:社会消费品零售总额:当月同比(1-2月合并),中国:固定资产投资完成额:累计同比,中国:固定资产投资完成额:固投当月同比,中国:CPI:当月同比,中国:PPI:当月同比,中国:城镇调查失业率,中国:GDP:现价:当季值同比,中国:GDP:不变价:当季值同比
2024-10,,,,50.1,50.1,5.3,4.33,4.8,3.4,-0.07811555851895069,0.3,-2.9,5.0,,
2024-11,,,,50.3,50.1,5.4,2.79,3.0,3.3,-0.03959525848469825,0.2,-2.5,5.0,,
2024-12,373512.4,358465.4,5.07,50.1,52.0,6.2,3.18,3.7,3.2,0.17220142494867763,0.1,-2.3,5.1,0.045594818724791875,0.053557326251334025
2025-01,,,,49.1,50.3,-11.11,,,,,0.5,-2.3,5.2,,
2025-02,,,,50.2,50.0,31.02,8.6,4.0,4.1,0.24624603287385716,-0.7,-2.2,5.4,,
2025-03,318466.4,306571.0,5.16,50.5,50.3,7.7,4.8041,5.9,4.2,-0.005742718351131826,-0.1,-2.5,5.2,0.04578011934644488,0.05426215301658921
2025-04,,,,49.0,50.1,6.1,4.6813,5.1,4.0,-0.1086492529728631,-0.1,-2.7,5.1,,
2025-05,,,,49.5,50.2,5.8,4.4315,6.4,3.7,0.03607094259553967,-0.1,-3.3,5.0,,
2025-06,341395.3,323458.2,5.16,49.7,50.1,6.8,5.421237,4.8,2.8,0.27131487501401197,0.1,-3.6,5.0,0.03898499446414827,0.05234490140515158
2025-07,,,,49.3,50.0,5.7,8.582166,3.7,1.6,-0.31035985013505274,0.0,-3.6,5.2,,
2025-08,,,,49.4,50.5,5.2,4.990763,3.4,0.5,-0.10274751302700147,-0.4,-2.9,5.3,,
2025-09,354106.2,341216.5,4.76,49.8,50.1,6.5,4.5367,3.0,-0.5,0.08737492220041165,-0.3,-2.3,5.2,0.037086695532375424,0.04835116959854879
2025-10,,,,49.0,50.2,4.9,10.356738,2.9,-1.7,-0.24628475792954652,0.2,-2.1,5.1,,
2025-11,,,,49.2,49.5,4.8,6.171445,1.3,-2.6,-0.20619745050176297,0.7,-2.2,5.1,,
2025-12,387911.3,374444.5,4.48,50.1,49.7,5.2,2.770855,0.9,-3.8,-0.03439941807260016,0.8,-1.9,5.1,0.03854999191459241,0.04457640821122477
2026-01,,,,49.3,49.5,6.3,,,,,0.2,-1.4,5.2,,
2026-02,,,,49.0,49.7,6.3,,2.8,1.8,0.08624703821984125,1.3,-0.9,5.3,,
2026-03,334192.9,335748.7,4.89,50.4,50.2,5.7,3.515013,1.7,1.7,-0.050019954769189856,1.0,0.5,5.4,0.04938197561814994,0.0951743641766507
2026-04,,,,50.3,49.6,,,,,,,,,,
