month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分,逆回购7天(19日),银行间7天回购(20-19均值)
2013-01,,0.13693129856935163,1.2376631632864123,4.488951201291402,,,,0.04608759059553228,-0.563923359480258,,0.9626812856238465,0.7630417832003222
2013-02,,-0.1718593771711051,0.5305695247422365,-1.7601755449422456,-3.7738410846654697,0.8660166344719828,,1.4937381657397162,-0.5617449654609699,,0.9626812856238465,0.4363488431786871
2013-03,1.265113417513829,-0.15792121674631096,0.6937449797908912,0.9410598873006861,-0.7835750532442166,0.9293926226424637,0.9667845786596154,0.09368124861969561,-0.624918392020326,,0.9626812856238465,0.5680253563196538
2013-04,,0.3519498426929555,-0.06774047710283748,1.1023276743002643,0.21939705985896205,0.9715272429611388,1.0150439878002078,0.4789342605032692,-0.7774059733704958,,0.9626812856238465,0.3406169014837137
2013-05,,0.34621812429128557,-0.17652411380194324,1.0620107275503692,-0.14487619485081646,0.9909786647973038,0.8548868343879291,0.12837227812579963,-0.8318658238526992,,0.9626812856238465,0.5252444655844605
2013-06,1.0288676101837766,-0.4202319172147619,-0.013348658753284594,0.9410598873006861,0.11906130457900835,1.0796476619422175,0.9866194928056552,0.8225580369795186,-0.7948331255248009,,0.9626812856238465,3.1500353557927445
2013-07,,-0.2172458907455838,0.20421861464492305,1.2635954612998417,0.644756496897804,1.0585229654891208,1.1147162431997413,0.8294962428807393,-0.7011621826954109,,0.9626812856238465,3.1501003978825977
2013-08,,0.5316065052096877,-0.06774047710283748,1.5059003112667086,1.6471817415285694,1.0918112354499665,0.2374146108483274,0.698644114041927,-0.5595665714416818,,1.7715541672428645,1.5796244003391784
2013-09,1.265113417513829,0.5706752450524788,0.6937449797908912,1.4651801950493142,0.9695538882543147,1.077016753548177,0.7478005594395682,1.2893653989300726,-0.49857153890161376,,1.7715541672428645,1.19684231963897
2013-10,,1.297082774970018,1.1832713449368595,1.5054971417992093,0.789267578667586,1.0812698796360252,0.7059089714560385,1.4766969582630332,-0.5356042372295121,,1.7715541672428645,1.4869671093981416
