month,中债-新综合财富(3-5年)指数,中债-新综合净价(3-5年)指数,中债-新综合全价(3-5年)指数,中债-综合财富(3-5年)指数,中债-综合净价(3-5年)指数,中债-综合全价(3-5年)指数,中债-新综合财富(5-7年)指数,中债-新综合净价(5-7年)指数,中债-新综合全价(5-7年)指数,中债-综合财富(5-7年)指数,中债-综合净价(5-7年)指数,中债-综合全价(5-7年)指数
2003-08,-0.00118238872608889,-0.00118238872608889,-0.0018547515559798056,-0.0018547515559798056,0.001101384164311936,0.001086335752569223,0.00036697941888630403,0.00034984904486479174,-0.0020786523006043334,-0.0020780358182515,-0.0017383673841144809,-0.0017379234901974128
2003-09,-0.010264519983332554,-0.010264519983332554,-0.010023995550598519,-0.010023995550598519,-0.007424035599045364,-0.007444725115658635,-0.012096423452349958,-0.012246105509707728,-0.014126968133765794,-0.01412775616406392,-0.020921261495656762,-0.02092084720299281
2003-10,-0.007731310335872266,-0.007731310335872266,-0.006941256770619186,-0.006941256770619186,-0.004945394797661984,-0.004934607161614202,-0.01149325181792249,-0.011507033883789042,-0.014000534278844956,-0.013999419346289121,-0.01286106938764875,-0.012861246168905272
2003-11,-0.00014824493334597566,-0.00014824493334597566,2.311167561641625e-05,2.311167561641625e-05,0.0023159366709128992,0.002318132007080642,0.0029190649310413264,0.00293323833384318,0.0008138241318866868,0.0008135819973693614,0.0016383491449929455,0.0016377453570122213
2003-12,0.006727227735933594,0.006727227735933594,0.006508298407039481,0.006508298407039481,0.00957774957763502,0.00959799840208575,0.0060074526006874684,0.005990243412759222,0.0026866146092359156,0.0026868410396774234,-0.0002513296147360622,-0.00025053454130885555
2004-01,-0.003176086415552337,-0.003176086415552337,-0.00041530726747773805,-0.00041530726747773805,-0.0004164651385550888,-0.0004155595333994455,0.004493797638045471,0.004481762078017759,0.0022672768644695918,0.0022676246989110638,0.0038236033508227685,0.003823891969218174
2004-02,0.00045953915660801314,0.00045953915660801314,0.002085389092855605,0.002085389092855605,0.0029865416245686838,0.003010507894178449,0.0020281127183587877,0.002040319229722254,-7.448660363540416e-05,-7.548447773930711e-05,-0.0007462565991703807,-0.000746906754907406
2004-03,-0.0027355991481551323,-0.0027355991481551323,-0.0013285626009129636,-0.0013285626009129636,0.0002190280629705832,0.00026153121332561646,-0.00291159671620711,-0.002911258103907244,-0.0053797620128799295,-0.0053802052516679355,-0.0029114626335347005,-0.002911978152578043
2004-04,-0.011532062954524358,-0.011532062954524358,-0.01046898873959956,-0.01046898873959956,-0.008554382103284963,-0.00854992901803242,-0.01929139316635675,-0.01931591230017493,-0.021849867189495775,-0.02184954450627996,-0.022186050660007117,-0.022185117407658383
2004-05,-0.0020942440832697473,-0.0020942440832697473,0.0005607569007892721,0.0005607569007892721,0.0010396098987617286,0.0010415417102227487,0.004228418442807191,0.004201709345050153,0.0017967275015733364,0.0017972428993699996,0.00231040480282263,0.0023103433251101535
2004-06,-0.0005580495804792251,-0.0005580495804792251,-0.00043645981696915914,-0.00043645981696915914,0.0023300357779372227,0.002336750803644483,-0.005564962097676207,-0.005561687747492217,-0.008031510407669029,-0.008031216342525571,-0.006701172188067095,-0.006701837079634454
2004-07,-0.0026146634553129156,-0.0026146634553129156,-0.0024615787987576354,-0.0024615787987576354,0.0003121631674030123,0.00033968519342608694,0.010185651635679083,0.010187884266571912,0.007875943857249101,0.007875710649936085,0.009252328178112723,0.00925310364518106
2004-08,-0.0023525110588792364,-0.0023525110588792364,-0.00214719181883527,-0.00214719181883527,0.0007673592502832616,0.0007768371629792714,0.008155853242963973,0.00818137013307041,0.005682246592327633,0.005681604040251642,0.004809150383432215,0.004809211219152676
2004-09,-0.004517269524515588,-0.004517269524515588,-0.007001494314008427,-0.007001494314008427,-0.0016709728417153569,-0.0016150219790843634,0.006678770960431457,0.0067289332627851195,0.0042402090947903925,0.004241033088177915,0.0007196652376024737,0.0007192647880840397
2004-10,-0.0031457952702215186,-0.0026960971431617686,-0.0003713664243942816,7.243685750535356e-05,-0.0003702610150279062,7.309733337135249e-05,0.002453045976519075,0.004215082511644486,-5.18455996567635e-06,0.0018057633081749458,0.0006770862720759663,0.0021572702368581886
2004-11,-0.0014404278689745809,-0.0014397783601208802,0.0008726270667482883,0.0008732599835754584,0.0015984105170283591,0.0016013790655047266,-0.004241478333312787,-0.0042210935211144385,-0.0070707395398368345,-0.007071379125876631,-0.009411282261578391,-0.009410696739913238
2004-12,0.010495726064701616,0.010495187168021891,0.007579627901759478,0.007579317311034339,0.013313053999415958,0.01338856697695312,0.010302089037371287,0.010453691546116195,0.007716342689577216,0.00771678110706886,0.007298356007017004,0.007297027818690349
2005-01,0.0013256311563869527,0.0013323079481208921,0.0034055671154795686,0.0034161939936896424,0.004253989167580574,0.004265483067594111,0.007412422464644575,0.007413096124308627,0.0047120782368723635,0.004712503179931549,0.007411920513471282,0.0074125642913398515
2005-02,0.011680222120465489,0.0116582703871837,0.012214396446427633,0.012197753008355683,0.014171768279614971,0.014152920075765296,0.011473610508368814,0.011472298584693341,0.009062272437530439,0.009061724506694846,0.011473609169096566,0.011472766449292848
2005-03,0.0028758223599807398,0.002868413088417121,0.005287161842355559,0.00528484476640001,0.005691846464394024,0.0056903327701463,0.011850352693481003,0.011852645090173253,0.009247674537463002,0.0092465749931403,0.011031891756179135,0.01103226443576033
2005-04,0.006055476639798885,0.006049812234860452,0.0040015106024666736,0.004005710837810872,0.008599535535550151,0.008620052098312847,0.013036764867498496,0.013051794998807376,0.010648738488089782,0.010649587438398722,0.010634266212693255,0.010634798815919222
2005-05,0.006032252715785225,0.006014448912772696,0.008146856667844649,0.008133402805737822,0.00893382016599542,0.008932919819168994,0.006757691337588856,0.006821175324323692,0.003863263520670568,0.003863135209732471,0.0026466278191963344,0.0026469950097633976
2005-06,0.007931412092673229,0.007924154521013138,0.007504225594863856,0.007502980636143075,0.01050930539470496,0.010510109048886385,0.017578675708633584,0.017590170794277382,0.015155992317183786,0.015155982897468556,0.0165258103217667,0.016525617116372793
