month,month_end_date,中债-新综合财富(3-5年)指数__natural_month_return,中债-新综合净价(3-5年)指数__natural_month_return,中债-新综合全价(3-5年)指数__natural_month_return,中债-综合财富(3-5年)指数__natural_month_return,中债-综合净价(3-5年)指数__natural_month_return,中债-综合全价(3-5年)指数__natural_month_return,中债-新综合财富(5-7年)指数__natural_month_return,中债-新综合净价(5-7年)指数__natural_month_return,中债-新综合全价(5-7年)指数__natural_month_return,中债-综合财富(5-7年)指数__natural_month_return,中债-综合净价(5-7年)指数__natural_month_return,中债-综合全价(5-7年)指数__natural_month_return,roll20_start_date,roll20_end_date,中债-新综合财富(3-5年)指数__roll20_return,中债-新综合净价(3-5年)指数__roll20_return,中债-新综合全价(3-5年)指数__roll20_return,中债-综合财富(3-5年)指数__roll20_return,中债-综合净价(3-5年)指数__roll20_return,中债-综合全价(3-5年)指数__roll20_return,中债-新综合财富(5-7年)指数__roll20_return,中债-新综合净价(5-7年)指数__roll20_return,中债-新综合全价(5-7年)指数__roll20_return,中债-综合财富(5-7年)指数__roll20_return,中债-综合净价(5-7年)指数__roll20_return,中债-综合全价(5-7年)指数__roll20_return
2002-11,2002-11-29,-0.0008293309392777282,-0.0008293309392777282,-0.0009318397235674736,-0.0009318397235674736,0.002123154668600691,0.0021173036936812384,-0.0019162120814080197,-0.0019311543475112325,-0.004425539869132855,-0.004425218577170931,-0.003649660243172592,-0.0036488925931924543,2002-11-20,2002-12-19,-0.0011662851104602412,-0.0011662851104602412,-0.0017607338387292115,-0.0017607338387292115,0.0017522274572001617,0.0017220987446755487,0.0018306981934204103,0.001763400292834838,-0.0006492870827832231,-0.0006500924709106348,-0.002188014750527656,-0.0021879386782353016
2002-12,2002-12-31,0.007697824624174565,0.007697824624174565,0.008126175893679255,0.008126175893679255,0.01073335862491609,0.010745083924689203,0.009644936287488193,0.009615440429545874,0.0070628042288940485,0.007061701277955246,0.004872155433641723,0.004872435553714194,2002-12-20,2003-01-17,0.0010961258175774535,0.0010961258175774535,0.003001143625162239,0.003001143625162239,0.0037563436062832967,0.0037844782218370288,0.004827243374726509,0.004849445233116034,0.0027014862665299955,0.002702681131514506,0.004849358249070068,0.004848616093114044
2003-01,2003-01-29,0.0006267555653294288,0.0006267555653294288,0.0033979907878016746,0.0033979907878016746,0.0033973537213054517,0.0033982932502831797,0.0008319284158186946,0.0008327032960293579,-0.0013913488447738764,-0.0013909364085288312,0.0008327256242977032,0.0008314782064926529,2003-01-20,2003-02-19,-3.007802239007873e-05,-3.007802239007873e-05,0.0028330695031146824,0.0028330695031146824,0.0028333879265496353,0.002832402686736124,0.0033192031215534268,0.0033194309491915153,0.0010381448351794997,0.0010378361117071577,0.003319719051938952,0.0033186465710788315
2003-02,2003-02-28,-0.004877040050268788,-0.004877040050268788,-0.005398784902397424,-0.005398784902397424,-0.0019451856654780775,-0.0020784935861160037,-0.0005391548006324909,-0.000539035557198142,-0.002863041736058003,-0.002863184647611927,-0.0005395904823328745,-0.000539075588843918,2003-02-20,2003-03-19,0.005866583666338743,0.005866583666338743,0.0048467542621175586,0.0048467542621175586,0.008335000654102753,0.008201239131626625,0.007952861920365262,0.00795303444642359,0.005959853209537513,0.005960089651937173,0.007952882101053493,0.007952856949885012
2003-03,2003-03-31,0.004714220462086027,0.004714220462086027,0.007567694459309715,0.007567694459309715,0.007567181076088891,0.00756717271473395,0.004587683392356157,0.0045885841008914685,0.0022647417357841704,0.002265065423054491,0.0038934541302435566,0.003893889777972337,2003-03-20,2003-04-18,0.000282236796672386,0.000282236796672386,0.0009413697870781501,0.0009413697870781501,0.003006822733262915,0.0030205932146647463,0.0019569732909385795,0.001955585049833619,-0.0003802187002078794,-0.0003801058738762686,0.0019566437573839135,0.0019563840287566414
2003-04,2003-04-30,4.9958484499290634e-05,4.9958484499290634e-05,0.0007966955398870379,0.0007966955398870379,0.0028576333911982665,0.002875164077047465,0.008098606326279123,0.008125414209223969,0.005706694012691305,0.00570698576780071,0.0062895674045548855,0.006289153739016395,2003-04-21,2003-05-19,0.002287954240915324,0.002287954240915324,0.0043931156735221855,0.0043931156735221855,0.004988319938417751,0.004987918470638508,0.0025720634340853366,0.002600020921894819,0.00016975248895856332,0.00016870954072301103,0.0002544643818376269,0.00025468622656887874
2003-05,2003-05-30,0.00019582747599367067,0.00019582747599367067,0.002502611613814487,0.002502611613814487,0.0030996294520913015,0.003097111962119259,-0.00039642629734992774,-0.0003934900104615169,-0.003024389761931867,-0.0030244783219380844,-0.0009118410607393823,-0.0009116597771606783,2003-05-20,2003-06-19,-0.0028701900839078753,-0.0028701900839078753,-0.0018921373370606176,-0.0018921373370606176,-0.00015565487517721355,-0.00014143385451859114,-0.001743302905978128,-0.0016879872833244214,-0.004293162821368379,-0.004293867628514136,-0.003353664190460015,-0.0033546327439117896
2003-06,2003-06-30,-0.0022965266408078167,-0.0022965266408078167,-0.0013677359934978206,-0.0013677359934978206,0.00036883400099552155,0.00038499541988201713,-0.00428764514577995,-0.00424209161706679,-0.006974918834064758,-0.006974827214507595,-0.007206702438252943,-0.00720712095203957,2003-06-20,2003-07-18,-0.0014364119929891617,-0.0014364119929891617,-0.0007541961402904862,-0.0007541961402904862,0.000805137707946546,0.0008052140693375343,0.0019085325810392906,0.001898473358374675,-0.0004333862475410788,-0.0004332574801506617,0.0005843843114836655,0.0005848938667460946
2003-07,2003-07-31,-0.0016460114259625458,-0.0016460114259625458,-0.0007252031751286969,-0.0007252031751286969,0.0008340726249780328,0.0008332037870486531,0.005024743487130223,0.005028950676941202,0.002486013057806158,0.0024852739288678816,0.00392594486176101,0.003925431561296433,2003-07-21,2003-08-19,-0.0004763413773185565,-0.0004763413773185565,0.0008782290954338912,0.0008782290954338912,0.0018054082639364921,0.0017989447075672516,0.0024882266246879503,0.002486528149562961,8.168266285490944e-05,8.066250806626485e-05,0.0014421710016765399,0.0014424463890758688
2003-08,2003-08-29,-0.00118238872608889,-0.00118238872608889,-0.0018547515559798056,-0.0018547515559798056,0.001101384164311936,0.001086335752569223,0.00036697941888630403,0.00034984904486479174,-0.0020786523006043334,-0.0020780358182515,-0.0017383673841144809,-0.0017379234901974128,2003-08-20,2003-09-19,-0.009737432273403956,-0.009737432273403956,-0.009759070185956897,-0.009759070185956897,-0.00715718659969522,-0.007179580011068665,-0.007861872797259029,-0.007960529669777672,-0.009675678581882896,-0.009674799337495266,-0.016946963314359964,-0.016946081628735565
2003-09,2003-09-30,-0.010264519983332554,-0.010264519983332554,-0.010023995550598519,-0.010023995550598519,-0.007424035599045364,-0.007444725115658635,-0.012096423452349958,-0.012246105509707728,-0.014126968133765794,-0.01412775616406392,-0.020921261495656762,-0.02092084720299281,2003-09-22,2003-10-17,-0.012363620238928008,-0.012363620238928008,-0.010048880277547134,-0.010048880277547134,-0.010034414535972314,-0.010048851214646826,-0.018498577543803685,-0.018585606574123115,-0.020741880602524687,-0.020741740609405923,-0.01969872997904798,-0.019699004067808
2003-10,2003-10-31,-0.007731310335872266,-0.007731310335872266,-0.006941256770619186,-0.006941256770619186,-0.004945394797661984,-0.004934607161614202,-0.01149325181792249,-0.011507033883789042,-0.014000534278844956,-0.013999419346289121,-0.01286106938764875,-0.012861246168905272,2003-10-20,2003-11-19,0.002226763715514446,0.002226763715514446,0.0015676641402602165,0.0015676641402602165,0.004831265394443118,0.004842452422041621,0.010250617088315428,0.010248379583727152,0.008073733440145503,0.008073390340136433,0.00912705363798949,0.009126853478020225
2003-11,2003-11-28,-0.00014824493334597566,-0.00014824493334597566,2.311167561641625e-05,2.311167561641625e-05,0.0023159366709128992,0.002318132007080642,0.0029190649310413264,0.00293323833384318,0.0008138241318866868,0.0008135819973693614,0.0016383491449929455,0.0016377453570122213,2003-11-20,2003-12-19,0.004035318214830719,0.004035318214830719,0.004151656203183585,0.004151656203183585,0.006550880700897599,0.006567887571198305,0.010535123048571515,0.010548392469140966,0.007595306289875925,0.007596133587531417,0.0054963413581405884,0.005496046952728095
2003-12,2003-12-31,0.006727227735933594,0.006727227735933594,0.006508298407039481,0.006508298407039481,0.00957774957763502,0.00959799840208575,0.0060074526006874684,0.005990243412759222,0.0026866146092359156,0.0026868410396774234,-0.0002513296147360622,-0.00025053454130885555,2003-12-22,2004-01-16,0.003066818954775119,0.003066818954775119,0.005292787036730973,0.005292787036730973,0.005285007473316172,0.005294127709071006,0.007060738046235526,0.007032014954158505,0.005207234263356675,0.005207728227925257,0.004130580420201202,0.004130140838812579
