month,中债-新综合净价(3-5年)指数,中债-综合净价(3-5年)指数,中债-新综合净价(5-7年)指数,中债-综合净价(5-7年)指数
2002-01,0.00303904347478956,0.003772690658284228,0.0053286426710554835,0.0053286426710554835
2002-03,0.0011149741524214551,0.0018528925165148813,0.0037094755178521677,0.0037090181372161357
2002-04,-0.0006131798287419832,0.00016018328851430397,0.0018706366585370393,0.0007046167758308908
2002-05,-0.005079461070554792,-0.004269879601968007,0.0029407670023819943,0.002940120878016428
2002-06,-0.00034745158007032373,0.00036629860083570165,0.0006591204361623415,-0.001140464681951836
2002-07,0.004618641795580247,0.005252716511745303,-0.01324634564584426,-0.01394165316982321
2002-08,-0.003691641678416069,-0.002939147153107058,-0.006109402351066495,-0.0073504351075242
2002-09,-0.0005250970482968409,0.00020744313731579922,0.002634495381668822,0.002560281512617557
2002-10,-0.003780447481538496,-0.0029836506437533883,-0.0003327925053198122,-0.0003321741736058703
2002-11,0.0010908787455596869,0.001772636096468716,0.00156585297831624,0.0008379630959467477
2002-12,0.00016060451539590126,0.0008300136013883463,0.009253996087631666,0.00925407620023111
2003-01,0.0014537710821871386,0.0021031233742461186,0.005906988524032819,0.0059075549358043045
2003-02,0.0008644751902648906,0.0015179031774004148,-0.001613379470325138,-0.0016126071143265364
2003-03,-0.005578680512950407,-0.004815315668568632,-0.0011231980442241163,-0.001122567933022789
2003-04,-0.0014139717205654545,-0.0007354818549385467,-0.002880564510760575,-0.0034920342861392006
2003-05,0.000594418064714608,0.0012205620090108837,-0.0015394368329422203,-0.0015401868721029999
2003-06,-0.002311271980356744,-0.0017221791255958019,0.0003400957762758061,-0.0009720161160858831
2003-07,0.0019204078685577386,0.0024432244117733593,-0.00026039422739143614,-0.0006264767301639163
2003-08,-0.005216160198208031,-0.004586368915637129,-0.0061214509462570454,-0.007525786410921165
2003-09,-0.017532597106017955,-0.01667569985066819,-0.003056936873304106,-0.004188388096160067
2003-10,0.0028353647310086494,0.0034088380408676677,0.011058101692542843,0.010212686217558442
2003-11,-0.003844568845221774,-0.0031738430307099996,0.0030239241491765156,0.002002731921332712
2003-12,0.0006714397645171122,0.0012865696006596483,0.0053924557304652065,0.0031519133445796488
2004-02,0.0008603246604315107,0.001478734679637439,0.000725003362679999,0.0007261187335598773
2004-03,-0.0009373146498694584,-0.000280457600685069,-0.004541669964988393,-0.00454073466680549
2004-04,0.0012949187840547438,0.001926604544922883,-0.005536080524807696,-0.005535593091167801
2004-05,-0.002752501170123045,-0.0020266302829680116,0.003838172564626152,0.0032824676396776553
2004-06,0.006523774852165598,0.007056702817429761,0.008025015070795893,0.008024202231639688
2004-07,0.0012800517445530346,0.0019242633589933167,0.00642989199182642,0.006429425371405673
2004-08,-0.002778585203174311,-0.0020518225235233167,0.010567713911526555,0.00974906983761148
2004-09,0.007369746772502683,0.007881612767100199,0.00765504542368145,0.005077959905144702
2004-10,-0.0016412140585118085,-0.0010930857821109807,-0.001239632296578863,-0.0024246968871383112
2004-11,0.00514327081719923,0.00572086513704595,0.0010653395470148208,0.0006209161221497617
2004-12,-0.0022169378232597126,-0.0015127067365873215,-0.00037510511446847694,-0.0003760273789140678
2005-01,-0.0004408247487144301,0.00022571249285863182,0.0019559134124984556,0.0019552434777645455
2005-02,0.01175697613106541,0.012217487458870524,0.00310571105755586,0.003107144916146609
2005-03,-0.0023412095806669697,-0.0016598260882275673,-0.0016532260273097732,-0.0024635028322818053
2005-04,0.004036158610454699,0.004570466804264317,0.00799846330456866,0.007562772605204993
2005-05,0.0013970097315232355,0.00200930359731899,0.0006922767318098266,-0.002674019240801684
2005-06,-0.002687787521743812,-0.0020109622725027476,6.35672903912532e-05,6.407051639878425e-05
2005-07,0.001160133275792008,0.0017542730653852256,0.004017457151940906,0.004017522601574619
2005-08,0.002534039334342042,0.0031108567496112016,0.0009383928127997265,-0.0017669554418682232
2005-09,-0.0008644259002618115,-0.00026164015234431126,0.0004884180097441959,-0.0011812258733420178
2005-10,0.001703449880324781,0.002234521848657911,0.0024523163087137867,0.0015080887104326202
2005-11,-0.0031864073182782393,-0.002662080519654886,0.0005411999249582689,-0.0030960140023831295
2005-12,0.0030632732582593913,0.0035989605889994447,-0.00424985960590496,-0.0047394906530431324
2006-02,-0.0024733371101237633,-0.0017022918765945416,-0.0012283850662145879,-0.001196992202531888
2006-03,-0.0005469885953373055,1.8006554385774365e-05,-0.0006331032160296068,-0.0014742733635045857
2006-04,0.0013143951642995422,0.0018488120801674057,0.0002012841591059189,-0.0005778297740096638
2006-05,-0.0016187457101254354,-0.0010480126685482594,-0.0011091643229469428,-0.0053105422168695515
2006-06,0.002985659438911936,0.0035038530342643703,0.002001126270558151,0.0013869492303584252
2006-07,-0.002960744678196181,-0.002350386704163099,-0.0025250274025754305,-0.0025254855815634025
2006-08,0.0007241412075353892,0.0012844830169937982,0.00025088785482418885,-0.0032064478297213483
2006-09,0.0016255057904284165,0.002126283175295063,0.0031393784921069923,0.001351403159024711
2006-10,0.0014126061689760938,0.0018577135312636273,0.0009492228290173266,-0.0007108004508723509
2006-11,-0.0013070114099907881,-0.0007296653347244053,-0.002004966906772765,-0.0035490119217281846
2006-12,-0.0014910140490201895,-0.0008670329726047088,0.0029543330914532095,0.002580482708843812
2007-01,-0.00036181361316245386,0.00029064624560870556,-0.00022287824468059103,-9.35338520962059e-05
2007-03,-0.0011109230077264165,-0.0004970442714804513,-0.001356028590503433,-0.0013552204802531609
2007-04,0.0006523249426437783,0.0012414985717683624,0.0024240997881854742,0.001992859164477556
2007-05,-0.0013992130314524065,-0.000763640528948395,-0.000822269734896186,-0.003851483654224941
2007-06,-0.003968444727644904,-0.0032820806753852683,-0.003908532148018562,-0.0043471691210825725
2007-07,0.004137442568405758,0.004694015750593028,0.005958427538428346,0.005958384362317881
2007-08,0.002249154262690123,0.002832873221490839,0.005648526316147429,0.00564865280374538
2007-09,0.005468443342629747,0.006027455752684707,0.006700837861273179,0.006700506191511968
2007-10,-0.001062978378896129,-0.00039481292235421517,-0.00022169860202470026,-0.0021158318510248186
2007-11,0.001173625509999221,0.0019186736588607811,0.0027024076698869415,9.584999778011749e-05
2007-12,0.001995308103956539,0.0026675855016726757,0.0014331786844137273,0.0014332098062146414
2008-01,0.0034376432351348463,0.004123337734282417,0.006699318137076471,0.0066931442289608345
2008-02,0.0006467502095470756,0.001365704719643146,0.0024230238497775503,0.0013220465678478455
2008-03,0.0016918899868429982,0.0023943595801230177,0.004713109615947175,0.004712397015481873
2008-04,-0.0006316006388130679,0.00012087271769378738,-0.00019298191850536384,-0.002182565916056145
2008-05,0.00011561636425772015,0.0008809061510228755,0.0008190218657286863,-0.0006650847363548484
2008-06,-0.0020321331704589163,-0.0012407536392526897,-0.002972153730368965,-0.0037889203718980413
2008-07,0.0003178448044840465,0.0010726015622204432,0.00066810758526481,0.0005600342796783231
2008-08,0.0015914103187997242,0.002329127069301773,0.003472179236087447,0.002094870101167823
2008-10,0.000623634236017967,0.0013642955046582195,0.0013551033003271762,0.0003993557438308759
2008-11,0.005372841436521725,0.006031851173719183,0.006985954691071994,0.0043119533473567895
2008-12,-0.00013116082149100539,0.0005851290479668148,-0.0008934008347296629,-0.0009571906003521535
2009-02,0.0010002088240863571,0.0016687439889637723,0.0010816641334807642,0.0003445851500474273
2009-03,-0.0011975313329690707,-0.0004895384938659042,-0.0014651678703494486,-0.0015771316835252458
2009-04,-0.0013800904312096796,-0.0006693230744546641,-0.0001697493142126527,-0.002311336027084776
2009-05,-0.00011812345756134768,0.0005637958103066332,0.0001561601052026962,-4.564457593403404e-05
2009-06,-0.0010500182505501776,-0.0003601349558361999,-0.00045404510878410687,-0.00045394550416844037
2009-07,0.0017583075818461413,0.0024048056275056684,0.0021677666859794,0.002037249042587508
2009-08,-0.00014988098853963017,0.0005259605086223029,0.0008865248226950229,0.0008834123007350758
2009-09,-0.0023362884601058065,-0.001620686209981459,-0.002012459302176528,-0.0029535773050075598
2009-10,-6.699283176692106e-05,0.0006100959006454243,0.0010424005515028423,0.0009850732320413336
2009-11,0.0010642948096621918,0.0017262441020629016,0.002448058904295669,0.00041731109068399164
2009-12,0.00018475316976518386,0.0008656212333315594,0.0007222016188728198,0.0005830765359176038
2010-01,0.0015660542519519982,0.0022311184219494518,0.0030656965985509377,0.003048384574188212
2010-03,-7.693369893269075e-05,0.0006175590643162643,-0.0007340765522309001,-0.002353812308647729
2010-04,0.003318844825018541,0.003954909139467722,0.004556590157794416,0.003753716608865698
2010-05,-0.0012644353102369,-0.000551275604769863,-0.0007221866254206732,-0.0009026803514730064
2010-06,0.00024040995809571086,0.0009303230054957812,0.0013445409755914461,0.000517848127579823
2010-07,-0.00114079526931965,-0.0004369280819295218,-0.001439175340363863,-0.00239333069554748
2010-08,5.3793361116660776e-05,0.0007306232179700167,0.0005269526662450286,0.00045828164628014534
2010-09,-0.0007909474785359194,0.0001556170105390109,0.0005759713345148132,-0.0012435947933598923
2010-10,-0.003884213629770983,-0.0031224692065477955,-0.004112029078902624,-0.00466926142814128
2010-11,-0.005114619202353787,-0.004307600773464371,-0.005057034867002375,-0.00604043298068746
2010-12,-0.0017895685634139458,-0.0010405487689558734,-0.0023619395346413663,-0.0030814361840195703
2011-01,-0.0009516828587744497,-0.00020887790345835988,-0.00040687613307266446,-0.001169574958643449
2011-02,0.0014768089129282291,0.0021876158694846826,0.0031381385588453714,0.002006008408695026
2011-03,-0.0005557906501637566,0.00020902163889147118,0.00015262504116853037,-0.0008392786223198057
2011-04,-0.00019734684872496633,0.0005690851809045938,0.0006566417899052102,-0.0004906026681531506
2011-05,0.00020728657824453656,0.0009742652294670862,0.001224409161070028,0.0003803908969313152
2011-06,0.0002453303255767203,0.0010213120122852803,0.0026560376740460967,0.0012075032348981551
2011-07,-0.003339691723916016,-0.0024790431216840103,-0.0015779391851736824,-0.0034811502091200985
2011-08,-0.004762925486471725,-0.003866973757779668,-0.005835353850019098,-0.006327012433954726
2011-09,0.003165546592662327,0.003924370169183566,0.005308655940855944,0.0031772469379307555
2011-10,-0.0009400635487042397,-0.0001158972657663293,-0.0013813910765281268,-0.0019438901324390079
2011-11,0.0004466961162703509,0.0012400235282852279,0.0030688065791375507,0.0013673345109177504
2011-12,-6.43387434844378e-05,0.0007369969641393137,0.0003835033694008505,-0.0005266951007046883
2012-02,-0.0009142519943438066,-9.904933710691566e-05,-0.0007549940575329872,-0.0014509503117253741
2012-03,0.00029028888263904484,0.0010812735061362932,0.0006854966326359513,-0.0010527056505523769
2012-04,0.0006841242056585539,0.0014749046542132938,0.0018012914998197793,0.0011084675857633286
2012-05,0.005148592671690766,0.0058508323116666094,0.007139639822977495,0.0066619033163284325
2012-06,0.0009335195762512072,0.001824797600953998,0.0037412732892405653,0.0020231701370869715
