n_obs,mean_error_raw,mae_raw,rmse_raw,corr_raw,summary_type,calendar_year
12.0,0.3895597471152052,0.7601185229390257,0.9826261792230112,0.01146176129517409,filter_monthly_by_year,2005
24.0,-0.32349145989834943,0.5643423272145859,0.7039907294004406,0.5018053360392548,filter_monthly_by_year,2006
24.0,-0.9986022630317196,1.0975896394899145,1.2360673915444556,0.39891584565075694,filter_monthly_by_year,2007
36.0,0.4518790900105012,0.6185592919936169,0.7272478682063097,0.9490471103775492,filter_monthly_by_year,2008
48.0,-0.4199020705839304,0.6290384833439546,0.7711225861747598,0.9525715673353687,filter_monthly_by_year,2009
60.0,0.2764815665399019,0.5520692182630292,0.7239063609685843,0.7751433236870725,filter_monthly_by_year,2010
72.0,0.06808788267173865,0.3534843859399625,0.42608266226498853,0.7487177414155229,filter_monthly_by_year,2011
84.0,0.13536754357040273,0.3651051977803133,0.4635996079756644,0.3009361684128591,filter_monthly_by_year,2012
96.0,0.13748754917134018,0.2894717145298826,0.37757554190300235,0.3558872655934776,filter_monthly_by_year,2013
108.0,0.04271069701777376,0.25563433260105745,0.31489657828482975,-0.0016883524668104125,filter_monthly_by_year,2014
108.0,-0.12588534266246434,0.29424869531995596,0.3785303996540981,0.2811171545389604,filter_monthly_by_year,2015
108.0,-0.037407086132410054,0.20180040269523203,0.2654967680147077,0.18720295879717913,filter_monthly_by_year,2016
108.0,-0.007991846217874706,0.2368907996715064,0.27997435654667024,-0.025889948638020892,filter_monthly_by_year,2017
96.0,-0.13749888638124902,0.22452441193187678,0.26842809531889117,0.5499396130806309,filter_monthly_by_year,2018
84.0,0.02163950700941364,0.19675898452965204,0.2575556418115632,0.19090249197895912,filter_monthly_by_year,2019
72.0,-0.18094516950561423,0.6860215450456084,0.8283099945820062,0.734316383987994,filter_monthly_by_year,2020
60.0,0.09500101967301229,0.6857201152513056,0.7977294696045275,0.8417284814334807,filter_monthly_by_year,2021
48.0,0.01896763855554105,0.9432689612454613,1.0209057448240164,0.330435996331217,filter_monthly_by_year,2022
36.0,0.44083876938632915,0.6223464967349822,0.7772263259220471,0.5689860433802555,filter_monthly_by_year,2023
24.0,-0.22704159345888153,0.3671303059282294,0.46109896611946116,0.3068282065686921,filter_monthly_by_year,2024
12.0,-0.22854576100338617,0.2700941747143712,0.4069096954603637,0.4875626504199286,filter_monthly_by_year,2025
