train_window,forecast_year,calendar_year,month,information_date,target_quarter_end,months_before_quarter_end,latest_released_monthly_period,latest_released_gdp_quarter_end,bridge_gdp_raw,actual_gdp_raw,bridge_nowcast_error_raw,bridge_abs_error_raw,bridge_squared_error_raw,model_loading_gdp_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
200501_201412,2015,2015,2015-11,2015-11-30,2015-12,1,2015-11,2015-10,6.404225194412999,6.9,-0.4957748055870015,0.4957748055870015,0.2457926578548291,5.929645536811043,-291.7537460772114,234.70427656412832,-34.05861132733526
200501_201412,2015,2015,2015-12,2015-12-31,2015-12,0,2015-12,2015-10,5.933424780028378,6.9,-0.966575219971622,0.966575219971622,0.9342676558631894,5.443202845035116,-221.38018895978445,271.6099778383642,-34.21140760391724
200601_201512,2016,2016,2016-01,2016-01-31,2016-03,2,2016-01,2016-01,6.672180112004596,6.8,-0.127819887995404,0.127819887995404,0.0163379237671576,6.297781862464608,27.19415918471813,23.649171888217133,-10.836941455124052
200601_201512,2016,2016,2016-02,2016-02-29,2016-03,1,2016-02,2016-01,6.860113490915211,6.8,0.060113490915211,0.060113490915211,0.0036136317900131,6.500579452430126,34.37825514493005,24.04713128789266,-10.662002075279542
200601_201512,2016,2016,2016-03,2016-03-31,2016-03,0,2016-03,2016-01,6.814461770522668,6.8,0.0144617705226677,0.0144617705226677,0.0002091428066503,6.444249370080328,39.64699352183823,25.448514629409395,-11.682669467968084
200601_201512,2016,2016,2016-04,2016-04-30,2016-06,2,2016-04,2016-04,5.333092157640098,6.7,-1.366907842359902,1.366907842359902,1.8684370495050031,4.816760377915162,11.752094696249117,28.44859630762108,-7.234220847585664
200601_201512,2016,2016,2016-05,2016-05-31,2016-06,1,2016-05,2016-04,6.362044325991665,6.7,-0.3379556740083353,0.3379556740083353,0.1142140375944282,5.946147292565415,32.178766621655626,26.589233842188506,-7.890962107637845
200601_201512,2016,2016,2016-06,2016-06-30,2016-06,0,2016-06,2016-04,6.62947434425466,6.7,-0.0705256557453397,0.0705256557453397,0.0049738681183101,6.21710263162554,59.89417491372734,30.891643894746256,-10.242705251527145
200601_201512,2016,2016,2016-07,2016-07-31,2016-09,2,2016-07,2016-07,6.18105237357837,6.7,-0.51894762642163,0.51894762642163,0.2693066389686436,5.712331265075541,63.47591395328237,34.3683065074836,-9.37942937910968
200601_201512,2016,2016,2016-08,2016-08-31,2016-09,1,2016-08,2016-07,6.303537687585929,6.7,-0.3964623124140711,0.3964623124140711,0.1571823651647125,5.844576223631493,68.08676948971714,34.61243268414917,-8.426484552803467
