month,ic_signal_vs_lag1_actual,中债-新综合财富(3-5年)指数__next_1m,position,bond_ret_next_1m,strategy_ret,is_trade,signal_value,strategy_ret_abs,positive_rank,negative_rank,abs_rank,scheme_choice,scheme_label,signal_name,signal_col,signal_label,trade_side,trade_side_label,threshold,target_clean,duration_bucket,index_type,series_family,中债-新综合净价(3-5年)指数__next_1m,中债-新综合全价(3-5年)指数__next_1m,中债-综合财富(3-5年)指数__next_1m,中债-综合净价(3-5年)指数__next_1m,中债-综合全价(3-5年)指数__next_1m,中债-新综合财富(5-7年)指数__next_1m,中债-新综合净价(5-7年)指数__next_1m,中债-新综合全价(5-7年)指数__next_1m,中债-综合财富(5-7年)指数__next_1m,中债-综合净价(5-7年)指数__next_1m,中债-综合全价(5-7年)指数__next_1m,actual_signal_vs_lag1_actual
2021-01,,,-1.0,0.0008064264435385,-0.0008064264435385,True,12.399999999999999,0.0008064264435385,11.0,11.0,19.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0008064264435385,,,,,,,,,,,12.399999999999999
2021-02,,,-1.0,0.0025732946517906,-0.0025732946517906,True,12.399999999999999,0.0025732946517906,19.0,3.0,8.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0025732946517906,,,,,,,,,,,12.399999999999999
2021-03,,,-1.0,0.0013857401125638,-0.0013857401125638,True,12.399999999999999,0.0013857401125638,14.0,8.0,15.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0013857401125638,,,,,,,,,,,12.399999999999999
2022-07,,,-1.0,-0.0012284915695994,0.0012284915695994,True,3.2,0.0012284915695994,8.0,14.0,16.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,-0.0012284915695994,,,,,,,,,,,3.2
2022-08,,,-1.0,-0.0002941471601517,0.0002941471601517,True,3.2,0.0002941471601517,9.0,13.0,20.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,-0.0002941471601517,,,,,,,,,,,3.2
2022-09,,,-1.0,-0.0088499232901678,0.0088499232901678,True,3.2,0.0088499232901678,2.0,20.0,2.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,-0.0088499232901678,,,,,,,,,,,3.2
2023-01,,,-1.0,0.000814667196499,-0.000814667196499,True,1.7000000000000002,0.000814667196499,12.0,10.0,18.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.000814667196499,,,,,,,,,,,1.7000000000000002
2023-02,,,-1.0,0.0008184657000218,-0.0008184657000218,True,1.7000000000000002,0.0008184657000218,13.0,9.0,17.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0008184657000218,,,,,,,,,,,1.7000000000000002
2023-03,,,-1.0,0.0041344855442049,-0.0041344855442049,True,1.7000000000000002,0.0041344855442049,21.0,1.0,6.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0041344855442049,,,,,,,,,,,1.7000000000000002
2023-04,,,-1.0,0.001721058035264,-0.001721058035264,True,1.7999999999999998,0.001721058035264,16.0,6.0,13.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.001721058035264,,,,,,,,,,,1.7999999999999998
2023-05,,,-1.0,0.0024636549184722,-0.0024636549184722,True,1.7999999999999998,0.0024636549184722,18.0,4.0,10.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0024636549184722,,,,,,,,,,,1.7999999999999998
2023-06,,,-1.0,0.0015975841218656,-0.0015975841218656,True,1.7999999999999998,0.0015975841218656,15.0,7.0,14.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0015975841218656,,,,,,,,,,,1.7999999999999998
2020-04,,,-1.0,-0.016324226748331,0.016324226748331,True,10.0,0.016324226748331,1.0,21.0,1.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.016324226748331,,,,,10.0
2020-05,,,-1.0,-0.0056779669118333,0.0056779669118333,True,10.0,0.0056779669118333,2.0,20.0,7.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.0056779669118333,,,,,10.0
2020-06,,,-1.0,0.0038282440251722,-0.0038282440251722,True,10.0,0.0038282440251722,12.0,10.0,14.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0038282440251722,,,,,10.0
2020-07,,,-1.0,-0.0039373023822686,0.0039373023822686,True,1.7000000000000002,0.0039373023822686,4.0,18.0,13.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.0039373023822686,,,,,1.7000000000000002
2020-08,,,-1.0,-0.00072632668967,0.00072632668967,True,1.7000000000000002,0.00072632668967,6.0,16.0,20.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.00072632668967,,,,,1.7000000000000002
2020-09,,,-1.0,0.003337588243637,-0.003337588243637,True,1.7000000000000002,0.003337588243637,11.0,11.0,15.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.003337588243637,,,,,1.7000000000000002
2020-10,,,-1.0,0.0064999210997509,-0.0064999210997509,True,1.5999999999999996,0.0064999210997509,18.0,4.0,5.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0064999210997509,,,,,1.5999999999999996
2020-11,,,-1.0,0.007297528879828,-0.007297528879828,True,1.5999999999999996,0.007297528879828,20.0,2.0,3.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.007297528879828,,,,,1.5999999999999996
2020-12,,,-1.0,-0.0029044053067279,0.0029044053067279,True,1.5999999999999996,0.0029044053067279,5.0,17.0,16.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.0029044053067279,,,,,1.5999999999999996
2021-01,,,-1.0,0.0026141977421691,-0.0026141977421691,True,12.399999999999999,0.0026141977421691,9.0,13.0,18.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0026141977421691,,,,,12.399999999999999
2021-02,,,-1.0,0.0066139591309317,-0.0066139591309317,True,12.399999999999999,0.0066139591309317,19.0,3.0,4.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0066139591309317,,,,,12.399999999999999
2021-03,,,-1.0,0.0044484556758925,-0.0044484556758925,True,12.399999999999999,0.0044484556758925,14.0,8.0,11.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0044484556758925,,,,,12.399999999999999
2022-07,,,-1.0,0.0002084956851262,-0.0002084956851262,True,3.2,0.0002084956851262,7.0,15.0,21.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0002084956851262,,,,,3.2
2022-08,,,-1.0,0.0015228505658708,-0.0015228505658708,True,3.2,0.0015228505658708,8.0,14.0,19.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0015228505658708,,,,,3.2
2022-09,,,-1.0,-0.0046816917453993,0.0046816917453993,True,3.2,0.0046816917453993,3.0,19.0,10.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.0046816917453993,,,,,3.2
2023-01,,,-1.0,0.0027421696233054,-0.0027421696233054,True,1.7000000000000002,0.0027421696233054,10.0,12.0,17.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0027421696233054,,,,,1.7000000000000002
2023-02,,,-1.0,0.0039536465084499,-0.0039536465084499,True,1.7000000000000002,0.0039536465084499,13.0,9.0,12.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0039536465084499,,,,,1.7000000000000002
2023-03,,,-1.0,0.0076769487232082,-0.0076769487232082,True,1.7000000000000002,0.0076769487232082,21.0,1.0,2.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0076769487232082,,,,,1.7000000000000002
2023-04,,,-1.0,0.0055814599303811,-0.0055814599303811,True,1.7999999999999998,0.0055814599303811,16.0,6.0,8.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0055814599303811,,,,,1.7999999999999998
2023-05,,,-1.0,0.0049365093764777,-0.0049365093764777,True,1.7999999999999998,0.0049365093764777,15.0,7.0,9.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0049365093764777,,,,,1.7999999999999998
2023-06,,,-1.0,0.0062146628662211,-0.0062146628662211,True,1.7999999999999998,0.0062146628662211,17.0,5.0,6.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0062146628662211,,,,,1.7999999999999998
2020-04,,-0.0198488088098949,-1.0,-0.0198488088098949,0.0198488088098949,True,10.0,0.0198488088098949,1.0,21.0,1.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,10.0
2020-05,,-0.0074465936363852,-1.0,-0.0074465936363852,0.0074465936363852,True,10.0,0.0074465936363852,3.0,19.0,3.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,10.0
2020-06,,-0.0001365621816455,-1.0,-0.0001365621816455,0.0001365621816455,True,10.0,0.0001365621816455,10.0,12.0,21.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,10.0
2020-07,,-0.0050425401945949,-1.0,-0.0050425401945949,0.0050425401945949,True,1.7000000000000002,0.0050425401945949,4.0,18.0,4.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7000000000000002
2020-08,,-0.0025392185462196,-1.0,-0.0025392185462196,0.0025392185462196,True,1.7000000000000002,0.0025392185462196,6.0,16.0,9.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7000000000000002
2020-09,,-0.0019048786393379,-1.0,-0.0019048786393379,0.0019048786393379,True,1.7000000000000002,0.0019048786393379,7.0,15.0,12.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7000000000000002
2020-10,,0.0023980066632556,-1.0,0.0023980066632556,-0.0023980066632556,True,1.5999999999999996,0.0023980066632556,17.0,5.0,11.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.5999999999999996
2020-11,,0.0036732956028904,-1.0,0.0036732956028904,-0.0036732956028904,True,1.5999999999999996,0.0036732956028904,20.0,2.0,7.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.5999999999999996
2020-12,,-0.0044095820648325,-1.0,-0.0044095820648325,0.0044095820648325,True,1.5999999999999996,0.0044095820648325,5.0,17.0,5.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.5999999999999996
2021-01,,0.0008065941836823,-1.0,0.0008065941836823,-0.0008065941836823,True,12.399999999999999,0.0008065941836823,11.0,11.0,19.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,12.399999999999999
2021-02,,0.0025744441769002,-1.0,0.0025744441769002,-0.0025744441769002,True,12.399999999999999,0.0025744441769002,19.0,3.0,8.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,12.399999999999999
2021-03,,0.0013865795902687,-1.0,0.0013865795902687,-0.0013865795902687,True,12.399999999999999,0.0013865795902687,14.0,8.0,15.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,12.399999999999999
2022-07,,-0.0012286289168061,-1.0,-0.0012286289168061,0.0012286289168061,True,3.2,0.0012286289168061,8.0,14.0,16.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,3.2
2022-08,,-0.0002944571388189,-1.0,-0.0002944571388189,0.0002944571388189,True,3.2,0.0002944571388189,9.0,13.0,20.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,3.2
2022-09,,-0.0088503395215671,-1.0,-0.0088503395215671,0.0088503395215671,True,3.2,0.0088503395215671,2.0,20.0,2.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,3.2
2023-01,,0.0008138006277889,-1.0,0.0008138006277889,-0.0008138006277889,True,1.7000000000000002,0.0008138006277889,12.0,10.0,18.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7000000000000002
2023-02,,0.0008185823146531,-1.0,0.0008185823146531,-0.0008185823146531,True,1.7000000000000002,0.0008185823146531,13.0,9.0,17.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7000000000000002
2023-03,,0.0041349637905652,-1.0,0.0041349637905652,-0.0041349637905652,True,1.7000000000000002,0.0041349637905652,21.0,1.0,6.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7000000000000002
2023-04,,0.0017220638318238,-1.0,0.0017220638318238,-0.0017220638318238,True,1.7999999999999998,0.0017220638318238,16.0,6.0,13.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7999999999999998
2023-05,,0.0024639423076922,-1.0,0.0024639423076922,-0.0024639423076922,True,1.7999999999999998,0.0024639423076922,18.0,4.0,10.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7999999999999998
2023-06,,0.0015978679370993,-1.0,0.0015978679370993,-0.0015978679370993,True,1.7999999999999998,0.0015978679370993,15.0,7.0,14.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,1.7999999999999998
2020-04,,,-1.0,-0.0163146838425325,0.0163146838425325,True,10.0,0.0163146838425325,1.0,21.0,1.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,-0.0163146838425325,,,,,,10.0
2020-05,,,-1.0,-0.0056851931967324,0.0056851931967324,True,10.0,0.0056851931967324,2.0,20.0,7.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,-0.0056851931967324,,,,,,10.0
2020-06,,,-1.0,0.0038245997338812,-0.0038245997338812,True,10.0,0.0038245997338812,12.0,10.0,14.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0038245997338812,,,,,,10.0
2020-07,,,-1.0,-0.0039343049189088,0.0039343049189088,True,1.7000000000000002,0.0039343049189088,4.0,18.0,13.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,-0.0039343049189088,,,,,,1.7000000000000002
2020-08,,,-1.0,-0.0007241680198059,0.0007241680198059,True,1.7000000000000002,0.0007241680198059,6.0,16.0,20.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,-0.0007241680198059,,,,,,1.7000000000000002
2020-09,,,-1.0,0.0033378142974829,-0.0033378142974829,True,1.7000000000000002,0.0033378142974829,11.0,11.0,15.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0033378142974829,,,,,,1.7000000000000002
2020-10,,,-1.0,0.0064896421037055,-0.0064896421037055,True,1.5999999999999996,0.0064896421037055,18.0,4.0,5.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0064896421037055,,,,,,1.5999999999999996
2020-11,,,-1.0,0.0072881790794174,-0.0072881790794174,True,1.5999999999999996,0.0072881790794174,20.0,2.0,3.0,vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0072881790794174,,,,,,1.5999999999999996
