month,ic_signal_vs_lag1_actual,中债-新综合财富(3-5年)指数__next_1m,position,bond_ret_next_1m,strategy_ret,is_trade,signal_value,strategy_ret_abs,positive_rank,negative_rank,abs_rank,extreme_side,scheme_choice,scheme_label,signal_name,signal_col,signal_label,trade_side,trade_side_label,threshold,target_clean,duration_bucket,index_type,series_family,中债-新综合净价(3-5年)指数__next_1m,中债-新综合全价(3-5年)指数__next_1m,中债-综合财富(3-5年)指数__next_1m,中债-综合净价(3-5年)指数__next_1m,中债-综合全价(3-5年)指数__next_1m,中债-新综合财富(5-7年)指数__next_1m,中债-新综合净价(5-7年)指数__next_1m,中债-新综合全价(5-7年)指数__next_1m,中债-综合财富(5-7年)指数__next_1m,中债-综合净价(5-7年)指数__next_1m,中债-综合全价(5-7年)指数__next_1m,actual_signal_vs_lag1_actual
2020-08,2.381309066459834,,-1.0,-0.0076290858437767,0.0076290858437767,True,2.381309066459834,0.0076290858437767,2.0,10.0,4.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,,,,,,,,-0.0076290858437767,,,,
2022-08,4.114822655610393,,-1.0,-0.0060044163465319,0.0060044163465319,True,4.114822655610393,0.0060044163465319,3.0,9.0,7.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,,,,,,,,-0.0060044163465319,,,,
2023-05,3.7241633041401085,,-1.0,0.0029099728389347,-0.0029099728389347,True,3.7241633041401085,0.0029099728389347,7.0,5.0,9.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0029099728389347,,,,,,,,,,,
2023-11,2.2142732888521186,,-1.0,0.0037086268381061,-0.0037086268381061,True,2.2142732888521186,0.0037086268381061,8.0,4.0,7.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0037086268381061,,,,,,,,,,,
2022-07,5.775776962143659,,-1.0,0.0048624273181805,-0.0048624273181805,True,5.775776962143659,0.0048624273181805,9.0,3.0,6.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0048624273181805,,,,,,,,,,,
2023-04,3.921063058674739,,-1.0,0.0055653096690921,-0.0055653096690921,True,3.921063058674739,0.0055653096690921,10.0,2.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0055653096690921,,,,,,,,,,,
2020-11,3.761110439796809,,-1.0,0.0056942928871308,-0.0056942928871308,True,3.761110439796809,0.0056942928871308,11.0,1.0,3.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,0.0056942928871308,,,,,,,,,,,
2020-05,3.3437361047362373,,-1.0,-0.0202272961200024,0.0202272961200024,True,3.3437361047362373,0.0202272961200024,1.0,11.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,-0.0202272961200024,,,,,,,,,,,
2020-08,2.381309066459834,,-1.0,-0.0061335270131294,0.0061335270131294,True,2.381309066459834,0.0061335270131294,2.0,10.0,2.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,-0.0061335270131294,,,,,,,,,,,
2020-07,1.6344238288456614,,-1.0,-0.0050613637907677,0.0050613637907677,True,1.6344238288456614,0.0050613637907677,3.0,9.0,5.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,-0.0050613637907677,,,,,,,,,,,
2020-10,4.231541728648288,,-1.0,0.0084109968843075,-0.0084109968843075,True,4.231541728648288,0.0084109968843075,7.0,5.0,6.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0084109968843075,,,,,
2023-11,2.2142732888521186,,-1.0,0.0095241685399276,-0.0095241685399276,True,2.2142732888521186,0.0095241685399276,8.0,4.0,5.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0095241685399276,,,,,
2023-04,3.921063058674739,,-1.0,0.0104538040027739,-0.0104538040027739,True,3.921063058674739,0.0104538040027739,9.0,3.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0104538040027739,,,,,
2020-11,3.761110439796809,,-1.0,0.0119581764829825,-0.0119581764829825,True,3.761110439796809,0.0119581764829825,10.0,2.0,3.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0119581764829825,,,,,
2022-07,5.775776962143659,,-1.0,0.0123759633640494,-0.0123759633640494,True,5.775776962143659,0.0123759633640494,11.0,1.0,2.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,0.0123759633640494,,,,,
2020-05,3.3437361047362373,,-1.0,-0.0147261539177159,0.0147261539177159,True,3.3437361047362373,0.0147261539177159,1.0,11.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.0147261539177159,,,,,
2020-08,2.381309066459834,,-1.0,-0.0036047846069356,0.0036047846069356,True,2.381309066459834,0.0036047846069356,2.0,10.0,9.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.0036047846069356,,,,,
2022-08,4.114822655610393,,-1.0,-0.0023218276888027,0.0023218276888027,True,4.114822655610393,0.0023218276888027,3.0,9.0,10.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,,,,,,,-0.0023218276888027,,,,,
2023-05,3.7241633041401085,0.0029102385329793,-1.0,0.0029102385329793,-0.0029102385329793,True,3.7241633041401085,0.0029102385329793,7.0,5.0,9.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,
2023-11,2.2142732888521186,0.0037080596726044,-1.0,0.0037080596726044,-0.0037080596726044,True,2.2142732888521186,0.0037080596726044,8.0,4.0,7.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,
2022-07,5.775776962143659,0.0048621790729996,-1.0,0.0048621790729996,-0.0048621790729996,True,5.775776962143659,0.0048621790729996,9.0,3.0,6.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,
2023-04,3.921063058674739,0.0055664880565868,-1.0,0.0055664880565868,-0.0055664880565868,True,3.921063058674739,0.0055664880565868,10.0,2.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,
2020-11,3.761110439796809,0.0056943845754087,-1.0,0.0056943845754087,-0.0056943845754087,True,3.761110439796809,0.0056943845754087,11.0,1.0,3.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,
2020-05,3.3437361047362373,-0.0202285790682645,-1.0,-0.0202285790682645,0.0202285790682645,True,3.3437361047362373,0.0202285790682645,1.0,11.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,
2020-08,2.381309066459834,-0.0061344916935829,-1.0,-0.0061344916935829,0.0061344916935829,True,2.381309066459834,0.0061344916935829,2.0,10.0,2.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,
2020-07,1.6344238288456614,-0.0050607751548535,-1.0,-0.0050607751548535,0.0050607751548535,True,1.6344238288456614,0.0050607751548535,3.0,9.0,5.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,,,,,,,,,,,,
2020-10,4.231541728648288,,-1.0,0.0084034113974102,-0.0084034113974102,True,4.231541728648288,0.0084034113974102,7.0,5.0,6.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0084034113974102,,,,,,
2023-11,2.2142732888521186,,-1.0,0.0095169771425618,-0.0095169771425618,True,2.2142732888521186,0.0095169771425618,8.0,4.0,5.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0095169771425618,,,,,,
2023-04,3.921063058674739,,-1.0,0.0104399443333411,-0.0104399443333411,True,3.921063058674739,0.0104399443333411,9.0,3.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0104399443333411,,,,,,
2020-11,3.761110439796809,,-1.0,0.0119379453379304,-0.0119379453379304,True,3.761110439796809,0.0119379453379304,10.0,2.0,3.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.0119379453379304,,,,,,
2022-07,5.775776962143659,,-1.0,0.012360044173411,-0.012360044173411,True,5.775776962143659,0.012360044173411,11.0,1.0,2.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,0.012360044173411,,,,,,
2020-05,3.3437361047362373,,-1.0,-0.0147201232649074,0.0147201232649074,True,3.3437361047362373,0.0147201232649074,1.0,11.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,-0.0147201232649074,,,,,,
2020-08,2.381309066459834,,-1.0,-0.0036017641107159,0.0036017641107159,True,2.381309066459834,0.0036017641107159,2.0,10.0,9.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,-0.0036017641107159,,,,,,
2022-08,4.114822655610393,,-1.0,-0.0023148233958623,0.0023148233958623,True,4.114822655610393,0.0023148233958623,3.0,9.0,10.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,,,,,,-0.0023148233958623,,,,,,
2023-05,3.7241633041401085,,-1.0,0.0063494970574085,-0.0063494970574085,True,3.7241633041401085,0.0063494970574085,7.0,5.0,6.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(3-5年)指数,3-5年,全价,综合,,,,,0.0063494970574085,,,,,,,
2023-11,2.2142732888521186,,-1.0,0.0070714400015579,-0.0070714400015579,True,2.2142732888521186,0.0070714400015579,8.0,4.0,5.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(3-5年)指数,3-5年,全价,综合,,,,,0.0070714400015579,,,,,,,
2022-07,5.775776962143659,,-1.0,0.0086102034488515,-0.0086102034488515,True,5.775776962143659,0.0086102034488515,9.0,3.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(3-5年)指数,3-5年,全价,综合,,,,,0.0086102034488515,,,,,,,
2023-04,3.921063058674739,,-1.0,0.009133551227789,-0.009133551227789,True,3.921063058674739,0.009133551227789,10.0,2.0,3.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(3-5年)指数,3-5年,全价,综合,,,,,0.009133551227789,,,,,,,
2020-11,3.761110439796809,,-1.0,0.0097683773512415,-0.0097683773512415,True,3.761110439796809,0.0097683773512415,11.0,1.0,2.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(3-5年)指数,3-5年,全价,综合,,,,,0.0097683773512415,,,,,,,
2020-05,3.3437361047362373,,-1.0,-0.0157905441376052,0.0157905441376052,True,3.3437361047362373,0.0157905441376052,1.0,11.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(3-5年)指数,3-5年,全价,综合,,,,,-0.0157905441376052,,,,,,,
2020-08,2.381309066459834,,-1.0,-0.0018994382959843,0.0018994382959843,True,2.381309066459834,0.0018994382959843,2.0,10.0,9.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(3-5年)指数,3-5年,全价,综合,,,,,-0.0018994382959843,,,,,,,
2020-07,1.6344238288456614,,-1.0,-0.0007443038483956,0.0007443038483956,True,1.6344238288456614,0.0007443038483956,3.0,9.0,10.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(3-5年)指数,3-5年,全价,综合,,,,,-0.0007443038483956,,,,,,,
2023-04,3.921063058674739,,-1.0,0.0047286738047123,-0.0047286738047123,True,3.921063058674739,0.0047286738047123,7.0,5.0,8.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(5-7年)指数,5-7年,全价,综合,,,,,,,,,,,0.0047286738047123,
2020-10,4.231541728648288,,-1.0,0.00523604352644,-0.00523604352644,True,4.231541728648288,0.00523604352644,8.0,4.0,7.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(5-7年)指数,5-7年,全价,综合,,,,,,,,,,,0.00523604352644,
2023-11,2.2142732888521186,,-1.0,0.006605795028016,-0.006605795028016,True,2.2142732888521186,0.006605795028016,9.0,3.0,5.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(5-7年)指数,5-7年,全价,综合,,,,,,,,,,,0.006605795028016,
2022-07,5.775776962143659,,-1.0,0.0080869107290042,-0.0080869107290042,True,5.775776962143659,0.0080869107290042,10.0,2.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(5-7年)指数,5-7年,全价,综合,,,,,,,,,,,0.0080869107290042,
2020-11,3.761110439796809,,-1.0,0.0094166720419703,-0.0094166720419703,True,3.761110439796809,0.0094166720419703,11.0,1.0,2.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(5-7年)指数,5-7年,全价,综合,,,,,,,,,,,0.0094166720419703,
2020-05,3.3437361047362373,,-1.0,-0.0187830575924742,0.0187830575924742,True,3.3437361047362373,0.0187830575924742,1.0,11.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(5-7年)指数,5-7年,全价,综合,,,,,,,,,,,-0.0187830575924742,
2020-08,2.381309066459834,,-1.0,-0.0083923372902448,0.0083923372902448,True,2.381309066459834,0.0083923372902448,2.0,10.0,3.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(5-7年)指数,5-7年,全价,综合,,,,,,,,,,,-0.0083923372902448,
2022-08,4.114822655610393,,-1.0,-0.005976663021628,0.005976663021628,True,4.114822655610393,0.005976663021628,3.0,9.0,6.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合全价(5-7年)指数,5-7年,全价,综合,,,,,,,,,,,-0.005976663021628,
2023-05,3.7241633041401085,,-1.0,0.0063373520233451,-0.0063373520233451,True,3.7241633041401085,0.0063373520233451,7.0,5.0,6.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合净价(3-5年)指数,3-5年,净价,综合,,,,0.0063373520233451,,,,,,,,
2023-11,2.2142732888521186,,-1.0,0.0070600083814365,-0.0070600083814365,True,2.2142732888521186,0.0070600083814365,8.0,4.0,5.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合净价(3-5年)指数,3-5年,净价,综合,,,,0.0070600083814365,,,,,,,,
2022-07,5.775776962143659,,-1.0,0.0085979156621514,-0.0085979156621514,True,5.775776962143659,0.0085979156621514,9.0,3.0,4.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合净价(3-5年)指数,3-5年,净价,综合,,,,0.0085979156621514,,,,,,,,
2023-04,3.921063058674739,,-1.0,0.0091206335048124,-0.0091206335048124,True,3.921063058674739,0.0091206335048124,10.0,2.0,3.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合净价(3-5年)指数,3-5年,净价,综合,,,,0.0091206335048124,,,,,,,,
2020-11,3.761110439796809,,-1.0,0.009753074058711,-0.009753074058711,True,3.761110439796809,0.009753074058711,11.0,1.0,2.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合净价(3-5年)指数,3-5年,净价,综合,,,,0.009753074058711,,,,,,,,
2020-05,3.3437361047362373,,-1.0,-0.0157846059178946,0.0157846059178946,True,3.3437361047362373,0.0157846059178946,1.0,11.0,1.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合净价(3-5年)指数,3-5年,净价,综合,,,,-0.0157846059178946,,,,,,,,
2020-08,2.381309066459834,,-1.0,-0.0018932663352059,0.0018932663352059,True,2.381309066459834,0.0018932663352059,2.0,10.0,9.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合净价(3-5年)指数,3-5年,净价,综合,,,,-0.0018932663352059,,,,,,,,
2020-07,1.6344238288456614,,-1.0,-0.0007392847909478,0.0007392847909478,True,1.6344238288456614,0.0007392847909478,3.0,9.0,10.0,top_positive,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合净价(3-5年)指数,3-5年,净价,综合,,,,-0.0007392847909478,,,,,,,,
2023-04,3.921063058674739,,-1.0,0.0047282423720056,-0.0047282423720056,True,3.921063058674739,0.0047282423720056,7.0,5.0,8.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合净价(5-7年)指数,5-7年,净价,综合,,,,,,,,,,0.0047282423720056,,
2020-10,4.231541728648288,,-1.0,0.0052362536620957,-0.0052362536620957,True,4.231541728648288,0.0052362536620957,8.0,4.0,7.0,top_negative,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合净价(5-7年)指数,5-7年,净价,综合,,,,,,,,,,0.0052362536620957,,
