scheme_choice,scheme_label,signal_name,signal_col,signal_label,target_clean,duration_bucket,index_type,series_family,trade_side,trade_side_label,threshold,n_obs,trade_months,coverage_ratio,mean_signal_abs_trade,avg_monthly_ret_all,avg_monthly_ret_trade,trade_win_rate,annualized_sharpe,cum_return,max_drawdown
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.5,120,7,0.058333333333333334,6.094222492256371,0.0001771258507695658,0.0030364431560497,0.7142857142857143,0.40321771675236234,0.02134070306668434,-0.00454968036077108
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.5,120,12,0.1,7.524999999999999,0.0005927058512028575,0.005927058512028576,0.8333333333333334,0.6997779790086087,0.07314894328294197,-0.004030404532231913
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.5,120,7,0.058333333333333334,6.094222492256371,0.00017666515432960585,0.0030285455027932425,0.7142857142857143,0.4025769299462823,0.021284532998451233,-0.004547144007586046
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合全价(5-7年)指数,5-7年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.5,120,12,0.1,7.524999999999999,0.0003379550020421909,0.003379550020421908,0.5833333333333334,0.48626078838668424,0.041024983638038526,-0.007522826274988459
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合全价(5-7年)指数,5-7年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.5,120,7,0.058333333333333334,6.094222492256371,4.833294807658998e-05,0.0008285648241701139,0.42857142857142855,0.1230254334767317,0.0057060684166827524,-0.007324321817733348
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合净价(5-7年)指数,5-7年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.5,120,12,0.1,7.524999999999999,0.00033793109333388996,0.0033793109333388996,0.5833333333333334,0.48622867988534807,0.04102200121217159,-0.007522961457589794
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合净价(5-7年)指数,5-7年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.5,120,7,0.058333333333333334,6.094222492256371,4.831620551169168e-05,0.0008282778087718574,0.42857142857142855,0.12298260698010448,0.005704047537839818,-0.007325271991279747
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合财富(5-7年)指数,5-7年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.5,120,12,0.1,7.524999999999999,0.00032265257382206423,0.0032265257382206414,0.5833333333333334,0.43786874740170295,0.03907199587072241,-0.008308157597856192
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合财富(5-7年)指数,5-7年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.5,120,7,0.058333333333333334,6.094222492256371,1.748511280535253e-05,0.00029974479094890046,0.42857142857142855,0.04533320397668073,0.0019940640125379883,-0.00809801899520557
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.000255414425824405,0.0034055256776587333,0.6666666666666666,0.5178399338193087,0.03094268016899826,-0.0029483380531925008
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,2.8373801527200837e-05,0.0004864080261805859,0.42857142857142855,0.09781547015947915,0.0033503928130635963,-0.007400191972939618
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.00025211036215361336,0.0033614714953815114,0.6666666666666666,0.4837076994086675,0.030513529733296796,-0.004125655045799315
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,2.5346465367180007e-05,0.0004345108348659429,0.42857142857142855,0.08731708685002418,0.0029859319129972306,-0.006423775945883281
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.00025211133799611163,0.0033614845066148222,0.6666666666666666,0.48371176924094716,0.030513652192061702,-0.0041250532888392755
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,2.534194368078832e-05,0.00043443332024208564,0.42857142857142855,0.08730569177258847,0.0029853934661450143,-0.006423821302821153
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合全价(3-5年)指数,3-5年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.0004567519698760784,0.006090026265014378,1.0,0.7084874536015643,0.05601671285615106,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合全价(3-5年)指数,3-5年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,0.00018655333176749664,0.003198057116014229,0.8571428571428571,0.516993131976604,0.022542164001719156,-0.0030115196454501003
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合净价(3-5年)指数,3-5年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.0004557180701103001,0.006076240934804,1.0,0.708459396034653,0.05588713185356298,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合净价(3-5年)指数,3-5年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,0.0001861798143978183,0.0031916539611054574,0.8571428571428571,0.5164855388263924,0.022496533749121417,-0.0030098569006765663
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合财富(3-5年)指数,3-5年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.00025539452903843084,0.003405260387179078,0.6666666666666666,0.5177967479980016,0.030940217337330322,-0.0029492403371781384
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合财富(3-5年)指数,3-5年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,2.835870237912917e-05,0.00048614918364221424,0.42857142857142855,0.09776196656715092,0.0033485731048972234,-0.007400551668125255
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.0003529154525913192,0.004705539367884256,0.6666666666666666,0.5030298954190017,0.042888887023287525,-0.007782060143745273
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,1.746914766067916e-05,0.0002994711027544998,0.42857142857142855,0.04529291735627044,0.0019921495433972147,-0.008099324093224891
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.0005547810111347991,0.007397080148463988,0.8888888888888888,0.6770598868087773,0.06831393069676261,-0.003366772327590861
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,0.0001771258507695658,0.0030364431560497,0.7142857142857143,0.40321771675236234,0.02134070306668434,-0.00454968036077108
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.0005534737705069816,0.007379650273426422,0.8888888888888888,0.6767650966291429,0.06814837950503483,-0.003382299329920957
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,0.00017666515432960585,0.0030285455027932425,0.7142857142857143,0.4025769299462823,0.021284532998451233,-0.004547144007586046
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合全价(5-7年)指数,5-7年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.00035214921169858586,0.004695322822647811,0.6666666666666666,0.5330905719218384,0.04283379423298772,-0.006964410040094404
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合全价(5-7年)指数,5-7年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,4.833294807658998e-05,0.0008285648241701139,0.42857142857142855,0.1230254334767317,0.0057060684166827524,-0.007324321817733348
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合净价(5-7年)指数,5-7年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.00035213025955052667,0.004695070127340356,0.6666666666666666,0.5330634292505791,0.04283142523009231,-0.006964886478714072
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合净价(5-7年)指数,5-7年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,4.831620551169168e-05,0.0008282778087718574,0.42857142857142855,0.12298260698010448,0.005704047537839818,-0.007325271991279747
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合财富(5-7年)指数,5-7年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,9,0.075,9.166666666666666,0.0003529284499695309,0.0047057126662604105,0.6666666666666666,0.5030471731729181,0.04289051104483166,-0.007782508968258384
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合财富(5-7年)指数,5-7年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.6,120,7,0.058333333333333334,6.094222492256371,1.748511280535253e-05,0.00029974479094890046,0.42857142857142855,0.04533320397668073,0.0019940640125379883,-0.00809801899520557
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.000255414425824405,0.0034055256776587333,0.6666666666666666,0.5178399338193087,0.03094268016899826,-0.0029483380531925008
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,-2.3817672462816658e-06,-4.76353449256332e-05,0.3333333333333333,-0.008716063176446581,-0.0003390242138512356,-0.007400191972939618
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.00025211036215361336,0.0033614714953815114,0.6666666666666666,0.4837076994086675,0.030513529733296796,-0.004125655045799315
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,-9.29906752442249e-06,-0.0001859813504884499,0.3333333333333333,-0.03460620120725596,-0.0011666815973168099,-0.006423775945883392
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.00025211133799611163,0.0033614845066148222,0.6666666666666666,0.48371176924094716,0.030513652192061702,-0.0041250532888392755
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,-9.307607271002507e-06,-0.0001861521454200499,0.3333333333333333,-0.034640599319721924,-0.0011676974250985905,-0.006423821302821042
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合全价(3-5年)指数,3-5年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.0004567519698760784,0.006090026265014378,1.0,0.7084874536015643,0.05601671285615106,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合全价(3-5年)指数,3-5年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,0.00012853066843873667,0.0025706133687747336,0.8333333333333334,0.4110068093829054,0.015471719160035091,-0.0030115196454502113
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合净价(3-5年)指数,3-5年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.0004557180701103001,0.006076240934804,1.0,0.708459396034653,0.05588713185356298,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合净价(3-5年)指数,3-5年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,0.00012821593701719167,0.002564318740343834,0.8333333333333334,0.4104244795964205,0.015433518077518693,-0.0030098569006764553
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合财富(3-5年)指数,3-5年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.00025539452903843084,0.003405260387179078,0.6666666666666666,0.5177967479980016,0.030940217337330322,-0.0029492403371781384
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合财富(3-5年)指数,3-5年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,-2.3959455059991635e-06,-4.7918910119983234e-05,0.3333333333333333,-0.00876777282322752,-0.0003407271680287982,-0.007400551668125366
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.0003529154525913192,0.004705539367884256,0.6666666666666666,0.5030298954190017,0.042888887023287525,-0.007782060143745273
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,-2.1575351044787503e-05,-0.00043150702089574995,0.3333333333333333,-0.059077844395808876,-0.0026806306357323173,-0.008099324093224891
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.0005547810111347991,0.007397080148463988,0.8888888888888888,0.6770598868087773,0.06831393069676261,-0.003366772327590861
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,0.00011411660265433916,0.002282332053086783,0.6666666666666666,0.2903490231721792,0.013676186148103842,-0.00454968036077108
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.0005534737705069816,0.007379650273426422,0.8888888888888888,0.6767650966291429,0.06814837950503483,-0.003382299329920957
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,0.00011369496300031,0.0022738992600062,0.6666666666666666,0.28960160551075115,0.013625152622829706,-0.004547144007586046
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合全价(5-7年)指数,5-7年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.00035214921169858586,0.004695322822647811,0.6666666666666666,0.5330905719218384,0.04283379423298772,-0.006964410040094404
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合全价(5-7年)指数,5-7年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,-2.6860234235668953e-07,-5.372046847133538e-06,0.3333333333333333,-0.0007429053315583433,-0.000125386357028634,-0.007324321817733459
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合净价(5-7年)指数,5-7年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.00035213025955052667,0.004695070127340356,0.6666666666666666,0.5330634292505791,0.04283142523009231,-0.006964886478714072
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合净价(5-7年)指数,5-7年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,-2.8151444411999557e-07,-5.630288882399875e-06,0.3333333333333333,-0.0007786055146290471,-0.00012693858575651973,-0.007325271991279747
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合财富(5-7年)指数,5-7年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,9,0.075,9.166666666666666,0.0003529284499695309,0.0047057126662604105,0.6666666666666666,0.5030471731729181,0.04289051104483166,-0.007782508968258384
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合财富(5-7年)指数,5-7年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.7,120,6,0.05,6.662223490043265,-2.1561667840472474e-05,-0.00043123335680944966,0.3333333333333333,-0.05903914553718167,-0.0026789969203492303,-0.00809801899520557
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,9,0.075,9.166666666666666,0.000255414425824405,0.0034055256776587333,0.6666666666666666,0.5178399338193087,0.03094268016899826,-0.0029483380531925008
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,4,0.03333333333333333,8.598725253087949,5.9343234847604164e-05,0.0017802970454281251,0.5,0.2782297116112696,0.007113811328579134,-0.0029483380531923897
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,9,0.075,9.166666666666666,0.00025211036215361336,0.0033614714953815114,0.6666666666666666,0.4837076994086675,0.030513529733296796,-0.004125655045799315
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,4,0.03333333333333333,8.598725253087949,4.4269353200838334e-05,0.0013280805960251502,0.5,0.19933439642669895,0.005291083080788628,-0.004125655045799315
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,9,0.075,9.166666666666666,0.00025211133799611163,0.0033614845066148222,0.6666666666666666,0.48371176924094716,0.030513652192061702,-0.0041250532888392755
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,4,0.03333333333333333,8.598725253087949,4.426119896888499e-05,0.0013278359690665502,0.5,0.19931786155570527,0.005290106577046316,-0.0041250532888393865
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合全价(3-5年)指数,3-5年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,9,0.075,9.166666666666666,0.0004567519698760784,0.006090026265014378,1.0,0.7084874536015643,0.05601671285615106,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合全价(3-5年)指数,3-5年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,4,0.03333333333333333,8.598725253087949,0.00013868943810891083,0.004160683143267325,1.0,0.46497779865499267,0.01671663826549108,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合净价(3-5年)指数,3-5年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,9,0.075,9.166666666666666,0.0004557180701103001,0.006076240934804,1.0,0.708459396034653,0.05588713185356298,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合净价(3-5年)指数,3-5年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,4,0.03333333333333333,8.598725253087949,0.00013839664887005748,0.0041518994661017255,1.0,0.46447724480431435,0.016681054420916164,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合财富(3-5年)指数,3-5年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,2.8,120,9,0.075,9.166666666666666,0.00025539452903843084,0.003405260387179078,0.6666666666666666,0.5177967479980016,0.030940217337330322,-0.0029492403371781384
