months_before_quarter_end,n_months,mean_error_raw,mae_raw,rmse_raw,corr_raw
0,4,-0.13444950784333032,0.19579064033212812,0.21782047462871462,0.8911335965828228
1,4,-0.21569919902284207,0.2769828270194248,0.3864647109715172,0.43261189247971216
2,4,-0.00795344495039263,0.21227591590297967,0.2577044611727684,0.6982772325514366
