months_before_quarter_end,n_months,mean_error_raw,mae_raw,rmse_raw,corr_raw
0,4,1.2629648358670404,1.2629648358670404,1.4725329039599813,0.8648650590354546
1,4,0.9316890063802329,1.0580075336861774,1.2528849286668897,0.9340463363564948
2,4,1.2978182793318602,1.456950292838537,1.67141330345984,0.7756112194439071
