month,sample,information_date,target_quarter_end,target_gdp_release_date,target_gdp_released_by_information_date,monthly_release_lag_days,gdp_release_lag_days,latest_released_monthly_period,latest_released_gdp_quarter_end,is_information_month_quarter_end,months_before_quarter_end,model_loading_gdp_raw,nowcast_gdp_raw,actual_gdp_raw,nowcast_error_raw,abs_error_raw,squared_error_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
2023-01,post_train_1y,2023-01-19,2023-03,2023-04-19,False,19,19,2023-01,2023-01,False,2,2.586310946859919,2.586310946859919,4.7,-2.113689053140081,2.113689053140081,4.467681413364213,-25.921733783292837,-3150.652630318189,-1.49890062447781
2023-02,post_train_1y,2023-02-19,2023-03,2023-04-19,False,19,19,2023-02,2023-01,False,1,2.2218875617713767,2.2218875617713767,4.7,-2.4781124382286235,2.4781124382286235,6.141041256503414,-38.388438828956296,-3042.0560758830543,-0.5127560538315542
2023-03,post_train_1y,2023-03-19,2023-03,2023-04-19,False,19,19,2023-03,2023-01,True,0,4.771538330191473,4.771538330191473,4.7,0.07153833019147271,0.07153833019147271,0.005117732686584176,-32.832261468665315,-357.5925774901143,-6.021520476960922
2023-04,post_train_1y,2023-04-19,2023-06,2023-07-19,False,19,19,2023-04,2023-04,False,2,8.62106305867474,8.62106305867474,6.5,2.121063058674739,2.121063058674739,4.49890849887464,-30.57146519938341,3953.9257644012505,-8.63556106720044
2023-05,post_train_1y,2023-05-19,2023-06,2023-07-19,False,19,19,2023-05,2023-04,False,1,8.424163304140109,8.424163304140109,6.5,1.9241633041401087,1.9241633041401087,3.7024044209993807,-33.27019550384017,3842.3371000447532,-12.3006800417285
2023-06,post_train_1y,2023-06-19,2023-06,2023-07-19,False,19,19,2023-06,2023-04,True,0,7.577780828436475,7.577780828436475,6.5,1.0777808284364747,1.0777808284364747,1.1616115141452137,-35.26702253569988,2957.629517497887,-13.908526881436954
2023-07,post_train_1y,2023-07-19,2023-09,2023-10-19,False,19,19,2023-07,2023-07,False,2,3.714580318629704,3.714580318629704,5.0,-1.2854196813702958,1.2854196813702958,1.6523037572541128,-38.207842989331056,-1340.8646681314367,-10.794953739335961
2023-08,post_train_1y,2023-08-19,2023-09,2023-10-19,False,19,19,2023-08,2023-07,False,1,4.052159225027536,4.052159225027536,5.0,-0.9478407749724642,0.9478407749724642,0.8984021347004015,-31.89421170154145,-1220.6870810718947,-12.769042087888437
2023-09,post_train_1y,2023-09-19,2023-09,2023-10-19,False,19,19,2023-09,2023-07,True,0,4.8866820421135255,4.8866820421135255,5.0,-0.11331795788647447,0.11331795788647447,0.012840959579560803,-33.03059825096611,-217.41327945621526,-13.755613753378023
2023-10,post_train_1y,2023-10-19,2023-12,2024-01-19,False,19,19,2023-10,2023-10,False,2,7.632661420383458,7.632661420383458,5.3,2.3326614203834586,2.3326614203834586,5.441309302145375,-32.10873590643557,2887.255441725132,-10.866902443163745
2023-11,post_train_1y,2023-11-19,2023-12,2024-01-19,False,19,19,2023-11,2023-10,False,1,7.2142732888521195,7.2142732888521195,5.3,1.9142732888521197,1.9142732888521197,3.664442224412711,-33.5538850190009,2469.2411863700227,-12.632495960884963
2023-12,post_train_1y,2023-12-19,2023-12,2024-01-19,False,19,19,2023-12,2023-10,True,0,6.7225385460492335,6.7225385460492335,5.3,1.4225385460492337,1.4225385460492337,2.023615914995868,-34.27553148654278,1936.747394007034,-13.800919277885079
