month,sample,information_date,target_quarter_end,target_gdp_release_date,target_gdp_released_by_information_date,monthly_release_lag_days,gdp_release_lag_days,latest_released_monthly_period,latest_released_gdp_quarter_end,is_information_month_quarter_end,months_before_quarter_end,model_loading_gdp_raw,nowcast_gdp_raw,actual_gdp_raw,nowcast_error_raw,abs_error_raw,squared_error_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
2015-01,post_train_1y,2015-01-19,2015-03,2015-04-19,False,19,19,2015-01,2015-01,False,2,7.358259432421397,7.358259432421397,7.1,0.25825943242139715,0.25825943242139715,0.0666979344346222,-137.78643513611394,4.865299798926646,203.9068648647459
2015-02,post_train_1y,2015-02-19,2015-03,2015-04-19,False,19,19,2015-02,2015-01,False,1,7.008876973589286,7.008876973589286,7.1,-0.09112302641071324,0.09112302641071324,0.008303405942247542,-153.3676627780842,8.196987747533004,201.773403358025
2015-03,post_train_1y,2015-03-19,2015-03,2015-04-19,False,19,19,2015-03,2015-01,True,0,6.705922657979788,6.705922657979788,7.1,-0.3940773420202115,0.3940773420202115,0.15529695149371475,-162.63792449984618,16.208862885698522,240.8951189299256
2015-04,post_train_1y,2015-04-19,2015-06,2015-07-19,False,19,19,2015-04,2015-04,False,2,6.694684343413422,6.694684343413422,7.1,-0.40531565658657787,0.40531565658657787,0.16428078147420871,-159.94140982539795,20.179217816899147,233.33633896052288
2015-05,post_train_1y,2015-05-19,2015-06,2015-07-19,False,19,19,2015-05,2015-04,False,1,6.828817465499336,6.828817465499336,7.1,-0.27118253450066376,0.27118253450066376,0.07353996701820369,-156.58700186453814,15.725868716259122,232.26659825057197
2015-06,post_train_1y,2015-06-19,2015-06,2015-07-19,False,19,19,2015-06,2015-04,True,0,6.925129690970177,6.925129690970177,7.1,-0.17487030902982248,0.17487030902982248,0.030579624980185613,-155.04038269902787,11.486862685402857,221.61891009750335
2015-07,post_train_1y,2015-07-19,2015-09,2015-10-19,False,19,19,2015-07,2015-07,False,2,7.458847024877933,7.458847024877933,7.0,0.45884702487793305,0.45884702487793305,0.21054059223933053,-139.25674302101783,-3.2896105008508347,210.32555866194843
2015-08,post_train_1y,2015-08-19,2015-09,2015-10-19,False,19,19,2015-08,2015-07,False,1,7.3084097888146236,7.3084097888146236,7.0,0.30840978881462355,0.30840978881462355,0.0951165978366807,-139.05149494137422,6.498105808713117,213.05941461800296
2015-09,post_train_1y,2015-09-19,2015-09,2015-10-19,False,19,19,2015-09,2015-07,True,0,7.216429409277,7.216429409277,7.0,0.2164294092769996,0.2164294092769996,0.046841689199991,-141.77314525607608,9.042844085462432,221.0902411021921
2015-10,post_train_1y,2015-10-19,2015-12,2016-01-19,False,19,19,2015-10,2015-10,False,2,7.017585809774822,7.017585809774822,6.9,0.11758580977482147,0.11758580977482147,0.0138264226604005,-139.87619902164352,23.94394012467036,207.78198242337055
2015-11,post_train_1y,2015-11-19,2015-12,2016-01-19,False,19,19,2015-11,2015-10,False,1,6.972009998629622,6.972009998629622,6.9,0.07200999862962121,0.07200999862962121,0.0051854399026380485,-149.86802424950343,14.762810262773549,205.43416071390584
2015-12,post_train_1y,2015-12-19,2015-12,2016-01-19,False,19,19,2015-12,2015-10,True,0,6.948918486255735,6.948918486255735,6.9,0.048918486255734805,0.048918486255734805,0.002393018297552515,-149.8556800568524,16.24203733710614,213.2301364045471
