month,sample,information_date,target_quarter_end,target_gdp_release_date,target_gdp_released_by_information_date,monthly_release_lag_days,gdp_release_lag_days,latest_released_monthly_period,latest_released_gdp_quarter_end,is_information_month_quarter_end,months_before_quarter_end,model_loading_gdp_raw,nowcast_gdp_raw,actual_gdp_raw,nowcast_error_raw,abs_error_raw,squared_error_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
2024-01,post_train_1y,2024-01-19,2024-03,2024-04-19,False,19,19,2024-01,2024-01,False,2,4.777758933921067,4.777758933921067,5.3,-0.5222410660789327,0.5222410660789327,0.2727357310992602,-22.48922420292872,-3.6620328433295413,-7.383377020495051
2024-02,post_train_1y,2024-02-19,2024-03,2024-04-19,False,19,19,2024-02,2024-01,False,1,5.148031485219442,5.148031485219442,5.3,-0.15196851478055784,0.15196851478055784,0.023094429484608627,-23.129667535293333,17.117540299169434,-11.54805869757667
2024-03,post_train_1y,2024-03-19,2024-03,2024-04-19,False,19,19,2024-03,2024-01,True,0,5.045844611208604,5.045844611208604,5.3,-0.25415538879139543,0.25415538879139543,0.06459496165170538,-24.31836559028647,14.974426640759887,-6.031658380922005
2024-04,post_train_1y,2024-04-19,2024-06,2024-07-19,False,19,19,2024-04,2024-04,False,2,5.15896615097089,5.15896615097089,4.7,0.4589661509708902,0.4589661509708902,0.210649927737034,-22.755339074297435,16.696832974675047,-5.499687651566762
2024-05,post_train_1y,2024-05-19,2024-06,2024-07-19,False,19,19,2024-05,2024-04,False,1,4.838086357171658,4.838086357171658,4.7,0.13808635717165796,0.13808635717165796,0.019067842036938693,-23.91385247125777,3.196307628687091,-5.273203317137928
2024-06,post_train_1y,2024-06-19,2024-06,2024-07-19,False,19,19,2024-06,2024-04,True,0,4.807269995079173,4.807269995079173,4.7,0.10726999507917245,0.10726999507917245,0.011506851844285682,-24.5612047818795,3.309857973034865,-5.068956808890848
2024-07,post_train_1y,2024-07-19,2024-09,2024-10-19,False,19,19,2024-07,2024-07,False,2,4.4451683550659,4.4451683550659,4.6,-0.15483164493409962,0.15483164493409962,0.023972838272999095,-22.852427035905897,-19.858417530072217,-5.562086825785406
2024-08,post_train_1y,2024-08-19,2024-09,2024-10-19,False,19,19,2024-08,2024-07,False,1,4.346410667791627,4.346410667791627,4.6,-0.25358933220837265,0.25358933220837265,0.06430754940988839,-23.766981457479204,-22.545777194454914,-3.7305984160592676
2024-09,post_train_1y,2024-09-19,2024-09,2024-10-19,False,19,19,2024-09,2024-07,True,0,4.2943997171921655,4.2943997171921655,4.6,-0.30560028280783413,0.30560028280783413,0.0933915328522282,-24.554612908395605,-23.156252826946606,-3.940016503360064
2024-10,post_train_1y,2024-10-19,2024-12,2025-01-19,False,19,19,2024-10,2024-10,False,2,4.53987094422958,4.53987094422958,5.4,-0.86012905577042,0.86012905577042,0.7398219925805143,-22.624934197447768,-15.572977760883461,-4.151965582280027
2024-11,post_train_1y,2024-11-19,2024-12,2025-01-19,False,19,19,2024-11,2024-10,False,1,4.944621701451991,4.944621701451991,5.4,-0.45537829854800904,0.45537829854800904,0.20736939478847966,-23.596069874270587,7.854471487914672,-5.043151522058193
2024-12,post_train_1y,2024-12-19,2024-12,2025-01-19,False,19,19,2024-12,2024-10,True,0,4.689894526722498,4.689894526722498,5.4,-0.7101054732775021,0.7101054732775021,0.5042497831786652,-24.450283628261037,-3.0349665297464554,-5.933662436881557
