months_before_quarter_end,n_months,mean_error_raw,mae_raw,rmse_raw,corr_raw
0,4,1.7712638218260746,3.730105100725328,4.86916759911259,0.5044686197143846
1,4,2.228037093809034,5.556169041440944,7.269651319974082,-0.003166259316020715
2,4,1.3427588143139273,6.420582534169836,8.291916408485381,-0.04862980754727638
