months_before_quarter_end,n_months,mean_error_raw,mae_raw,rmse_raw,corr_raw
0,4,-0.2906477874493898,0.344282784988976,0.4104092864223727,0.5978867782116823
1,4,-0.1807124470913204,0.24975562567714937,0.2801067723743552,0.796840965496149
2,4,-0.2695589039531405,0.49904197943858564,0.558386176783104,-0.19630877274240977
