month,sample,information_date,target_quarter_end,target_gdp_release_date,target_gdp_released_by_information_date,monthly_release_lag_days,gdp_release_lag_days,latest_released_monthly_period,latest_released_gdp_quarter_end,is_information_month_quarter_end,months_before_quarter_end,model_loading_gdp_raw,nowcast_gdp_raw,actual_gdp_raw,nowcast_error_raw,abs_error_raw,squared_error_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
2025-01,post_train_1y,2025-01-19,2025-03,2025-04-19,False,19,19,2025-01,2025-01,False,2,4.980286412286775,4.980286412286775,5.4,-0.4197135877132254,0.4197135877132254,0.17615949571110737,-8.204349296854593,-1.2699694776998451,14.9484940823056
2025-02,post_train_1y,2025-02-19,2025-03,2025-04-19,False,19,19,2025-02,2025-01,False,1,4.660091393895507,4.660091393895507,5.4,-0.7399086061044935,0.7399086061044935,0.5474647453874945,-8.408538785578363,-13.306196208058696,16.514283389497187
2025-03,post_train_1y,2025-03-19,2025-03,2025-04-19,False,19,19,2025-03,2025-01,True,0,5.0425402549554486,5.0425402549554486,5.4,-0.3574597450445518,0.3574597450445518,0.12777746932731598,-8.028846722147444,0.5567154853895584,19.80584108800076
2025-04,post_train_1y,2025-04-19,2025-06,2025-07-19,False,19,19,2025-04,2025-04,False,2,5.457053660326285,5.457053660326285,5.2,0.2570536603262852,0.2570536603262852,0.06607658428714121,-8.990707532930555,20.77450860183889,11.015176750951907
2025-05,post_train_1y,2025-05-19,2025-06,2025-07-19,False,19,19,2025-05,2025-04,False,1,5.126304030473294,5.126304030473294,5.2,-0.07369596952670587,0.07369596952670587,0.00543109592448116,-12.690824498184776,21.533777835384853,0.23659473024570787
2025-06,post_train_1y,2025-06-19,2025-06,2025-07-19,False,19,19,2025-06,2025-04,True,0,5.322682264977596,5.322682264977596,5.2,0.1226822649775956,0.1226822649775956,0.01505093814003298,-14.48835839639498,36.185445237072386,-5.471132912779186
2025-07,post_train_1y,2025-07-19,2025-09,2025-10-19,False,19,19,2025-07,2025-07,False,2,4.779254866006481,4.779254866006481,4.8,-0.020745133993519183,0.020745133993519183,0.00043036058440906516,-14.752855279810507,15.447629890761021,-11.36040330423321
2025-08,post_train_1y,2025-08-19,2025-09,2025-10-19,False,19,19,2025-08,2025-07,False,1,4.6282405235466655,4.6282405235466655,4.8,-0.17175947645333434,0.17175947645333434,0.029501317751523513,-16.767843326649615,17.02528275225356,-16.435150349495014
2025-09,post_train_1y,2025-09-19,2025-09,2025-10-19,False,19,19,2025-09,2025-07,True,0,4.671335970707635,4.671335970707635,4.8,-0.12866402929236465,0.12866402929236465,0.016554432433746467,-17.63749570622909,22.037214678754633,-18.239868378787808
2025-10,post_train_1y,2025-10-19,2025-12,2026-01-19,False,19,19,2025-10,2025-10,False,2,4.651591281578889,4.651591281578889,4.5,0.1515912815788889,0.1515912815788889,0.022979916650729983,-15.377270772713747,12.70175233337541,-12.703366389998761
2025-11,post_train_1y,2025-11-19,2025-12,2026-01-19,False,19,19,2025-11,2025-10,False,1,4.622567255993165,4.622567255993165,4.5,0.12256725599316542,0.12256725599316542,0.015022732241694146,-17.082277942381513,17.987184901982396,-16.923206084945996
2025-12,post_train_1y,2025-12-19,2025-12,2026-01-19,False,19,19,2025-12,2025-10,True,0,4.325643477986,4.325643477986,4.5,-0.17435652201400043,0.17435652201400043,0.030400196768818614,-18.575773407651056,11.756555839355775,-21.77399920196516
